ABA	n+f.aba
lanzamientos	n+m.launches@n+m+pl.pitches@n+m.releases
lanzando	vt.hurling@v.launching@v.releasing@v.throwing@vt.tossing
lanzar	v.cast@vt.fling@vt.hurl@v.launch@vt.lob@vt.pitch@v.release@vt.sling@v.throw@vt.toss
lanzarse	vi.dart
lanzarse en paracaídas	vi.parachute
lanzas	n+f.spears
lanzó	vt.bowled@vt.floated@vt.flung@vt.hurled@v.launched@vt.pitched@v.released@v.threw@vt.tossed
lao	n+m.lao
laosiana	a+f.lao@a+f.laotian@n+f.laotian
laosiano	a+m.lao@a+m.laotian@n+m.laotian
laparoscopia	n+f.laparoscopy
laparoscópica	a+f.laparoscopic
laparoscópico	a+m.laparoscopic
lapidación	n+f.stoning
lapislázuli	n+m.lazuli
lapso	n+m.lapse@n+m.span
lapsos	n+m+pl.lapses@n+m+pl.spans
laquear	vt.lacquer
lar	n+m.lar
larga	a+f.lengthy@a+f.long
largarse	vi.scoot
largo	n+m.largo@ad.largo@n+m.length@a+m.lengthy@a+m.long
larguero	n+m.crossbar
laringe	n+f.larynx
larva	n+f.grub@n+f.larva@n+f.maggot
larval	a.larval
larvas	n+f+pl.larvae
laríngeo	a.laryngeal
las	art+f.las
lasaña	n+f.lasagna
lasciva	a+f.lewd@a+f.wanton
lascivo	a+m.lewd@a+m.wanton
lastimoso	a.pitiful
lastre	n+m.ballast
lastres	n+m+pl.ballasts
lata	n+f.can@n+f.canister@n+f.tin
latas	n+f+pl.canisters@n+f+pl.cans@n+f+pl.tins
latencia	n+f.latency
latencias	n+f+pl.latencies
latente	a.dormant@a.latent@a.simmering
lateral	a+m.lateral@a+f.lateral
lateralmente	ad.laterally@ad.sideways
latido del corazón	n+m.heartbeat
latidos	n+m+pl.heartbeats
latigazo	n+m.lash@n+m.whiplash
latigazo cervical	n+m.whiplash
latigazos	n+m+pl.lashes
latina	a+f.latin@n+f.latina@a+f.latina@a+f.latino@n+f.latino
latinas	n+f+pl.latins
latino	a+m.latin@a+m.latina@a+m.latino@n+m.latino
latinos	n+m+pl.latinos@n+m+pl.latins
latitud	n+f.lat@n+f.latitude
latitudes	n+f+pl.latitudes
latrocinio	n+m.thievery
lats	n+m+pl.lats
latín	n+m.latin
latón	n+m.brass
laureada	n+f.laureate
laureado	n+m.laureate
laurel	n+m.laurel
laureles	n+m+pl.laurels
laurentiana	a+f.laurentian
laurentiano	a+m.laurentian
lava	n+f.lava@vt.washes
lava con champú	vt.shampoos
lavable	a.washable
lavabo	n+m.basin@n+m.lavatory@n+m.laver
lavabos	n+m+pl.basins
lavada	a+f.washed
lavado	n+m.laundering@n+m.lavage@n+m.wash@a+m.washed@n+m.washing
lavado de cerebro	n+m.brainwashing
lavadora	n+f.washer
lavadoras	n+f+pl.washers
lavados	n+m+pl.washes
lavanda	n+f.lavender@a+m.lavender@a+f.lavender
lavandería	n+f.laundry
lavandería automática	n+f.laundromat
lavanderías	n+f+pl.laundries
lavando	v.laundering@v.washing
lavar	vt.wash
lavavajillas	n+m.dishwasher@n+m+pl.dishwashers
lavó el cerebro	vt.brainwashed
laxa	a+f.lax
laxante	n+m.laxative@a+m.laxative@a+f.laxative
laxantes	n+m+pl.laxatives
laxo	a+m.lax
lazar	vt.lasso
lazo	n+m.lariat@n+m.lasso@n+m.snare
lazo corredizo	n+m.noose
lazos	n+m+pl.snares@n+m.ties
laúd	n+m.lute
lbw	n+m.lbw
le	pron+f.her@pron+m.him
le desagrada	vt.dislikes
le faltaba	vt.lacked
le fue	vi.fared
le gusta	vt.fancies@vt.likes
le gustó	vt.fancied
le importa	vt.cares
leal	a.leal@a+m.loyal@a+f.loyal@a.stalwart@a+m.staunch@a+f.staunch
leales	n+m+pl.loyalists
lealista	n+m.loyalist@a.loyalist
lealtad	n+f.allegiance@n+f.loyalty
lealtades	n+f+pl.loyalties
leccionario	n+m.lectionary
lecciones	n+f.lessons
lección	n+f.lesson
lecha	n+m.milt
lechada	n+f.grout@n+f.slurry
leche	n+f.milk
lechería	n+f.creamery@n+f.dairy
lecherías	n+f+pl.dairies
lecho del río	n+m.riverbed
lechosa	a+f.milky
lechoso	a+m.milky
lechuga	n+f.lettuce
lechuga romana	n+f.romaine
lechuza	n+f.owl
lechuzas	n+f+pl.owls
lechón	n+m.piglet@n+m.suckling
lecitina	n+f.lecithin
lector	n+m.lector@n+m.reader
lector de noticias	n+m.newsreader
lectora	n+f.lector@n+f.reader
lectores	n+m.readers
lectura	n+f.lect@n+f.reading@n+f.readout
lectura de cargos	n+f.arraignment
lectura detenida	n+f.perusal
lecturas	n+f.readings
lee	vt.reads
leer	v.read
leer detenidamente	vt.peruse
legado	n+m.bequest@n+m.legacy
legados	n+m+pl.bequests@n+m+pl.legacies
legal	a+m.lawful@a+f.lawful@a+m.legal@a+f.legal
legalidad	n+f.legality
legalización	n+f.legalization
legalizada	a+f.legalized
legalizado	a+m.legalized
legalizando	vt.legalizing
legalizar	vt.legalize
legalizó	vt.legalized
legalmente	ad.lawfully@ad.legally
legato	n+m.legato
legendaria	a+f.fabled@a+f.legendary@a+f.storied
legendario	a+m.fabled@a+m.legendary@a+m.storied
leggings	n+m+pl.leggings
legibilidad	n+f.readability
legible	a.legible@a+m.readable@a+f.readable
legiones	n+f+pl.legions
legislación	n+f.legislation
legislador	n+m.lawmaker@n+m.legislator
legisladora	n+f.lawmaker@n+f.legislator
legisladoras	n+f+pl.legislators
legisladores	n+m+pl.lawmakers@n+m+pl.legislators
legislar	vi.legislate
legislativa	a+f.legislative
legislativo	a+m.legislative
legislatura	n+f.legislature
legislaturas	n+f+pl.legislatures
legisló	vt.legislated
legitimidad	n+f.legitimacy
legión	n+f.legion
lego	n+m.layman
legumbre	n+f.legume
legumbres	n+f+pl.legumes@n+f+pl.pulses
legítima	a+f.legit@a+f.legitimate@a+f.rightful
legítimamente	ad.legitimately@ad.rightfully
legítimo	a.legit@a+m.legitimate@a+m.rightful
legó	vt.willed
lei	n+m.lei
leis	n+m+pl.leis
leishmania	n+f.leishmania
lejana	a+f.far@a+f.faraway
lejano	a+m.far@a+m.faraway
lejos	ad.afar@ad.afield@ad.away@ad.far
lejía	n+f.bleach@n+f.lye
lek	n+m.lek
lema	n+m.lemma@n+m.motto
lemas	n+m+pl.lemmas@n+m+pl.slogans
lemings	n+m+pl.lemmings
lempira	n+f.lempira
lems	n+m+pl.lems
lencería	n+f.lingerie
lengua	n+f.language@n+f.langue@n+f.lingua@n+f.tongue
lenguado	n+m.sole
lenguados	n+m+pl.soles
lenguas	n+f.languages@n+f+pl.tongues
lenta	a+f.pokey@a+f.slow@a+f.sluggish
lentamente	ad.slowly
lente	n+f.lens
lenteja	n+f.lentil
lentejas	n+f+pl.lentils
lentejuela	n+f.sequin
lentejuelas	n+f+pl.sequins
lentes	n+f.lenses
lentitud	n+f.slowness
lento	a+m.pokey@a+m.slow@a+m.sluggish@a.tardy
leona	n+f.lioness
leonada	a+f.tawny
leonado	a+m.tawny
leones	n+m.lions
leopardo	n+m.leopard@n+m.pard
leopardos	n+m+pl.leopards
leotardo	n+m.leotard
leotardos	n+m+pl.tights
lepra	n+f.leprosy
leptina	n+f.leptin
leptón	n+m.lepton
les	pron.them
lesbiana	n+f.dyke@n+f.lesbian
lesbianas	n+f+pl.dykes@n+f.lesbians
lesbianismo	n+m.lesbianism
lesiona	vt.injures
lesionada	a+f.injured
lesionado	a+m.injured
lesionar	vt.injure
lesiones	n+f.injuries@n+f+pl.lesions
lesión	n+f.injury@n+f.lesion
letal	a+m.lethal@a+f.lethal
letalidad	n+f.lethality
letanía	n+f.litany
letargo	n+f.lethargy
letona	a+f.latvian
letra	n+f.letter@n+f.lyric
letrada	a+f.lettered
letrado	a+m.lettered
letras	n+f.lettering@n+f.letters@n+f.lyrics
letrina	n+m.jakes
letrina exterior	n+f.outhouse
letrista	n+m.lyricist@n+f.lyricist
letón	a+m.latvian@n+m.latvian
leu	n+m.leu
leucemia	n+f.leukaemia
leucina	n+f.leucine
leucocito	n+m.leukocyte
leucocitos	n+m+pl.leukocytes
lev	n+m.lev
levadura	n+f.yeast
levadura de cerveza	n+f.barm
levaduras	n+f+pl.yeasts
levanta	vt.lifts@vt.raises
levantada	a+f.lifted@a+f.raised@a+f.risen
levantado	a+m.lifted@a+m.raised@a+m.risen
levantador	n+m.lifter
levantadores	n+m+pl.lifters
levantamiento	n+m.uprising
levantando	vt.erecting@vt.heaving@v.jacking@v.lifting@v.raising
levantar	v.lift@v.raise
levantó	v.raised
levantó con gato	vt.jacked
leve	a+m.mild@a+f.mild@a+m.slight@a+f.slight
levemente	ad.faintly@ad.mildly
leviatán	n+m.leviathan
lexical	a.lexical
ley	n+f.act@n+f.law@n+f.ley
leyenda	n+f.caption@n+f.legend
leyendas	n+f+pl.captions@n+f.legends
leyendo	v.reading
leyes	n+f.laws
lezna	n+f.awl
leña	n+f.firewood
leña menuda	n+f.kindling
leñador	n+m.logger@n+m.lumberjack@n+m.woodman
leñadores	n+m+pl.loggers
leñosa	a+f.woody
leñoso	a+m.woody
león	n+m.lion
libanesa	a+f.lebanese@n+f.lebanese
libanés	a+m.lebanese@n+m.lebanese
libelo	n+m.libel
libera	vt.frees
liberación	n+f.deliverance@n+f.liberation@n+f.release@n+f.riddance
liberada	a+f.freed@a+f.liberated
liberado	a+m.freed@a+m.liberated
liberador	a.liberating
liberal	a+m.liberal@a+f.liberal@n+m.liberal
liberales	n+m+pl.liberals
liberalismo	n+m.liberalism
liberalización	n+f.liberalisation@n+f.liberalization
liberalmente	ad.liberally
liberando	vt.freeing@vt.liberating@vt.loosing@v.releasing@vt.unleashing
liberar	vt.liberate@vt.unleash
liberar bajo fianza	vt.bail
liberiana	a+f.liberian
liberiano	a+m.liberian@n+m.liberian
libertad	n+f.freedom@n+f.liberty
libertad condicional	n+f.parole@n+f.probation
libertades	n+f+pl.freedoms@n+f+pl.liberties
libertades condicionales	n+f+pl.paroles
libertador	n+m.liberator
libertadora	n+f.liberator
libertaria	a+f.libertarian
libertarianismo	n+m.libertarianism
libertario	a+m.libertarian@n+m.libertarian
libertarios	n+m+pl.libertarians
libertina	n+f.libertine@a+f.libertine
libertinaje	n+m.debauchery
libertino	n+m.libertine@a+m.libertine
libertinos	n+m+pl.libertines
liberto	n+m.freedman
liberó	vt.liberated
libia	a+f.libyan
libido	n+f.libido
libio	a+m.libyan@n+m.libyan
libra	n+f.livre@n+f.pound@n+f.quid
libra esterlina	n+f.sterling@n+f.stg
librando	vt.waging
librar	vt.rid
libras	n+f.lbs@n+f.pounds
libre	a+m.footloose@a+f.footloose@a+m.free@a+f.free@a.unconstrained
libre de cargas	a+m.unencumbered@a+f.unencumbered
librea	n+f.livery
libremente	ad.freely
librera	n+f.bookseller
librero	n+m.bookcase@n+m.bookman@n+m.bookseller
libreros	n+m+pl.bookcases@n+m+pl.booksellers@n+m+pl.bookshelves
librería	n+f.bookshop@n+f.bookstore
librerías	n+f+pl.bookshops@n+f+pl.bookstores
libresca	a+f.bookish
libresco	a+m.bookish
libreta	n+f.notebook
libretas	n+f.notebooks
libreto	n+m.libretto
libro	n+m.book
libro de bolsillo	n+m.paperback@n+m.pocketbook
libro de cocina	n+m.cookbook
libro de cuentos	n+m.storybook
libro de frases	n+m.phrasebook
libro de jugadas	n+m.playbook
libro de registro	n+m.logbook
libro de texto	n+m.textbook
libro de visitas	n+m.guestbook
libro mayor	n+m.ledger
libros	n+m+pl.bks@n+m.books
libros de bolsillo	n+m.paperbacks
libros de cocina	n+m+pl.cookbooks
libros de ejercicios	n+m+pl.workbooks
libros de texto	n+m.textbooks
libros de visitas	n+m+pl.guestbooks
libros mayores	n+m+pl.ledgers
libró	vt.waged
libélula	n+f.dragonfly
libélulas	n+f+pl.dragonflies
licencia	n+f.licence@n+f.license
licenciada	a+f.licensed
licenciado	n+m.bachelor@a+m.licensed
licenciados	n+m+pl.bachelors
licenciamiento	n+f.licensing
licenciar	v.license
licencias	n+f+pl.licences@n+f.licenses
licenciataria	n+f.licensee
licenciatario	n+m.licensee
licenciatarios	n+m+pl.licensees
liceo	n+m.lyceum
licitaciones	n+f+pl.tenders
licitación	n+f.bidding@n+f.tendering
licitador	n+m.bidder@n+m.tenderer
licitadora	n+f.bidder
licitadores	n+m+pl.bidders
licor	n+m.cordial@n+m.liqueur@n+m.liquor
licorera	n+f.decanter
licoreras	n+f+pl.decanters
licores	n+m+pl.liqueurs@n+m+pl.liquors
licra	n+f.lycra
licuada	a+f.liquefied
licuado	a+m.liquefied
licuadora	n+f.blender
licuadoras	n+f+pl.blenders
licuó	vt.liquefied
lidera	v.leads
liderando	v.leading
liderar	v.lead
liderazgo	n+m.lead@n+m.leadership
lideró	v.led
lidiar	vi.cope
lido	n+m.lido
lidocaína	n+f.lidocaine
liebre	n+f.hare
liebres	n+f+pl.hares
lieder	n+m+pl.lieder
liendre	n+f.nit
liendres	n+f+pl.nits
lienzo	n+m.canvas
lienzos	n+m+pl.canvases
lifting	n+m.facelift
liga	n+f.garter@n+f.league
liga premier	n+f.premiership
ligado	ad.legato
ligadura	n+f.ligation
ligamento	n+m.ligament
ligamentos	n+m+pl.ligaments
ligando	n+m.ligand
ligandos	n+m+pl.ligands
ligas	n+m+pl.garters@n+f+pl.leagues
ligera	a+f.airy@a+f.light@a+f.lightweight@a+f.lite@a+f.slight
ligeramente	ad.lightly@ad.marginally@ad.mildly@ad.slightly@ad.thinly
ligereza	n+f.lightness
ligero	a.airy@a+m.light@a+m.lightweight@a+m.lite@a+m.slight
lignina	n+f.lignin
lignito	n+m.lignite
ligueros	n+m+pl.suspenders
lijada	a+f.sanded
lijado	a+m.sanded@n+m.sanding
lijadora	n+f.sander
lijando	vt.sanding
lijar	vt.sandpaper
lijó	vt.sanded
lila	n+f.lilac@a.lilac
lilangeni	n+m.lilangeni
lima	n+f.lime
limaduras	n+f+pl.filings
limas	n+f+pl.limes
limbo	n+m.limbo
limerick	n+m.limerick
limita	vt.constrains@v.limits
limitaciones	n+f.limitations
limitación	n+f.limitation
limitada	a+f.limited
limitado	a+m.limited
limitador	n+m.limiter
limitando	v.limiting
limitante	a.bounding@a+m.limiting@a+f.limiting
limitar	vt.cramp@v.limit
limo	n+m.ooze@n+m.silt@n+m.slime
limonada	n+f.lemonade
limones	n+m+pl.lemons
limones verdes	n+m+pl.limes
limosa	a+f.silty
limosna	n+f.handout
limosnas	n+f+pl.alms@n+f+pl.handouts
limoso	a+m.silty
limpia	a+f.clean@vt.cleans@vt.wipes
limpiada	a+f.cleaned@a+f.cleansed@a+f.wiped
limpiado	a+m.cleaned@a+m.cleansed@a+m.wiped
limpiador	n+m.cleaner@n+m.cleanser@a+m.cleansing
limpiadora	n+f.cleaner@a+f.cleansing
limpiadores	n+m.cleaners@n+m+pl.cleansers
limpiamente	ad.cleanly
limpiando	v.cleaning@vt.wiping
limpiaparabrisas	n+m.wiper@n+m+pl.wipers
limpiar	v.clean@vt.cleanse@v.clear@vt.wipe
limpiar con esponja	vt.sponge
limpieza	n+f.cleaning@n+f.cleanliness@n+f.cleansing@n+f.cleanup@n+f.housekeeping@n+f.wipe
limpiezas	n+f+pl.cleanups
limpiezas faciales	n+f.facials
limpio	a+m.clean@a.cleanly
limpió	vt.cleansed@vt.wiped
limusina	n+f.limo@n+f.limousine
limusinas	n+f+pl.limos@n+f.limousines
limítrofe	a.bordering@a.borderline
limón	n+m.lemon
linaje	n+m.bloodline@n+m.lineage@n+m.parentage
linajes	n+m+pl.ancestries@n+m+pl.bloodlines@n+m+pl.lineages
linaza	n+f.flaxseed
lince	n+m.lynx
lince rojo	n+m.bobcat
linces rojos	n+m+pl.bobcats
linchamiento	n+m.lynching
linchando	vt.lynching
linchar	vt.lynch
linda	a+f.cute@n+f.cutie
lindando	vi.bordering
lindo	a+m.cute@n+m.cutie
lineal	a+m.linear@a+f.linear
linealidad	n+f.linearity
linealizada	a+f.linearized
linealizado	a+m.linearized
linealizó	vt.linearized
linealmente	ad.linearly
linfa	n+f.lymph
linfocito	n+m.lymphocyte
linfocitos	n+m+pl.lymphocytes
linfoide	a+m.lymphoid@a+f.lymphoid
linfoma	n+m.lymphoma
linfomas	n+m+pl.lymphomas
linfática	a+f.lymphatic
linfático	a+m.lymphatic
lingote	n+m.bullion@n+m.ingot@n+m.slug
lingual	a.lingual
lingüista	n+m.linguist
lingüistas	n+m+pl.linguists
lingüística	a+f.linguistic@n+f.linguistics
lingüísticamente	ad.linguistically
lingüístico	a+m.linguistic
liniero	n+m.lineman
lino	n+m.flax@n+m.linen
linotipa	n+f.linotype
linterna	n+f.flashlight@n+f.lantern@n+f.torch
linterna frontal	n+f.headlamp
linternas	n+f+pl.flashlights@n+f+pl.lanterns@n+f+pl.torches
linóleo	n+m.lino@n+m.linoleum
lipasa	n+f.lipase
lipoproteína	n+f.lipoprotein
lipoproteínas	n+f+pl.lipoproteins
liposucción	n+f.liposuction
liquen	n+m.lichen
liquidaciones	n+f+pl.closeouts@n+f+pl.liquidations
liquidación	n+f.clearance@n+f.closeout@n+f.liquidation
liquidada	a+f.liquidated
liquidado	a+m.liquidated
liquidador	n+m.liquidator
liquidadores	n+m+pl.liquidators
liquidar	vt.liquidate
liquidez	n+f.liquidity
liquidó	vt.liquidated
lira	n+f.lira@n+f.lyre
liras	n+f+pl.lire
lirio	n+m.lily
lirios	n+m+pl.lilies
lis	n+f.lis
lisiada	n+f.cripple@a+f.crippled
lisiado	n+m.cripple@a+m.crippled
lisiar	vt.cripple
lisina	n+f.lysine
lisis	n+f.lysis
lisozima	n+f.lysozyme
lista	a+f.brainy@n+f.list@n+f.listing@a+f.ready@n+f.roster
lista corta	n+f.shortlist
lista de casos	n+f.docket
lista de correo	n+f.mailing
lista de reproducción	n+f.playlist
lista de turnos	n+f.rota
lista de verificación	n+f.checklist
lista negra	n+f.blacklist
listada	a+f.listed
listado	a+m.listed@n+m.listing@n+m.printout
listadores	n+m+pl.listers
listados	n+m.listings
listar	v.list
listas	n+f.lists@n+f+pl.rosters
listas de casos	n+m+pl.dockets
listas de reproducción	n+f+pl.playlists
listas de verificación	n+f+pl.checklists
listeria	n+f.listeria
listillo	n+m.wiseguy
listo	a+m.brainy@a+m.ready
listones	n+f+pl.slats
listó	v.listed
listón	n+m.batten
lit.	n+f.lith
litas	n+m.litas
lite	a+m.lite@a+f.lite
litera	n+f.berth@n+f.bunk@n+f.sleeper
literal	a+m.literal@a+f.literal@a+m.verbatim@a+f.verbatim
literales	n+m+pl.literals
literalmente	ad.literally
literaria	a+f.literary
literario	a+m.literary
literas	n+m+pl.berths@n+f+pl.litters
literatura	n+f.literature
litigantes	n+m+pl.litigants
litigio	n+m.litigation
litio	n+m.lithium
litografía	n+f.litho@n+f.lithograph@n+f.lithography
litografías	n+f+pl.lithographs
litográfica	a+f.lithographic
litográfico	a+m.lithographic
litología	n+f.lithology
litoral	n+m.coastline@a.littoral@n+m.littoral@n+m.seaboard
litro	n+m.litre
litros	n+m+pl.litres
lituana	a+f.lithuanian@n+f.lithuanian
lituano	a+m.lithuanian@n+m.lithuanian
liturgia	n+f.liturgy
litúrgica	a+f.liturgical
litúrgico	a+m.liturgical
lixiviación	n+f.leaching
lixiviando	vt.leaching
lixiviar	vt.leach
llaga	n+f.canker@n+f.sore
llagas	n+f+pl.sores
llama	n+f.blaze@v.calls@n+f.flame@n+f.llama
llamada	n+f.call@a+f.called@n+f.calling@a+f.named
llamadas	n+f.calls
llamado	a+m.called@v.hight@a+m.named
llamando	v.calling@vt.hailing
llamando por teléfono	vt.phoning
llamante	n+m.caller@n+f.caller
llamantes	n+m+pl.callers
llamar	v.call@v.phone
llamarada	n+f.flare
llamas	n+f+pl.blazes@n+f+pl.flames@n+f+pl.llamas
llamativa	a+f.arresting@a+f.conspicuous@a+f.flashy@a+f.gaudy@a+f.grabbing@a+f.showy@a+f.snazzy@a+f.striking
llamativo	a.arresting@a.conspicuous@a.flamboyant@a.flashy@a+m.gaudy@a.grabbing@a.jazzy@a+m.showy@a+m.snazzy@a+m.striking
llameando	v.flaming
llameante	a.blazing@a.flaming
llamear	vi.flare
llamó	v.called@vt.rang
llamó por teléfono	vt.phoned
llana	n+f.trowel
llano	n+m.llano
llanta	n+f.rim@n+f.tyre
llantas	n+f+pl.rims
llanto	n+m.cry@n+m.weep
llantén	n+m.plantain
llanura	n+f.flatness@n+f.plain
llanura aluvial	n+f.floodplain
llanuras	n+f.plains@n+f+pl.prairies
llanuras aluviales	n+f+pl.floodplains
llave	n+f.faucet@n+f.key
llave en mano	a.turnkey
llave inglesa	n+f.spanner@n+f.wrench
llavero	n+m.fob@n+m.keyring
llaves	n+f+pl.braces@n+f+pl.faucets@n+f.keys
llaves inglesas	n+f+pl.wrenches
llega	vi.arrives
llegada	n+f.arr@n+f.arrival
llegada a tierra	n+f.landfall
llegadas	n+f.arrivals
llegados	n+m+pl.comers
llegando	v.arriving
llegar	vi.arrive
llegó	v.arrived
llena	a+f.filled@vt.fills@a+f.full@a+f.packed
llena de basura	a+f.littered
llena de juncos	a+f.reedy
llena de suspenso	a+f.suspenseful
llenando	v.filling
llenar	v.fill
lleno	a+m.filled@a+m.full@a+m.packed
lleno de acontecimientos	a.eventful
lleno de baches	a+m.bumpy
lleno de basura	a+m.littered
lleno de bultos	a.lumpy
lleno de juncos	a+m.reedy
lleno de piojos	a.lousy
lleno de suspenso	a+m.suspenseful
llenura	n+f.fullness
llenó	v.filled
lleva	vt.carries
lleva puesto	vt.wears
llevada	a+f.carried
llevado	a+m.carried
llevando	v.carrying@vt.toting
llevando puesto	v.wearing
llevar	v.carry@v.take@v.wear
llevar a la quiebra	vt.bankrupt
llevó	v.carried@v.wore
llora	vi.cries@vt.mourns@vi.weeps
llorando	v.crying@v.mourning@vi.weeping
llorar	vi.cry@vt.mourn@vi.weep
llorosa	a+f.weeping
lloroso	a.weeping
lloró	v.cried@vt.mourned@vi.wept
llorón profesional	n+m.keener
llover	v.rain
lloviendo	vi.raining
llovizna	n+f.drizzle
lloviznar	vi.drizzle
llovió	vi.rained
llueve	vi.rains
llueve a cántaros	vi.pours
lluvia	n+f.rain@n+f.rainfall
lluvia de ideas	n+f.brainstorm@n+f.brainstorming
lluvia radiactiva	n+f.fallout
lluvias	n+f+pl.rains
lluviosa	a+f.rainy
lluvioso	a+m.rainy
lo	pron+m.him
lo antes posible	ad.asap
lo contrario	n+m.converse
lo esencial	n+m.essentials
lo mismo	n+m.ditto
lo más lejos	ad.farthest
lo más pronto posible	ad.soonest
lo máximo	n+m.utmost
lo oculto	n+m.occult
lo paranormal	n+m.paranormal
lo que sea	pron.whatever
lo siento	int.sorry
loable	a.commendable@a.creditable@a.laudable
lobby	n+m.lobby
lobo	n+m.lobo@n+m.loup@n+m.wolf
lobos	n+m+pl.wolves
loca	a+f.bonkers@a+f.crazy@a+f.fou@a+f.insane@a+f.loco@a+f.loony@a+f.mad@a+f.nuts
local	a+m.local@a+f.local
locales	n+m+pl.locales@n+m+pl.locals
localidad	n+f.locality
localidades	n+f+pl.localities
localiza	vt.locates
localización	n+f.localisation@n+f.localization
localizada	a+f.localised@a+f.localized
localizado	a+m.localised@a+m.localized
localizador	n+m.locator
localizadores	n+m+pl.locators@n+m+pl.pagers
localizando	v.locating
localizar	vt.localize@vt.locate@vt.pinpoint
localmente	ad.locally
locamente	ad.insanely@ad.madly@ad.wildly
loci	n+m+pl.loci
lociones	n+f+pl.lotions
loción	n+f.lotion
loción para después del afeitado	n+f.aftershave
loco	a+m.bonkers@a.crackers@a+m.crazy@a+m.fou@a+m.insane@a+m.loco@n+m.loon@a+m.loony@a.loopy@a+m.mad@n+m.madman@a+m.nuts@n+m.wack
locomoción	n+f.locomotion
locomotora	n+f.loco@n+f.locomotive
locomotoras	n+f+pl.locomotives@n+f+pl.locos
locos	n+m+pl.locos
locuaz	a.chatty@a.talkative
locura	n+f.craze@n+f.craziness@n+f.folly@n+f.insanity@n+f.lunacy@n+f.madness
locuras	n+f+pl.follies
locus	n+m.locus
locutor	n+m.announcer@n+m.broadcaster
locutora	n+f.announcer@n+f.broadcaster
locutoras	n+f+pl.announcers
locutores	n+m+pl.announcers@n+m+pl.broadcasters
lodo	n+m.mud@n+m.sludge@n+m.slurry
lodoso	a.muddy
loft	n+m.loft
lofts	n+m+pl.lofts
logaritmo	n+m.logarithm
logaritmos	n+m+pl.logarithms
logarítmica	a+f.logarithmic
logarítmico	a+m.logarithmic
logias	n+f+pl.lodges
logo	n+m.logo
logos	n+m.logos
logotipo	n+m.logotype
logra	vt.accomplishes@vt.achieves@vt.attains
lograda	a+f.accomplished@a+f.achieved
logrado	a+m.accomplished@a+m.achieved
logrando	vt.accomplishing@v.achieving@vt.attaining
lograr	vt.accomplish@v.achieve
logro	n+m.accomplishment@n+m.achievement@n+m.attainment
logros	n+m+pl.accomplishments@n+m.achievements@n+m+pl.breakthroughs
logró	v.achieved
logística	a+f.logistic@a+f.logistical@n+f.logistics
logístico	a+m.logistic@a+m.logistical
loma	n+f.knoll
lombarda	a+f.lombard
lombardo	n+m.lombard@a.lombard
lomo	n+m.loin@n+m.ridge@n+m.spine@n+m.tenderloin
lomo de caballo	n+m.horseback
lomos	n+m+pl.loins@n+m+pl.ridges
lona	n+f.canvas@n+f.tarp
lona gruesa	n+m.duffel
lonas	n+f+pl.canvases@n+f+pl.tarps
loncha fina	n+f.sliver
lonchera	n+f.lunchbox
londinenses	n+m+pl.londoners
longevidad	n+f.longevity
longitud	n+f.length@n+f.longitude
longitud de onda	n+f.wavelength
longitudes	n+f+pl.lengths
longitudes de onda	n+f+pl.wavelengths
longitudinal	a+m.lengthwise@a+f.lengthwise@a+m.longitudinal@a+f.longitudinal
longitudinalmente	ad.lengthwise
longs	n+m+pl.longs
loran	n+m.loran
lores	n+m.lords
loris	n+m.loris
loro	n+m.parrot
loros	n+m+pl.parrots
los	art+m.les@art+m.los
los años cincuenta	n+m+pl.fifties
los años noventa	n+m+pl.nineties
los años veinte	n+m+pl.twenties
los treinta	n+m+pl.thirties
