reside	vi.cư trú
lynch	n.Lynch@v.treo cổ
lyme	n.Lyme
lyle	n.Lyle
lydia	n.Lydia
lycra	n.Lycra
ideals	n.lý tưởng
theories	n.lý thuyết
theory	n.lý thuyết
tumbler	n.ly thủy tinh
kylix	n.ly rượu Hy Lạp
reasoning	n.lý luận@v.lý luận
vitae	n.lý lịch
clutch	n.ly hợp@v.túm chặt
divorce	n.ly hôn@v.ly hôn
lysis	n.ly giải
rationale	n.lý do
reason	n.lý do
reasons	n.lý do
cassis	n.lý đen
luxor	n.Luxor
luxembourg	n.Luxembourg
lux	n.lux
basin	n.lưu vực@n.chậu
basins	n.lưu vực
catchment	n.lưu vực
archive	n.lưu trữ@v.lưu trữ
archiving	n.lưu trữ@v.lưu trữ
hosting	n.lưu trữ@v.đang lưu trữ
archives	n.lưu trữ
storage	n.lưu trữ
circulation	n.lưu thông@n.tuần hoàn
brimstone	n.lưu huỳnh
sulphur	n.lưu huỳnh
exile	n.lưu đày@v.đày
rheology	n.lưu biến học
luton	n.Luton
luther	n.Luther
views	n.lượt xem@n.quan điểm
windsurfing	n.lướt ván buồm
hits	n.lượt truy cập@v.đánh
surfing	n.lướt sóng@v.lướt
innings	n.lượt đánh
quantum	n.lượng tử@a.lượng tử
quantifier	n.lượng từ
conscience	n.lương tâm
turnout	n.lượng người tham gia
intake	n.lượng nạp@n.sự hấp thụ
precipitation	n.lượng mưa@n.kết tủa
rainfall	n.lượng mưa
pension	n.lương hưu
pensions	n.lương hưu
nets	n.lưới@v.ghi bàn
grille	n.lưới tản nhiệt
reticle	n.lưới ngắm
crescent	n.lưỡi liềm@a.hình lưỡi liềm
blade	n.lưỡi dao@n.lưỡi
blades	n.lưỡi dao
tongue	n.lưỡi
tongues	n.lưỡi
grid	n.lưới
grids	n.lưới
mesh	n.lưới
comb	n.lược@v.chải
combs	n.lược@v.chải
schema	n.lược đồ
backs	n.lưng@v.hỗ trợ
horseback	n.lưng ngựa
camelback	n.lưng lạc đà
luna	n.Luna
lumen	n.lumen
lumens	n.lumen
lulu	n.Lulu
luke	n.Luke
luis	n.Luis
luigi	n.Luigi
ludwig	n.Ludwig
lucy	n.Lucy
lucite	n.lucite
luciferase	n.luciferase
luciano	n.Luciano
lucia	n.Lucia
lucent	n.Lucent
lucas	n.Lucas
lull	n.lúc yên lặng@v.ru ngủ
force	n.lực lượng@v.ép buộc
forces	n.lực lượng@v.ép buộc
workforce	n.lực lượng lao động@n.đội ngũ nhân viên
chloroplast	n.lục lạp
traction	n.lực kéo@n.độ bám
continent	n.lục địa
continents	n.lục địa
lubbock	n.Lubbock
statute	n.luật@n.quy chế
statutes	n.luật@n.quy chế
counsel	n.luật sư@n.lời khuyên@v.khuyên
attorney	n.luật sư
attorneys	n.luật sư
esq	n.luật sư
lawyer	n.luật sư
lawyers	n.luật sư
solicitor	n.luật sư
solicitors	n.luật sư
jurisprudence	n.luật học
law	n.luật
laws	n.luật
thesis	n.luận văn@n.luận án
impeachment	n.luận tội
alternation	n.luân phiên
reincarnation	n.luân hồi
samsara	n.luân hồi
dissertation	n.luận án
theses	n.luận án
fire	n.lửa@v.bắn
asses	n.lừa@n.mông
silk	n.lụa@a.lụa
ages	n.lứa tuổi
satin	n.lụa satin@a.mượt mà
paddy	n.lúa nước
wheat	n.lúa mì
rye	n.lúa mạch đen
barley	n.lúa mạch
trickery	n.lừa lọc
silkscreen	n.lụa in
scam	n.lừa đảo@v.lừa đảo
swindle	n.lừa đảo@v.lừa đảo
phishing	n.lừa đảo qua mạng
con	n.lừa đảo
alternatives	n.lựa chọn thay thế@n.phương án thay thế
choices	n.lựa chọn
selection	n.lựa chọn
selections	n.lựa chọn
humbug	n.lừa bịp
donkey	n.lừa
flood	n.lũ@n.lụt@v.ngập lụt
flooding	n.lũ lụt@v.tràn ngập
floods	n.lũ lụt@v.làm ngập
brigade	n.lữ đoàn
loyola	n.Loyola
lowry	n.Lowry
lowell	n.Lowell
lowe	n.Lowe
loup	n.loup
louisville	n.Louisville
louisiana	n.louisiana
louise	n.Louise
louisa	n.Louisa
louis	n.louis
louie	n.Louie
lou	n.Lou
lothian	n.Lothian
los	n.los
lorraine	n.Lorraine
lori	n.Lori
lorenzo	n.Lorenzo
loren	n.Loren
lopez	n.Lopez
ply	n.lớp@v.vận hành
class	n.lớp@n.giai cấp
grade	n.lớp@n.điểm
tire	n.lốp xe@v.mệt mỏi
tires	n.lốp xe@v.mệt mỏi
tyre	n.lốp xe
tyres	n.lốp xe
thatch	n.lợp tranh
overlay	n.lớp phủ@v.phủ lên
coating	n.lớp phủ@v.phủ
coatings	n.lớp phủ
lamina	n.lớp mỏng
roofing	n.lợp mái@v.lợp mái
lining	n.lớp lót@v.lót
liner	n.lớp lót@n.tàu
underlay	n.lớp lót
classrooms	n.lớp học
subclass	n.lớp con@v.phân lớp con
cuticle	n.lớp biểu bì
classes	n.lớp
layer	n.lớp
layers	n.lớp
feathers	n.lông@v.gắn lông
patriotism	n.lòng yêu nước
feather	n.lông vũ
plume	n.lông vũ
altruism	n.lòng vị tha
allegiance	n.lòng trung thành
loyalty	n.lòng trung thành
compassion	n.lòng trắc ẩn
goodness	n.lòng tốt@int.ôi trời
kindness	n.lòng tốt
trust	n.lòng tin@v.tin tưởng
voiceover	n.lồng tiếng
mercy	n.lòng thương xót
fur	n.lông thú
riverbed	n.lòng sông
benevolence	n.lòng nhân từ
thorax	n.lồng ngực
eyelash	n.lông mi
brow	n.lông mày
magnificence	n.lộng lẫy
courage	n.lòng dũng cảm
fleece	n.lông cừu@v.lột tiền
bristle	n.lông cứng@v.dựng đứng
gratitude	n.lòng biết ơn
palms	n.lòng bàn tay@n.cây cọ
cage	n.lồng
cages	n.lồng
hairs	n.lông
londonderry	n.Londonderry
london	n.london
cans	n.lon@v.đóng hộp
hog	n.lợn@v.chiếm
jumble	n.lộn xộn@v.làm lộn xộn
disarray	n.lộn xộn
snafu	n.lộn xộn
handspring	n.lộn nhào
warthog	n.lợn lòi
pig	n.lợn
pigs	n.lợn
swine	n.lợn
cunts	n.lồn
twat	n.lồn
lon	n.Lon
lolita	n.Lolita
lola	n.Lola
lois	n.Lois
lapse	n.lỗi@v.trôi qua
mistake	n.lỗi@n.sai lầm@v.nhầm lẫn
mistakes	n.lỗi@n.sai lầm
fault	n.lỗi@n.lỗi lầm@n.đứt gãy
bug	n.lỗi@n.con bọ
bugs	n.lỗi@n.con bọ
excuse	n.lời xin lỗi@v.tha lỗi
apologies	n.lời xin lỗi
apology	n.lời xin lỗi
bosh	n.lời vô nghĩa
gibberish	n.lời vô nghĩa
tosh	n.lời vô nghĩa
entrance	n.lối vào@n.cổng vào
doorway	n.lối vào
preface	n.lời tựa@v.viết lời tựa
prophecy	n.lời tiên tri
confession	n.lời thú tội@n.sự thú nhận
confessions	n.lời thú nhận
vows	n.lời thề@v.lời thề
advantages	n.lợi thế@n.ưu điểm
advantage	n.lợi thế
vantage	n.lợi thế
oath	n.lời thề
accolades	n.lời tán dương@n.giải thưởng
lifestyles	n.lối sống
exits	n.lối ra@v.thoát ra
exit	n.lối ra@v.thoát
crossings	n.lối qua
slur	n.lời phỉ báng@v.nói lọng
rants	n.lời phàn nàn@v.phàn nàn
segfault	n.lỗi phân đoạn
foreword	n.lời nói đầu
preamble	n.lời nói đầu
utterance	n.lời nói
profit	n.lợi nhuận
profitability	n.lợi nhuận
profits	n.lợi nhuận
blather	n.lời nhảm@v.nói nhảm
reminder	n.lời nhắc@n.giấy nhắc
reminders	n.lời nhắc nhở
curse	n.lời nguyền@v.nguyền rủa
cuss	n.lời nguyền@v.chửi
blarney	n.lời ngọt ngào
howler	n.lỗi ngớ ngẩn
invitation	n.lời mời@n.thiệp mời
invitations	n.lời mời
advice	n.lời khuyên
advisories	n.lời khuyên
compliment	n.lời khen@v.khen ngợi
praise	n.lời khen@v.khen ngợi
compliments	n.lời khen
kudos	n.lời khen
testimony	n.lời khai@n.chứng từ
invocation	n.lời kêu gọi
benefit	n.lợi ích@v.hưởng lợi
gains	n.lợi ích@v.đạt được@n.tăng
sake	n.lợi ích@n.rượu sake
benefits	n.lợi ích
promise	n.lời hứa@v.hứa
promises	n.lời hứa@v.hứa
boardwalk	n.lối đi gỗ
aisle	n.lối đi
fairway	n.lối đi
passageway	n.lối đi
teachings	n.lời dạy
typo	n.lỗi đánh máy
diatribe	n.lời công kích
testimonials	n.lời chứng thực@n.lời khen
testimonial	n.lời chứng thực
regards	n.lời chào@v.coi như@prep.về
greeting	n.lời chào@v.chào
greetings	n.lời chào
salutation	n.lời chào
plea	n.lời cầu xin
prayers	n.lời cầu nguyện
acknowledgements	n.lời cảm ơn@n.sự thừa nhận
pledge	n.lời cam kết@v.cam kết
lyric	n.lời bài hát@a.trữ tình
lyrics	n.lời bài hát
core	n.lõi
cores	n.lõi
culpa	n.lỗi
error	n.lỗi
errors	n.lỗi
faults	n.lỗi
flaws	n.lỗi
logo	n.logo
logos	n.logo
logotype	n.logo
logic	n.logic
loge	n.lôgia
logan	n.Logan
ulcer	n.loét
ulcers	n.loét
glint	n.lóe sáng@v.lóe sáng
lockheed	n.Lockheed
locke	n.Locke
cyclone	n.lốc xoáy@n.bão xoáy
tornado	n.lốc xoáy
filtration	n.lọc
purification	n.lọc
series	n.loạt
osteoporosis	n.loãng xương
astigmatism	n.loạn thị
neurosis	n.loạn thần kinh
psychosis	n.loạn thần
incest	n.loạn luân
sort	n.loại@v.sắp xếp
sorts	n.loại@v.sắp xếp
type	n.loại@v.gõ
kind	n.loại@a.tử tế
debarment	n.loại trừ
exclusion	n.loại trừ
exclusions	n.loại trừ
mankind	n.loài người
reptiles	n.loài bò sát
elimination	n.loại bỏ
removal	n.loại bỏ
kinds	n.loại
types	n.loại
species	n.loài
speaker	n.loa@n.diễn giả
speakers	n.loa@n.diễn giả
tweeter	n.loa treble
woofer	n.loa trầm
jars	n.lọ@v.gây khó chịu
batch	n.lô@n.mẻ
holes	n.lỗ@n.hố
jar	n.lọ@n.bình
microwave	n.lò vi sóng
microwaves	n.lò vi sóng
vent	n.lỗ thông hơi@v.thông hơi
vents	n.lỗ thông hơi
fireplace	n.lò sưởi
fireplaces	n.lò sưởi
hearth	n.lò sưởi
ingle	n.lò sưởi
reactor	n.lò phản ứng
reactors	n.lò phản ứng
oven	n.lò nướng@n.lò
ovens	n.lò nướng
kiln	n.lò nung
slaughterhouse	n.lò mổ
canker	n.lở loét
cinderella	n.Lọ Lem
anxiety	n.lo lắng@n.sự lo âu
angst	n.lo lắng
trepidation	n.lo lắng
shaker	n.lọ lắc
shakers	n.lọ lắc
vulnerability	n.lỗ hổng@n.tính dễ bị tổn thương
vulnerabilities	n.lỗ hổng
aloe	n.lô hội
crematorium	n.lò hỏa táng
vase	n.lọ hoa
vases	n.lọ hoa
openings	n.lỗ hở@n.vị trí tuyển dụng
shipment	n.lô hàng
shipments	n.lô hàng
brickyard	n.lò gạch
lethargy	n.lờ đờ
outcrop	n.lộ đầu
pore	n.lỗ chân lông
hole	n.lỗ
furnace	n.lò
lloyd	n.Lloyd
lizzie	n.Lizzie
liz	n.Liz
livingston	n.Livingston
liverpool	n.Liverpool
lithuania	n.Lithuania
lithium	n.lithium
litre	n.lít
litres	n.lít
listeria	n.listeria
lister	n.Lister
lisp	n.Lisp@v.nói ngọng
lisbon	n.Lisbon
lisa	n.Lisa
lis	n.LIS
lira	n.lira
lipid	n.lipid@n.chất béo
lipase	n.lipase
lionel	n.Lionel
linux	n.linux
linus	n.Linus
lino	n.lino
linn	n.Linn
soldier	n.lính@n.binh sĩ
soldiers	n.lính@n.binh sĩ
field	n.lĩnh vực@n.cánh đồng
fields	n.lĩnh vực@n.cánh đồng
subfield	n.lĩnh vực phụ
realms	n.lĩnh vực
sector	n.lĩnh vực
mascot	n.linh vật
priest	n.linh mục@n.thầy tu
chaplaincy	n.linh mục
priests	n.linh mục
bobcat	n.linh miêu
lynx	n.linh miêu
spirits	n.linh hồn@n.rượu mạnh
soul	n.linh hồn
souls	n.linh hồn
oryx	n.linh dương oryx
firefighter	n.lính cứu hỏa
firefighters	n.lính cứu hỏa
hyena	n.linh cẩu
sentinel	n.lính canh
hunch	n.linh cảm@v.khom lưng
trooper	n.lính
lindsey	n.Lindsey
lindsay	n.Lindsay
linda	n.Linda
lincolnshire	n.Lincolnshire
lin	n.Lin
limerick	n.Limerick@n.thơ năm câu
lima	n.Lima
lilly	n.Lilly
lillian	n.Lillian
lilangeni	n.lilangeni
lignin	n.lignin
dose	n.liều@n.liều lượng
immunotherapy	n.liệu pháp miễn dịch
aromatherapy	n.liệu pháp hương thơm
therapies	n.liệu pháp
doses	n.liều lượng@v.cho liều
dosage	n.liều lượng
enumeration	n.liệt kê
impotence	n.liệt dương
palsy	n.liệt
continuum	n.liên tục
conjunction	n.liên từ@n.sự kết hợp
coalition	n.liên minh@n.liên hiệp
confederate	n.liên minh@a.liên minh
alliances	n.liên minh
liaison	n.liên lạc
bonding	n.liên kết@v.liên kết
link	n.liên kết@v.liên kết
affiliation	n.liên kết@n.tư cách thành viên
affiliations	n.liên kết@n.chi nhánh
hotlink	n.liên kết nóng
bindings	n.liên kết
linkage	n.liên kết
linkages	n.liên kết
links	n.liên kết
adjoint	n.liên hợp
contacts	n.liên hệ
ventures	n.liên doanh@v.mạo hiểm
federation	n.liên bang@n.liên đoàn
confederation	n.liên bang
cunnilingus	n.liếm âm đạo
scythe	n.liềm
liechtenstein	n.Liechtenstein
lieberman	n.Lieberman
lidocaine	n.lidocaine
schedule	n.lịch trình@v.lên lịch
schedules	n.lịch trình@v.lên lịch
itineraries	n.lịch trình
decorum	n.lịch thiệp
ephemeris	n.lịch thiên văn
politeness	n.lịch sự
hist	n.lịch sử
histories	n.lịch sử
history	n.lịch sử
calendar	n.lịch
calendars	n.lịch
calender	n.lịch
libya	n.Libya
liberia	n.Liberia
libby	n.Libby
liam	n.Liam
ley	n.Ley
lexus	n.Lexus
lexington	n.Lexington
lex	n.Lex
levitt	n.Levitt
leviticus	n.Leviticus
levine	n.Levine
levin	n.Levin
levi	n.Levi
lev	n.Lev
wigwam	n.lều wigwam
igloo	n.lều tuyết
tent	n.lều
tents	n.lều
leu	n.leu
lett	n.Lett
lester	n.Lester
lesotho	n.Lesotho
leslie	n.Leslie
lesley	n.Lesley
lesbos	n.Lesbos
les	n.les
leroy	n.Leroy
leptin	n.leptin
leone	n.Leone
leonardo	n.Leonardo
leonard	n.Leonard
leon	n.Leon
mountaineering	n.leo núi
leo	n.Leo
lenny	n.Lenny
lennon	n.Lennon
command	n.lệnh@v.chỉ huy
warrant	n.lệnh@v.bảo đảm
warrants	n.lệnh@v.bảo đảm
fiat	n.lệnh@n.Fiat
injunction	n.lệnh cấm
behest	n.lệnh
commands	n.lệnh
writ	n.lệnh
lena	n.Lena
wool	n.len@n.lông cừu
boarding	n.lên tàu@v.lên tàu
ferment	n.lên men@v.lên men
worsted	n.len chải kỹ
cashmere	n.len cashmere
landfall	n.lên bờ
condemnation	n.lên án
len	n.Len
lempira	n.lempira
leishmania	n.leishmania
leipzig	n.Leipzig
leigh	n.Leigh
leicestershire	n.Leicestershire
leicester	n.Leicester
lei	n.Lei@n.vòng hoa
lehman	n.Lehman
lego	n.Lego
leeds	n.Leeds
lee	n.lee
lect	n.lect
yaw	n.lệch hướng@v.lệch hướng
lebanon	n.Lebanon@n.Li-băng
lear	n.Lear
leah	n.Leah
leafs	n.Leafs
ceremony	n.lễ@n.nghi lễ
margin	n.lề@n.biên
margins	n.lề@n.biên
passover	n.Lễ Vượt Qua
tribute	n.lễ tưởng niệm@n.sự tri ân
valentine	n.lễ tình nhân
concierge	n.lễ tân
receptionist	n.lễ tân
thanksgiving	n.lễ Tạ ơn
easter	n.Lễ Phục sinh
tuxedo	n.lễ phục
righteousness	n.lẽ phải
celebration	n.lễ kỷ niệm@n.sự ăn mừng
celebrations	n.lễ kỷ niệm
jubilee	n.lễ kỷ niệm
carnival	n.lễ hội@n.hội chợ
fiesta	n.lễ hội@n.Fiesta
gala	n.lễ hội@n.dạ hội
oktoberfest	n.lễ hội bia
fest	n.lễ hội
festival	n.lễ hội
festivals	n.lễ hội
fete	n.lễ hội
curb	n.lề đường@v.kiềm chế
kerb	n.lề đường
layup	n.layup
sampling	n.lấy mẫu@v.lấy mẫu
contagion	n.lây lan
lawson	n.Lawson
lawrence	n.lawrence
laurie	n.Laurie
laurent	n.Laurent
laurence	n.Laurence
lauren	n.Lauren
laura	n.Laura
lauder	n.Lauder
castle	n.lâu đài
castles	n.lâu đài
chateau	n.lâu đài
latvia	n.Latvia
latina	n.latina
latham	n.Latham
slices	n.lát@v.thái lát
slice	n.lát@v.thái
lama	n.lạt ma
paving	n.lát đường@v.lát
rollover	n.lật
laser	n.laser
las	n.las
larson	n.Larson
larsen	n.Larsen
lars	n.Lars
larry	n.Larry
laredo	n.Laredo
lara	n.Lara
lazuli	n.lapis lazuli
stance	n.lập trường
coding	n.lập trình@v.lập trình@n.mã hóa
programming	n.lập trình@v.đang lập trình
programmer	n.lập trình viên
programmers	n.lập trình viên
assemblies	n.lắp ráp@n.hội đồng
assembly	n.lắp ráp@n.hội đồng
budgeting	n.lập ngân sách@v.lập ngân sách
arguments	n.lập luận@n.tranh luận@n.tham số
argumentation	n.lập luận
scheduling	n.lập lịch@v.lập lịch
scintillation	n.lấp lánh
repetition	n.lặp lại
profiling	n.lập hồ sơ@v.lập hồ sơ
prefab	n.lắp ghép sẵn
infill	n.lấp đầy
installations	n.lắp đặt
indexing	n.lập chỉ mục@v.lập chỉ mục
indexation	n.lập chỉ mục
mapping	n.lập bản đồ@v.đang lập bản đồ
iterations	n.lặp
harpoon	n.lao@v.lao
aging	n.lão hóa@v.già đi@a.đang già
laos	n.Lào
lansing	n.Lansing
lanka	n.Lanka
territories	n.lãnh thổ@n.vùng đất
consulate	n.lãnh sự quán
manor	n.lãnh địa@n.dinh thự
leader	n.lãnh đạo
leaders	n.lãnh đạo
leadership	n.lãnh đạo
lords	n.lãnh chúa@n.quý tộc
flax	n.lanh
langley	n.Langley
oblivion	n.lãng quên
wastage	n.lãng phí
hamlet	n.làng nhỏ@n.Hamlet
tomb	n.lăng mộ
prism	n.lăng kính
deposition	n.lắng đọng@n.lời khai
village	n.làng
villages	n.làng
lang	n.Lang
lancaster	n.Lancaster
lancashire	n.Lancashire
whiff	n.làn@v.ngửi
diving	n.lặn@v.lặn
times	n.lần@n.thời đại
propagation	n.lan truyền
ramblings	n.lan man
iteration	n.lần lặp@n.sự lặp lại
carriageway	n.làn đường
lane	n.làn đường
lanes	n.làn đường
crossfire	n.làn đạn chéo
guardrail	n.lan can
scuba	n.lặn
ter	n.lần
lamborghini	n.Lamborghini
lambert	n.Lambert
lambda	n.lambda
lamaze	n.Lamaze
lamar	n.Lamar
lam	n.Lam@v.chạy trốn
gardening	n.làm vườn@n.nghề làm vườn
teamwork	n.làm việc nhóm
nesting	n.làm tổ@v.làm tổ
overtime	n.làm thêm giờ@ad.làm thêm giờ
cleansing	n.làm sạch@v.làm sạch
cleaning	n.làm sạch@v.đang làm sạch
clarification	n.làm rõ
inflation	n.lạm phát
forestry	n.lâm nghiệp
manicures	n.làm móng
modelling	n.làm mẫu@n.mô hình hóa
cooling	n.làm mát@v.làm nguội
refrigeration	n.làm lạnh
enrichment	n.làm giàu
forgery	n.làm giả
abuse	n.lạm dụng@v.lạm dụng
abuses	n.lạm dụng@v.lạm dụng
beautification	n.làm đẹp
parenting	n.làm cha mẹ@n.nuôi dạy con
parenthood	n.làm cha mẹ
lakewood	n.Lakewood
lakeland	n.Lakeland
steering	n.lái@v.lái
hybrid	n.lai@a.lai
motoring	n.lái xe@v.lái xe
hybridization	n.lai giống
crossover	n.lai ghép@a.chéo
hybrids	n.lai
lagos	n.Lagos
lafayette	n.Lafayette
circumvention	n.lách luật
lacey	n.Lacey
optimism	n.lạc quan
camel	n.lạc đà@n.con lạc đà
labrador	n.Labrador
leaf	n.lá@n.trang giấy
mule	n.la@n.dép cao gót
broadleaf	n.lá rộng
ballots	n.lá phiếu@v.bỏ phiếu
ballot	n.lá phiếu
foil	n.lá kim loại@v.ngăn chặn
shields	n.lá chắn@v.che chắn
compass	n.la bàn
la	n.la
kyrgyzstan	n.Kyrgyzstan
kyoto	n.Kyoto
kyle	n.Kyle
kyat	n.kyat
yearbook	n.kỷ yếu
expectations	n.kỳ vọng@n.mong đợi
expectancy	n.kỳ vọng
expectation	n.kỳ vọng
memorabilia	n.kỷ vật@n.đồ lưu niệm
memories	n.ký ức@n.kỷ niệm
dorm	n.ký túc xá
character	n.ký tự@n.nhân vật
characters	n.ký tự@n.nhân vật
char	n.ký tự
chars	n.ký tự
interphase	n.kỳ trung gian
technician	n.kỹ thuật viên
technicians	n.kỹ thuật viên
techs	n.kỹ thuật viên
eng	n.kỹ thuật
engineering	n.kỹ thuật
technic	n.kỹ thuật
technique	n.kỹ thuật
techniques	n.kỹ thuật
examinations	n.kỳ thi@n.khám
exams	n.kỳ thi@n.bài kiểm tra
examen	n.kỳ thi
engineers	n.kỹ sư
parasite	n.ký sinh trùng
parasites	n.ký sinh trùng
jockey	n.kỵ sĩ@v.tranh giành
escrow	n.ký quỹ@v.ký quỹ
wonders	n.kỳ quan@v.tự hỏi
centennial	n.kỷ niệm trăm năm@a.trăm năm
anniversaries	n.kỷ niệm
anniversary	n.kỷ niệm
epoch	n.kỷ nguyên
era	n.kỷ nguyên
getaways	n.kỳ nghỉ@n.nơi trốn thoát
holiday	n.kỳ nghỉ
holidays	n.kỳ nghỉ
vacation	n.kỳ nghỉ
vacations	n.kỳ nghỉ
skill	n.kỹ năng
skills	n.kỹ năng
discipline	n.kỷ luật@v.kỷ luật@n.môn học
disciplines	n.kỷ luật@n.môn học
unicorn	n.kỳ lân
strangeness	n.kỳ lạ
symbols	n.ký hiệu@n.biểu tượng
semiotics	n.ký hiệu học
notation	n.ký hiệu
dragoon	n.kỵ binh@v.ép buộc
cavalry	n.kỵ binh
kwh	n.KWH
kwanza	n.kwanza
kuwait	n.Kuwait
kurt	n.Kurt
krypton	n.krypton
kruger	n.Kruger
kroon	n.kroon
krone	n.krone
krona	n.krona
kristina	n.Kristina
kristin	n.Kristin
kristen	n.Kristen
krishna	n.Krishna
kris	n.Kris
kramer	n.Kramer
kraft	n.Kraft
kosovo	n.Kosovo
kos	n.Kos
koruna	n.koruna
kong	n.kong
kola	n.kola
kodak	n.Kodak
koch	n.Koch
kobe	n.Kobe
knoxville	n.Knoxville
knox	n.Knox
knowles	n.Knowles
kph	n.km/h
klein	n.Klein
klaus	n.Klaus
kiwi	n.kiwi
kirsten	n.Kirsten
kirkland	n.Kirkland
kirk	n.Kirk
kiribati	n.Kiribati
kirby	n.Kirby
timeliness	n.kịp thời
detonator	n.kíp nổ
glasses	n.kính@n.ly
meridian	n.kinh tuyến@n.Meridian
telescope	n.kính thiên văn
telescopes	n.kính thiên văn
scriptures	n.kinh thánh@n.kinh văn
bibl	n.kinh thánh
bible	n.kinh thánh
bibles	n.kinh thánh
scripture	n.kinh thánh
economics	n.kinh tế học
econ	n.kinh tế
economy	n.kinh tế
sunglasses	n.kính râm@n.kính mát
polarizer	n.kính phân cực
experience	n.kinh nghiệm@v.trải nghiệm
exp	n.kinh nghiệm
eyeglasses	n.kính mắt
quran	n.Kinh Koran
horrors	n.kinh hoàng
sem	n.kính hiển vi điện tử quét
microscope	n.kính hiển vi
microscopy	n.kính hiển vi
business	n.kinh doanh@n.công ty
biz	n.kinh doanh
longitude	n.kinh độ
horror	n.kinh dị@n.sự kinh hoàng
windscreen	n.kính chắn gió
windshield	n.kính chắn gió
litany	n.kinh cầu
goggles	n.kính bảo hộ
glazing	n.kính
sutra	n.kinh
kingston	n.Kingston
kingsley	n.Kingsley
kinase	n.kinase
kimberly	n.Kimberly
kimberley	n.Kimberley
glitter	n.kim tuyến@vi.lấp lánh
tinsel	n.kim tuyến
pyramid	n.kim tự tháp
metal	n.kim loại
metals	n.kim loại
diamond	n.kim cương
diamonds	n.kim cương
staples	n.kim bấm@v.ghim
forceps	n.kìm
plier	n.kìm
