the	art.—
propagating	v.প্রচার করছে@v.বিস্তার করছে
sacraments	n+m.ধর্মীয় অনুষ্ঠান@n+m.স্যাক্রামেন্ট
layman	n+m.সাধারণ মানুষ@n+m.অবিশেষজ্ঞ
consortia	n+m.সংঘ@n+m.কনসোর্টিয়াম
asimov	n+m.আসিমভ
bungee	n+m.বাঞ্জি@n+f.ইলাস্টিক দড়ি
vellum	n+m.ভেলাম@n+m.চর্মপত্র
hokkaido	n+m.হোক্কাইডো
ignatius	n+m.ইগনেশিয়াস
alternates	v.বিকল্প হয়@n+m.বিকল্প ব্যক্তি
emperors	n+m.সম্রাট
configures	v.কনফিগার করে@v.সাজায়
multilevel	a.বহুস্তরবিশিষ্ট@a.মাল্টিলেভেল
renoir	n+m.রেনোয়া
stalks	n+m.ডাঁটা@v.গোপনে অনুসরণ করে
stanza	n+f.স্তবক@n+m.পঙক্তি
mucus	n+m.শ্লেষ্মা@n+m.সর্দি
suspenders	n+m.সাসপেন্ডার@n+m.প্যান্ট ধরে রাখার ফিতা
morons	n+m.নির্বোধ@n+m.বোকা
dismantle	vt.বিচ্ছিন্ন করা@vt.খুলে ফেলা
terminations	n+f.সমাপ্তি@n+m.অবসান
novices	n+m.নবীন@n+m.শিক্ষানবিশ
grasped	v.আঁকড়ে ধরল@v.বুঝতে পারল
pharos	n+m.বাতিঘর@n+m.ফ্যারোস
bequest	n+m.উইলকৃত সম্পত্তি@n+f.দান
beggars	n+m.ভিক্ষুক@n+m.ফকির
eavesdropping	n+m.আড়ি পাতা@v.গোপনে শোনা
redeemer	n+m.মুক্তিদাতা@n+m.উদ্ধারকর্তা
numerator	n+m.লব@n+m.অংশক
florin	n+m.ফ্লোরিন@n+f.একধরনের মুদ্রা
quixote	n+m.কুইক্সোট
resurgence	n+f.পুনরুত্থান@n+m.পুনরুজ্জীবন
chaise	n+f.শেজ@n+f.লম্বা চেয়ার
paternal	a.পৈতৃক@a.পিতৃসম
dey	n+m.দেয়
metastases	n+f.মেটাস্ট্যাসিস@n+f.ক্যান্সার ছড়িয়ে পড়া
gino	n+m.জিনো
rained	v.বৃষ্টি হল@v.ঝরে পড়ল
timings	n+m.সময় নির্ধারণ@n+f.সময়সূচি
merges	v.মিশে যায়@v.একীভূত হয়
indigent	a.দরিদ্র@n+m.নিঃস্ব ব্যক্তি
trellis	n+m.জাফরি@n+f.ঝাঁঝরি
jeopardize	vt.বিপন্ন করা@vt.ঝুঁকিতে ফেলা
loews	n+m.লোউস
screenwriting	n+m.চিত্রনাট্য রচনা
koa	n+m.কোয়া@n+m.একধরনের গাছ
mobilized	v.সংগ্রহ করল@v.জমায়েত করল
canaveral	n+m.ক্যানাভেরাল
mythic	a.পৌরাণিক@a.কিংবদন্তিমূলক
crystallization	n+f.কেলাসন@n+f.স্ফটিকীকরণ
someplace	ad.কোথাও@n+m.কোনো জায়গায়
marries	v.বিয়ে করে
echoing	v.প্রতিধ্বনিত হচ্ছে@a.প্রতিধ্বনিত
antibacterial	a.জীবাণুনাশক@a.ব্যাকটেরিয়ারোধী
extremism	n+m.চরমপন্থা@n+m.উগ্রবাদ
edgy	a.ধারালো@a.উদ্বিগ্ন@a.অগ্রসর
fluctuate	vi.ওঠানামা করা@vi.অস্থির হওয়া
tasked	v.কাজ দেওয়া হল@a.দায়িত্বপ্রাপ্ত
nagpur	n+m.নাগপুর
flips	v.উল্টায়@n+m.ডিগবাজি
chaney	n+m.চেনি
recitation	n+f.আবৃত্তি@n+m.মুখস্থ বলা
macrophage	n+m.ম্যাক্রোফেজ@n+m.ভক্ষক কোষ
aptly	ad.যথাযথভাবে@ad.উপযুক্তভাবে
alleviation	n+f.উপশম@n+f.লাঘব
liege	n+m.লিয়েজ@n+m.প্রভু
remittances	n+f.রেমিট্যান্স@n+m.প্রেরিত অর্থ
useable	a.ব্যবহারযোগ্য@a.কাজে লাগার মতো
romances	n+f.রোমান্স@n+m.প্রেম কাহিনি
nieces	n+f.ভাইঝি@n+f.বোনঝি
saipan	n+m.সাইপান
characterizes	v.বৈশিষ্ট্যযুক্ত করে@v.চিহ্নিত করে
jellyfish	n+m.জেলিফিশ@n+f.জেলিমাছ
reissued	v.পুনরায় প্রকাশ করল@a.পুনঃইস্যুকৃত
papyrus	n+m.প্যাপিরাস@n+m.নল খাগড়া
wiggles	v.নড়াচড়া করে@n+m.কাঁপুনি
synths	n+m.সিন্থেসাইজার
fop	n+m.বাবু@n+m.সাজপোশাকে মত্ত ব্যক্তি
rubbermaid	n+m.রাবারমেইড
candlestick	n+m.মোমদানি@n+m.মোমবাতির ধারক
ayer	n+m.আয়ার
incumbents	n+m.বর্তমান পদাধিকারী@n+m.ইনকাম্বেন্ট
vern	n+m.ভার্ন
writable	a.লেখার যোগ্য@a.রাইটেবল
reflectance	n+f.প্রতিফলন ক্ষমতা
circling	v.বৃত্তাকারে ঘুরছে@n+m.প্রদক্ষিণ
hellas	n+m.হেলাস@n+f.গ্রিস
sheik	n+m.শেখ@n+m.আরব প্রধান
pints	n+m.পাইন্ট@n+f.পরিমাপ একক
chiba	n+m.চিবা
selena	n+f.সেলেনা
olmsted	n+m.ওলমস্টেড
realignment	n+m.পুনর্বিন্যাস@n+f.পুনঃসারিবদ্ধকরণ
girdle	n+m.কোমরবন্ধ@n+f.কোরসেট
siamese	a.সিয়ামীয়@n+m.থাই
undermines	v.ক্ষতিসাধন করে@v.দুর্বল করে
veiled	a.আবৃত@a.গোপন
defibrillators	n+m.ডিফিব্রিলেটর@n+m.হৃদযন্ত্র পুনরুদ্ধার যন্ত্র
blotting	v.মুছছে@n+m.শোষণ
certs	n+m.সার্টিফিকেট@n+m.নিশ্চিত বিষয়
intimates	n+m.অন্তরঙ্গ বন্ধু@v.ইঙ্গিত করে
aarhus	n+m.আরহুস
supercomputer	n+m.সুপারকম্পিউটার
eruptions	n+f.অগ্ন্যুৎপাত@n+m.বিস্ফোরণ
javelin	n+m.বর্শা@n+m.জ্যাভেলিন
bouncer	n+m.বাউন্সার@n+m.দ্বাররক্ষী
phenol	n+m.ফেনল@n+m.কার্বলিক অ্যাসিড
jigs	n+m.জিগ@n+f.নাচের ধরন@v.লাফাচ্ছে
lifetimes	n+m.জীবনকাল@n+f.আজীবন সময়
grundy	n+m.গ্রান্ডি
stares	v.তাকিয়ে থাকে@n+m.স্থির দৃষ্টি
eastward	ad.পূর্বদিকে@a.পূর্বমুখী
histamine	n+m.হিস্টামিন
byline	n+m.বাইলাইন@n+f.লেখকের নাম
bedlam	n+m.হুলস্থূল@n+f.বিশৃঙ্খলা
tecumseh	n+m.টেকামসে
yon	a.ঐ দূরের@ad.ওখানে
entree	n+m.প্রবেশ@n+f.মূল খাবার
synergistic	a.সমন্বয়মূলক@a.সিনার্জিস্টিক
desist	vi.বিরত হওয়া@vi.ক্ষান্ত দেওয়া
grasshopper	n+m.ঘাসফড়িং@n+m.ফড়িং
rheumatic	a.বাতজনিত@a.বাত সম্পর্কিত
tillman	n+m.টিলম্যান
autobiographical	a.আত্মজীবনীমূলক
piety	n+f.ধর্মনিষ্ঠা@n+f.ভক্তি
embody	vt.মূর্ত করা@vt.অন্তর্ভুক্ত করা
petites	n+f.ছোট আকৃতির নারী@a.খাটো
gris	a.ধূসর@n+m.গ্রিস
crawled	v.হামাগুড়ি দিল@v.বেয়ে গেল
handball	n+m.হ্যান্ডবল
shandong	n+m.শানডং
stylized	a.রীতিবদ্ধ@a.শৈলীকৃত
lenoir	n+m.লেনোয়ার
manitou	n+m.মানিটু@n+m.আত্মা
soiled	a.নোংরা@v.ময়লা করল
goofs	n+m.ভুল@v.ভুল করে
connors	n+m.কনরস
froze	v.জমে গেল@v.স্থির হয়ে গেল
ripon	n+m.রিপন
superfluous	a.অতিরিক্ত@a.অপ্রয়োজনীয়
plexus	n+m.প্লেক্সাস@n+m.স্নায়ুজাল
systolic	a.সিস্টোলিক@a.হৃদ সংকোচন সম্পর্কিত
unreachable	a.অনধিগম্য@a.পৌঁছানো যায় না এমন
disarm	vt.নিরস্ত্র করা@vt.শান্ত করা
sot	n+m.মাতাল@n+m.পাঁড় মদ্যপায়ী
tacit	a.অব্যক্ত@a.নিঃশব্দ সম্মতি
modernist	n+m.আধুনিকতাবাদী@a.আধুনিক ঘরানার
waring	n+m.ওয়ারিং
chansons	n+f.ফরাসি গান@n+m.শাঁসোঁ
parenthesis	n+f.বন্ধনী@n+m.প্রথম বন্ধনী
reorganized	v.পুনর্গঠন করল@a.পুনর্বিন্যস্ত
daybreak	n+m.ভোর@n+f.প্রত্যুষ
rallied	v.একত্রিত হল@v.সমাবেশ করল
janie	n+f.জেনি
quakers	n+m.কোয়েকার@n+m.খ্রিস্টান সম্প্রদায়
pentecost	n+m.পেন্টেকস্ট@n+m.খ্রিস্টীয় উৎসব
weathering	n+m.আবহবিকার@v.সহ্য করছে
totalitarian	a.সর্বগ্রাসী@a.একনায়কতান্ত্রিক
putters	n+m.পাটার@v.অলসভাবে কাটায়
interrelated	a.পারস্পরিক সম্পর্কযুক্ত
beulah	n+f.বিউলা
southbound	a.দক্ষিণমুখী@a.দক্ষিণগামী
unveiling	v.উন্মোচন করছে@n+m.উদ্বোধন
cronin	n+m.ক্রোনিন
burg	n+m.শহর@n+f.নগরী
astray	ad.পথভ্রষ্ট@a.বিপথগামী
blisters	n+f.ফোসকা@v.ফোসকা পড়ে
patios	n+m.উঠান@n+m.প্যাটিও
infirmary	n+f.চিকিৎসালয়@n+m.হাসপাতাল
firebox	n+m.চুল্লি@n+m.আগুনের বাক্স
synopses	n+f.সারসংক্ষেপ@n+m.সংক্ষিপ্তসার
hinted	v.ইঙ্গিত দিল@v.আভাস দিল
sanctity	n+f.পবিত্রতা@n+f.ধর্মনিষ্ঠা
sadr	n+m.সাদর
tuples	n+m.টাপল@n+m.ক্রমযুগ্ম
gad	vi.ঘুরে বেড়ানো@int.হায়
pedantic	a.পণ্ডিতিপনাযুক্ত@a.অতি সূক্ষ্ম
diarrhoea	n+f.ডায়রিয়া@n+m.পাতলা পায়খানা
sonatas	n+f.সোনাটা@n+f.যন্ত্রসংগীত
barbecues	n+m.বার্বিকিউ@v.আগুনে ভাজা
bullies	n+m.দাদা@v.হুমকি দেয়
notoriously	ad.কুখ্যাতভাবে@ad.বদনামের সাথে
lucius	n+m.লুসিয়াস
deadwood	n+m.শুকনো ডাল@n+m.অকেজো জিনিস
mancini	n+m.ম্যানচিনি
commonsense	n+m.সাধারণ বুদ্ধি@a.সাধারণ জ্ঞানসম্পন্ন
caustic	a.ক্ষয়কারী@a.তীক্ষ্ণ বিদ্রুপাত্মক
rook	n+m.নৌকা@n+m.দাবার ঘুঁটি@n+f.কাক
gleaming	a.ঝকঝকে@v.চকচক করছে
dominoes	n+m.ডমিনো@n+m.ডমিনো খেলা
violators	n+m.লঙ্ঘনকারী@n+m.অপরাধী
phrasebook	n+m.বাক্যসংগ্রহ@n+m.ফ্রেজবুক
reconfiguration	n+f.পুনর্বিন্যাস@n+f.রিকনফিগারেশন
parochial	a.গির্জা সম্পর্কিত@a.সংকীর্ণ মানসিকতার
bertie	n+m.বার্টি
sledding	n+m.স্লেজ চালানো@v.স্লেজে যাওয়া
lakefront	n+m.হ্রদতীর@a.হ্রদের সামনে
excision	n+f.ছেদন@n+m.অপসারণ
traceability	n+f.ট্রেসেবিলিটি@n+f.সনাক্তযোগ্যতা
yangon	n+m.ইয়াঙ্গুন
lemony	a.লেবুর স্বাদযুক্ত@a.লেবুর মতো
