a	art+m.un@art+f.una
haystack	n+m.pajar@n+m.almiar
hayward	n+m.Hayward
haywood	n+m.Haywood
hazard	n+m.peligro@n+m.riesgo
hazardous	a+m.peligroso@a+f.peligrosa
hazards	n+m.peligros@n+m.riesgos
haze	n+f.neblina@n+f.bruma
hazel	n+m.avellano@n+f.Hazel
hazelnut	n+f.avellana
hazing	n+f.novatada
hazmat	n+m.materiales peligrosos
hazy	a+m.brumoso@a+f.brumosa@a.borroso
he	pron+m.él
head	n+f.cabeza@n+m.jefe
headache	n+m.dolor de cabeza
headaches	n+m+pl.dolores de cabeza
headband	n+f.cinta para la cabeza@n+f.diadema
headbands	n+f+pl.diademas@n+f+pl.cintas para la cabeza
headboard	n+m.cabecero
headboards	n+m+pl.cabeceros
headcount	n+m.recuento de personal
headed	a+m.dirigido@a+f.dirigida
header	n+m.encabezado
headers	n+m.encabezados
headgear	n+m.tocado@n+m.casco
headhunter	n+m.cazatalentos
headhunters	n+m+pl.cazatalentos
heading	n+m.encabezado@n+f.dirección@v.dirigiéndose
headings	n+m+pl.encabezados
headlamp	n+m.faro@n+f.linterna frontal
headlamps	n+m+pl.faros
headland	n+m.promontorio@n+m.cabo
headless	a.sin cabeza@a.acéfalo
headlight	n+m.faro
headlights	n+m+pl.faros
headline	n+m.titular
headliner	n+m.artista principal@n+m.cabeza de cartel
headliners	n+m+pl.artistas estelares
headlines	n+m.titulares
headlining	vt.encabezando@n+m.encabezamiento
headlong	ad.de cabeza@a.precipitado
headmaster	n+m.director
headphone	n+m.auricular
headphones	n+m.auriculares
headquarter	vt.establecer sede
headquartered	a.con sede en
headquarters	n+f.sede@n+m.cuartel general
headrest	n+m.reposacabezas
headrests	n+m+pl.reposacabezas
headroom	n+m.espacio libre@n+f.altura libre
heads	n+f.cabezas@v.dirige
headset	n+m.auriculares@n+m.casco
headsets	n+m.auriculares
headstone	n+f.lápida
headteacher	n+m.director@n+f.directora
headwaters	n+f+pl.cabeceras
headway	n+m.progreso@n+m.avance
heady	a+m.embriagador@a+f.embriagadora@a+m.impetuoso@a+f.impetuosa
heal	vt.curar@vi.sanar
healed	vt.sanó@a+m.sanado@a+f.sanada
healer	n+m.sanador@n+f.sanadora
healers	n+m+pl.sanadores@n+f+pl.sanadoras
healing	n+f.sanación@v.sanando
heals	vt.cura@vi.sana
health	n+f.salud
healthcare	n+f.atención médica
healthful	a.saludable@a.sano
healthier	a+m.más sano@a+f.más sana
healthiest	a.más saludable
healthy	a+m.saludable@a+f.saludable
heaney	n+m.Heaney
heap	n+m.montón
heaped	a+m.amontonado@a+f.amontonada@vt.amontonó
heaps	n+m+pl.montones@vt.amontona
hear	v.oír@v.escuchar
heard	v.oyó@v.escuchó
hearing	n+f.audiencia@v.oyendo
hearings	n+f.audiencias
hears	vt.oye@vt.escucha
hearsay	n+m.rumor@n+m.testimonio de oídas
hearse	n+m.coche fúnebre
hearst	n+m.Hearst
heart	n+m.corazón
heartache	n+f.angustia@n+m.dolor de corazón
heartbeat	n+m.latido del corazón
heartbeats	n+m+pl.latidos
heartbreak	n+f.angustia@n+m.desamor
heartbreaker	n+m.rompecorazones
heartbreaking	a.desgarrador
heartburn	n+f.acidez estomacal
hearted	a.de corazón
heartfelt	a+m.sincero@a+f.sincera@a.sentido@a+f.sentida
hearth	n+m.hogar@n+f.chimenea
heartily	ad.cordialmente@ad.de todo corazón
heartland	n+m.corazón@n+f.zona central
heartless	a.despiadado@a.sin corazón
hearts	n+m.corazones
heartwarming	a.conmovedor@a.enternecedor
heartwood	n+m.duramen
heartworm	n+m.gusano del corazón@n+f.dirofilaria
hearty	a+m.cordial@a.abundante
heat	n+m.calor@v.calentar
heated	a+m.calentado@a+f.calentada@a+m.acalorado@a+f.acalorada
heater	n+m.calentador
heaters	n+m+pl.calentadores
heath	n+m.brezal@n+m.Heath
heathen	n+m.pagano@n+f.pagana@a+m.pagano@a+f.pagana
heather	n+f.brezo@n+f.Heather
heating	n+f.calefacción@v.calentando
heats	n+m+pl.calores@vt.calienta
heatwave	n+f.ola de calor
heave	vt.alzar@vi.jadear@n+m.tirón
heaven	n+m.cielo@n+m.paraíso
heavenly	a+m.celestial@a+f.celestial
heavens	n+m+pl.cielos
heavier	a.más pesado
heaviest	a.más pesado@a.el más pesado
heavily	ad.pesadamente@ad.mucho
heaving	vt.levantando@vi.jadeando
heavy	a+m.pesado@a+f.pesada
heavyweight	n+m.peso pesado@a.de peso pesado
heavyweights	n+m+pl.pesos pesados
heb	n+m.hebreo
hebert	n+m.Hebert
hebrew	a+m.hebreo@a+f.hebrea@n+m.hebreo
hebrews	n+m+pl.hebreos
hebrides	n+f+pl.Hébridas
hebron	n+m.Hebrón
heck	int.caramba
hectare	n+f.hectárea
hectares	n+f+pl.hectáreas
hectic	a+m.frenético@a+f.frenética@a.agitado@a+f.agitada
hector	n+m.Héctor@vt.intimidar
hedge	n+m.seto@vt.cubrir
hedged	a+m.cubierto@a+f.cubierta@vt.cubrió
hedgehog	n+m.erizo
hedges	n+m+pl.setos@vt.evade
hedging	n+f.cobertura@vt.protegiendo
hedonism	n+m.hedonismo
heed	vt.prestar atención a@n+f.atención
heeded	vt.atendió@vt.escuchó
heel	n+m.talón@n+m.tacón
heeled	a.con tacón
heels	n+m.tacones
heep	n+m.Heep
hefner	n+m.Hefner
heft	n+m.peso@vt.sopesar
hefty	a+m.robusto@a+f.robusta@a.considerable
hegel	n+m.Hegel
hegemony	n+f.hegemonía
heidegger	n+m.Heidegger
heidelberg	n+m.Heidelberg
heidi	n+f.Heidi
heifer	n+f.vaquilla@n+f.novilla
heifers	n+f+pl.vaquillas@n+f+pl.novillas
height	n+f.altura
heighten	vt.intensificar@vt.aumentar
heightened	a+m.intensificado@a+f.intensificada@vt.intensificó
heights	n+f.alturas
heine	n+m.Heine
heineken	n+m.Heineken
heinlein	n+m.Heinlein
heinous	a+m.atroz@a+f.atroz
heinrich	n+m.Heinrich
heinz	n+m.Heinz
heir	n+m.heredero@n+f.heredera
heiress	n+f.heredera
heirloom	n+f.reliquia familiar
heirlooms	n+f+pl.reliquias familiares
heirs	n+m+pl.herederos
heisenberg	n+m.Heisenberg
heisman	n+m.Heisman
heist	n+m.atraco@n+m.robo
hel	n+f.Hel
held	v.sostuvo@a+m.sostenido@a+f.sostenida
helen	n+f.Helen
helena	n+f.Helena
helene	n+f.Helena
helga	n+f.Helga
helical	a.helicoidal
helices	n+f+pl.hélices
helicopter	n+m.helicóptero
helicopters	n+m+pl.helicópteros
helios	n+m.Helios
helium	n+m.helio
helix	n+f.hélice
hell	n+m.infierno
hellas	n+f.Hélade
hellenic	a+m.helénico@a+f.helénica
hellenistic	a+m.helenístico@a+f.helenística
heller	n+m.Heller
hellfire	n+m.fuego infernal
hellish	a+m.infernal@a+f.infernal
hellman	n+m.Hellman
hello	int.hola
hells	n+m+pl.infiernos
helm	n+m.timón@n+m.casco
helmet	n+m.casco
helmets	n+m+pl.cascos
helmholtz	n+m.Helmholtz
helms	n+m.Helms@vt.gobierna
helmut	n+m.Helmut
help	n+f.ayuda@v.ayudar
helped	v.ayudó
helper	n+m.ayudante@n+f.ayudante
helpers	n+m+pl.ayudantes
helpful	a+m.útil@a+f.útil
helpfulness	n+f.amabilidad@n+f.utilidad
helping	v.ayudando
helpless	a.indefenso@a.impotente
helplessly	ad.impotentemente@ad.indefensamente
helplessness	n+f.impotencia@n+m.desamparo
helpline	n+f.línea de ayuda
helps	v.ayuda
helsinki	n+m.Helsinki
hem	n+m.dobladillo@vt.dobladillar
hemingway	n+m.Hemingway
hemisphere	n+m.hemisferio
hemispheres	n+m+pl.hemisferios
hemispheric	a+m.hemisférico@a+f.hemisférica
hemlock	n+f.cicuta
hemmed	vt.dobladilló@a+m.rodeado@a+f.rodeada
hemorrhagic	a+m.hemorrágico@a+f.hemorrágica
hemp	n+m.cáñamo
hen	n+f.gallina
hence	ad.por lo tanto
henceforth	ad.de ahora en adelante@ad.en lo sucesivo
henchmen	n+m+pl.secuaces
henderson	n+m.Henderson
hendrick	n+m.Hendrick
hendricks	n+m.Hendricks
hendrix	n+m.Hendrix
henley	n+m.Henley
henna	n+f.henna@n+f.alheña
hennessy	n+m.Hennessy
henri	n+m.Henri
henrietta	n+f.Henrietta
henrik	n+m.Henrik
henry	n+m.Henry
hens	n+f+pl.gallinas
hensley	n+m.Hensley
henson	n+m.Henson
hep	n+f.hepatitis
heparin	n+f.heparina
hepatic	a+m.hepático@a+f.hepática
hepatitis	n+f.hepatitis
hepatocytes	n+m+pl.hepatocitos
hepburn	n+m.Hepburn
her	pron+f.ella@pron+f.su@pron+f.le
hera	n+f.Hera
herald	n+m.heraldo@vt.anunciar
heralded	vt.anunció@a+m.anunciado@a+f.anunciada
heraldic	a+m.heráldico@a+f.heráldica
heraldry	n+f.heráldica
heralds	n+m+pl.heraldos@vt.anuncia
herb	n+f.hierba@n+m.Herb
herbaceous	a+m.herbáceo@a+f.herbácea
herbal	a+m.herbal@a+f.herbal@a.de hierbas
herbals	n+m+pl.herbolarios
herbarium	n+m.herbario
herbert	n+m.Herbert
herbicide	n+m.herbicida
herbicides	n+m+pl.herbicidas
herbs	n+f.hierbas
hercegovina	n+f.Herzegovina
hercules	n+m.Hércules
herd	n+m.rebaño@n+f.manada
herder	n+m.pastor
herding	vt.pastoreando@n+m.pastoreo
herds	n+f+pl.manadas@n+m+pl.rebaños
here	ad.aquí
hereafter	ad.en lo sucesivo@n+m.más allá
hereby	ad.por la presente
hereditary	a+m.hereditario@a+f.hereditaria
heredity	n+f.herencia
hereford	n+m.Hereford
herefordshire	n+m.Herefordshire
herein	ad.en este documento
hereinafter	ad.en lo sucesivo
hereof	ad.de esto
heres	ad.aquí está
heresy	n+f.herejía
heretic	n+m.hereje
heretical	a+m.herético@a+f.herética
heretics	n+m+pl.herejes
hereto	ad.a esto
heretofore	ad.hasta ahora@ad.hasta entonces
hereunder	ad.a continuación
herewith	ad.adjunto@ad.junto con esto
heriot	n+m.Heriot
heritage	n+m.patrimonio
herm	n+m.herma
herman	n+m.Herman
hermann	n+m.Hermann
hermaphrodite	n+m.hermafrodita@a.hermafrodita
hermeneutics	n+f.hermenéutica
hermes	n+m.Hermes
hermetic	a+m.hermético@a+f.hermética
hermit	n+m.ermitaño@n+f.ermitaña
hermitage	n+f.ermita
hermon	n+m.Hermón
hernandez	n+m.Hernández
herne	n+m.Herne
hernia	n+f.hernia
hero	n+m.héroe@n+f.heroína
herod	n+m.Herodes
herodotus	n+m.Heródoto
heroes	n+m.héroes
heroic	a+m.heroico@a+f.heroica
heroin	n+f.heroína
heroine	n+f.heroína
heroines	n+f+pl.heroínas
heroism	n+m.heroísmo
heron	n+f.garza
herons	n+f+pl.garzas
herpes	n+m.herpes
herr	n+m.Herr@n+m.señor
herrera	n+m.Herrera
herrick	n+m.Herrick
herring	n+m.arenque
herringbone	n+m.espiga@n+f.espina de pez
hers	pron.de ella@pron.suyo
herschel	n+m.Herschel
herself	pron+f.ella misma@pron+f.sí misma
hershey	n+m.Hershey
hertford	n+m.Hertford
hertfordshire	n+m.Hertfordshire
hertz	n+m.hercio@n+m.Hertz
herzegovina	n+f.Herzegovina
hes	pron.él es
hesitant	a.vacilante@a.indeciso@a+f.indecisa
hesitate	vi.dudar@vi.vacilar
hesitated	vi.dudó@vi.vaciló
hesitation	n+f.vacilación@n+f.duda
hess	n+m.Hess
hesse	n+m.Hesse
hessian	n+f.arpillera@a+m.hesiano@a+f.hesiana
hester	n+f.Hester
heston	n+m.Heston
hetero	n+m.hetero@a.hetero
heterogeneity	n+f.heterogeneidad
heterogeneous	a+m.heterogéneo@a+f.heterogénea
heterosexual	a.heterosexual@n+m.heterosexual@n+f.heterosexual
heterozygous	a+m.heterocigoto@a+f.heterocigota
heuristic	a+m.heurístico@a+f.heurística@n+f.heurística
heuristics	n+f.heurística
hew	vt.tallar@vt.cortar
hewitt	n+m.Hewitt
hewlett	n+m.Hewlett
hex	n+m.hexadecimal@a+m.hexadecimal@a+f.hexadecimal
hexadecimal	a.hexadecimal@n+m.hexadecimal
hexagon	n+m.hexágono
hexagonal	a.hexagonal
hexane	n+m.hexano
hey	int.oye@int.eh
heyday	n+m.apogeo
heywood	n+m.Heywood
hezbollah	n+m.Hezbolá
hezekiah	n+m.Ezequías
hgt	n+f.HGT
hialeah	n+m.Hialeah
hiatus	n+m.hiato@n+f.pausa
hiawatha	n+m.Hiawatha
hibernate	vi.hibernar
hibernation	n+f.hibernación
hibernia	n+f.Hibernia
hibernian	a+m.hibernio@a+f.hibernia
hibiscus	n+m.hibisco
hic	int.hip
hiccups	n+m+pl.hipos@vi.tiene hipo
hick	n+m.paleto@n+m.pueblerino
hickey	n+m.chupetón
hickman	n+m.Hickman
hickory	n+m.nogal americano
hicks	n+m.Hicks
hid	vt.escondió
hidalgo	n+m.Hidalgo@n+m.hidalgo
hidden	a+m.oculto@a+f.oculta
hide	v.esconder@n+f.piel
hideaway	n+m.escondite@n+m.refugio
hideous	a+m.horroroso@a+f.horrorosa@a.espantoso
hideout	n+m.escondite@n+f.guarida
hides	vt.esconde@n+f+pl.pieles
hiding	n+m.escondite@v.escondiendo
hie	vi.apresurarse
hierarchical	a+m.jerárquico@a+f.jerárquica
hierarchies	n+f+pl.jerarquías
hierarchy	n+f.jerarquía
higgins	n+m.Higgins
high	a+m.alto@a+f.alta
higher	a+m.más alto@a+f.más alta
highest	a+m.más alto@a+f.más alta
highland	n+f.tierras altas
highlander	n+m.montañés@n+f.montañesa
highlanders	n+m+pl.montañeses
highlands	n+f.tierras altas
highlight	n+m.punto destacado@vt.resaltar
highlighted	a+m.destacado@a+f.destacada
highlighter	n+m.resaltador@n+m.marcador
highlighters	n+m+pl.resaltadores@n+m+pl.marcadores
highlighting	v.destacando@n+m.resaltado
highlights	n+m.destacados@v.destaca
highline	n+f.highline
highly	ad.altamente
highness	n+f.alteza
highpoint	n+m.punto culminante
highs	n+m.máximos
hight	v.llamado
highway	n+f.autopista@n+f.carretera
highways	n+f.autopistas
hijab	n+m.hiyab
hijack	vt.secuestrar@n+m.secuestro
hijacked	vt.secuestró@a+m.secuestrado@a+f.secuestrada
hijacker	n+m.secuestrador@n+f.secuestradora
hijackers	n+m+pl.secuestradores
hijacking	n+m.secuestro@vt.secuestrando
hike	n+f.caminata@vi.caminar
hiked	vt.aumentó@vi.caminó
hiker	n+m.excursionista@n+m.senderista
hikers	n+m+pl.excursionistas@n+m+pl.senderistas
hikes	n+f+pl.caminatas@vt.sube
hiking	n+m.senderismo
hilarious	a+m.hilarante@a+f.hilarante
hilarity	n+f.hilaridad
hilary	n+f.Hilary
hilbert	n+m.Hilbert
hilda	n+f.Hilda
hildebrand	n+m.Hildebrand
hilfiger	n+m.Hilfiger
hill	n+f.colina
hillary	n+f.Hillary
hillbillies	n+m+pl.paletos
hillbilly	n+m.palurdo@a.de montaña
hillel	n+m.Hillel
hilliard	n+m.Hilliard
hillier	a.más montañoso
hillingdon	n+m.Hillingdon
hills	n+f.colinas
hillside	n+f.ladera
hillsides	n+f+pl.laderas
hilltop	n+f.cima@n+f.cumbre
hilly	a+m.montañoso@a+f.montañosa
hilt	n+f.empuñadura@n+m.puño
hilton	n+m.Hilton
him	pron+m.él@pron+m.le@pron+m.lo
himalaya	n+m.Himalaya
himalayan	a+m.himalayo@a+f.himalaya
himalayas	n+m+pl.Himalayas
himself	pron.él mismo@pron.sí mismo
hin	n+m.hin
hind	a.trasero@a+f.trasera@n+f.cierva
hinder	vt.obstaculizar@vt.dificultar
hindered	vt.obstaculizó@a+m.obstaculizado@a+f.obstaculizada
hindering	vt.obstaculizando
hinders	vt.obstaculiza@vt.impide
hindi	n+m.hindi@a+m.hindi@a+f.hindi
hindrance	n+m.obstáculo@n+f.traba
hinds	n+f+pl.ciervas
hindsight	n+f.retrospectiva@n+f.percepción tardía
hindu	a+m.hindú@a+f.hindú@n+m.hindú@n+f.hindú
hinduism	n+m.hinduismo
hindus	n+m+pl.hindúes
hindustan	n+m.Indostán
hines	n+m.Hines
hing	n+m.asafétida
hinge	n+f.bisagra@vi.depender de
hinged	a.con bisagras@a.articulado@a+f.articulada
hinges	n+f+pl.bisagras@vi.depende
hint	n+f.pista@n+m.indicio
hinted	vt.insinuó
hinterland	n+m.interior@n+m.hinterland
hinting	vt.insinuando
hinton	n+m.Hinton
hints	n+f.pistas@n+m.consejos
hip	n+f.cadera@a+m.de moda@a+f.de moda
hiphop	n+m.hip hop
hippie	n+m.hippie@a.hippie
hippies	n+m+pl.hippies
hippo	n+m.hipopótamo
hippocampus	n+m.hipocampo
hippopotamus	n+m.hipopótamo
hippy	n+m.hippie@a.hippie
hips	n+f+pl.caderas
hipster	n+m.hipster@a.hipster
hiram	n+m.Hiram
hire	v.contratar@n+m.alquiler
hired	a+m.contratado@a+f.contratada
hires	vt.contrata@n+f+pl.contrataciones
hiring	n+f.contratación@v.contratando
hiroshima	n+f.Hiroshima
hirsute	a+m.hirsuto@a+f.hirsuta
his	pron+m.su@pron+f.su
hispanic	a+m.hispano@a+f.hispana@n+m.hispano@n+f.hispana
hispanics	n+m+pl.hispanos@n+f+pl.hispanas
hiss	n+m.silbido@vi.silbar
hissing	vi.silbando@n+m.siseo
hist	n+f.historia
histamine	n+f.histamina
histidine	n+f.histidina
histocompatibility	n+f.histocompatibilidad
histogram	n+m.histograma
histograms	n+m+pl.histogramas
histologic	a+m.histológico@a+f.histológica
histological	a+m.histológico@a+f.histológica
histology	n+f.histología
histone	n+f.histona
histopathology	n+f.histopatología
historian	n+m.historiador@n+f.historiadora
historians	n+m+pl.historiadores@n+f+pl.historiadoras
historic	a+m.histórico@a+f.histórica
historical	a+m.histórico@a+f.histórica
historically	ad.históricamente
histories	n+f+pl.historias
historiography	n+f.historiografía
history	n+f.historia
hit	n+m.éxito@n+m.golpe@v.golpear
hitachi	n+m.Hitachi
hitch	n+m.obstáculo@vt.enganchar
hitchcock	n+m.Hitchcock
hitched	vt.enganchó@a+m.enganchado@a+f.enganchada
hitches	n+m+pl.contratiempos@vt.engancha
hitchhiker	n+m.autoestopista@n+f.autoestopista
hitchhikers	n+m+pl.autoestopistas
hither	ad.aquí@ad.acá
hitherto	ad.hasta ahora@ad.hasta entonces
hitler	n+m.Hitler
hits	n+m.éxitos@n+m.golpes@v.golpea
hitter	n+m.bateador@n+f.bateadora
hitters	n+m+pl.bateadores@n+m+pl.golpeadores
hitting	v.golpeando
hive	n+f.colmena
hives	n+f+pl.urticarias@n+f+pl.colmenas
hiya	int.hola
hmm	int.mmm
hmong	n+m.hmong
hoard	n+m.tesoro@vt.acumular
hoarding	n+f.valla publicitaria@n+m.acaparamiento
hoarse	a+m.ronco@a+f.ronca
hoary	a+m.canoso@a+f.canosa@a+m.antiguo@a+f.antigua
hoax	n+m.engaño@n+f.broma
hoaxes	n+m+pl.engaños@n+f+pl.bromas
hob	n+f.placa de cocina@n+m.quemador
hobart	n+m.Hobart
hobbes	n+m.Hobbes
hobbies	n+m.pasatiempos
hobbit	n+m.hobbit
hobbits	n+m+pl.hobbits
hobbs	n+m.Hobbs
hobby	n+m.pasatiempo@n+m.hobby
hobbyist	n+m.aficionado@n+f.aficionada
hobbyists	n+m+pl.aficionados
hobo	n+m.vagabundo
hoboken	n+m.Hoboken
hobs	n+f+pl.placas de cocina@n+m+pl.quemadores
hock	n+m.corvejón@vt.empeñar
hockey	n+m.hockey
hocking	vt.empeñando@n+m.Hocking
hod	n+m.cubo de albañil
hodge	n+m.Hodge
hodges	n+m.Hodges
hodgkin	n+m.Hodgkin
hoe	n+f.azada@vt.azadonar
hoes	n+f+pl.azadas
hoff	n+m.Hoff
hoffman	n+m.Hoffman
hog	n+m.cerdo@vt.acaparar
hogan	n+m.Hogan
hogarth	n+m.Hogarth
hogg	n+m.Hogg
hogs	n+m+pl.cerdos@n+m+pl.puercos
hogtied	a+m.atado@a+f.atada
hogue	n+m.Hogue
hogwarts	n+m.Hogwarts
hoist	vt.izar@n+m.montacargas@n+f.grúa
hoisted	vt.izó@a+m.izado@a+f.izada
hoisting	vt.izando
hoists	n+m+pl.montacargas@vt.iza
hoke	vt.exagerar@n+m.Hoke
hokkaido	n+m.Hokkaido
holcomb	n+m.Holcomb
hold	v.sostener@n+m.control
holdall	n+m.bolso de viaje@n+f.bolsa de deporte
holden	n+m.Holden
holder	n+m.titular@n+m.soporte
holders	n+m.titulares@n+m.portadores
holding	n+f.tenencia@v.sosteniendo
holdings	n+f.participaciones@n+f.posesiones
holds	v.sostiene
hole	n+m.agujero
holed	a+m.agujereado@a+f.agujereada@vt.agujeró
holes	n+m.agujeros
holiday	n+f.vacación@n+m.día festivo
holidays	n+f.vacaciones@n+m.días festivos
holiness	n+f.santidad
holistic	a+m.holístico@a+f.holística
holland	n+f.Holanda
hollander	n+m.holandés@n+m.Hollander
hollands	n+m.Hollands
holler	vi.gritar@n+m.grito
holley	n+m.Holley
hollies	n+m+pl.acebos
hollis	n+m.Hollis
hollow	a+m.hueco@a+f.hueca@n+m.hueco
holloway	n+m.Holloway
holly	n+m.acebo@n+f.Holly
hollywood	n+m.Hollywood
holm	n+m.Holm@n+m.islote
holman	n+m.Holman
holmes	n+m.Holmes
holocaust	n+m.holocausto
holocene	n+m.holoceno@a+m.holoceno@a+f.holocena
hologram	n+m.holograma
holograms	n+m+pl.hologramas
holographic	a+m.holográfico@a+f.holográfica
holomorphic	a+m.holomórfico@a+f.holomórfica
holst	n+m.Holst
holstein	n+m.Holstein
holster	n+f.funda@n+f.pistolera
holsters	n+f+pl.fundas@n+f+pl.pistoleras
holt	n+m.Holt
holy	a+m.santo@a+f.santa
homage	n+m.homenaje
hombre	n+m.hombre
hombres	n+m+pl.hombres
home	n+m.hogar@n+f.casa
homecoming	n+m.regreso al hogar
homegrown	a.de cosecha propia@a.casero@a+f.casera
homeland	n+f.patria
homelands	n+f+pl.patrias@n+f+pl.tierras natales
homeless	a+m.sin hogar@a+f.sin hogar@n+m.indigentes
homelessness	n+f.falta de vivienda@n+m.sinhogarismo
homely	a+m.hogareño@a+f.hogareña@a.sencillo
homemade	a+m.casero@a+f.casera
homemaker	n+m.amo de casa@n+f.ama de casa
homemakers	n+f+pl.amas de casa
homeopathic	a+m.homeopático@a+f.homeopática
homeopathy	n+f.homeopatía
homeostasis	n+f.homeostasis
homeowner	n+m.propietario@n+f.propietaria
homeowners	n+m.propietarios de viviendas
homepage	n+f.página de inicio
homepages	n+f+pl.páginas de inicio
homer	n+m.Homero@n+m.jonrón
homered	vi.bateó un jonrón
homers	n+m+pl.jonrones
homes	n+f.casas@n+m.hogares
homeschool	vt.educar en casa@n+f.educación en casa
homeschooling	n+f.educación en casa
homesick	a.nostálgico@a.con nostalgia
homespun	a+m.casero@a+f.casera@a+m.sencillo@a+f.sencilla
homestead	n+f.hacienda
hometown	n+f.ciudad natal
homeward	ad.hacia casa@a.de regreso
homework	n+f.tarea
homey	a+m.hogareño@a+f.hogareña@a+m.acogedor@a+f.acogedora
homicide	n+m.homicidio
homicides	n+m+pl.homicidios
homie	n+m.compadre@n+m.colega
homies	n+m+pl.amigos@n+m+pl.compañeros
homily	n+f.homilía
homing	a.buscador@a.de retorno
hominid	n+m.homínido
homo	n+m.homo
homogeneity	n+f.homogeneidad
homogeneous	a+m.homogéneo@a+f.homogénea
homologous	a+m.homólogo@a+f.homóloga
homologue	n+m.homólogo
homology	n+f.homología
homomorphism	n+m.homomorfismo
homophobia	n+f.homofobia
homophobic	a+m.homofóbico@a+f.homofóbica
homosexual	a+m.homosexual@a+f.homosexual@n+m.homosexual@n+f.homosexual
homosexuality	n+f.homosexualidad
homosexuals	n+m+pl.homosexuales
homozygous	a+m.homocigoto@a+f.homocigota
hon	n+m.cariño@n+f.hon
honda	n+m.Honda
hondo	a+m.hondo@a+f.honda
honduran	a+m.hondureño@a+f.hondureña@n+m.hondureño
honduras	n+f.Honduras
hone	vt.afilar@vt.perfeccionar
honed	vt.afinó@a+m.afinado@a+f.afinada
honest	a+m.honesto@a+f.honesta
honestly	ad.honestamente
honesty	n+f.honestidad
honey	n+f.miel@n+m.cariño
honeybee	n+f.abeja melífera
honeycomb	n+m.panal
honeydew	n+m.melón verde@n+f.melaza
honeymoon	n+f.luna de miel
honeymooners	n+m+pl.recién casados
honeymoons	n+f+pl.lunas de miel
honeys	n+f+pl.mieles@n+m+pl.cariños
honeysuckle	n+f.madreselva
honeywell	n+m.Honeywell
hong	n+m.Hong
honing	vt.afinando@vt.perfeccionando
honk	n+m.bocinazo@vi.tocar la bocina
honky	n+m.blanco
honolulu	n+m.Honolulu
honor	n+m.honor@v.honrar
honorable	a+m.honorable@a+f.honorable
honorary	a+m.honorario@a+f.honoraria
honour	n+m.honor@vt.honrar
honourable	a.honorable
honoured	a+m.honrado@a+f.honrada@vt.honró
honours	n+m+pl.honores@vt.honra
hons	n+m+pl.honores
hoo	int.hu
hood	n+f.capucha@n+m.capó
hooded	a+m.encapuchado@a+f.encapuchada
hoodie	n+f.sudadera con capucha
hoodies	n+f+pl.sudaderas con capucha
hoods	n+f+pl.capuchas@n+m+pl.capós
hoodwinked	vt.engañó@vt.embaucó
hoof	n+m.casco@n+f.pezuña
hook	n+m.gancho@vt.enganchar
hookah	n+f.cachimba@n+f.pipa de agua
hooked	a+m.enganchado@a+f.enganchada
hooker	n+f.prostituta@n+m.Hooker
hookers	n+f+pl.prostitutas
hooking	vt.enganchando
hooks	n+m+pl.ganchos
hookup	n+f.conexión@n+m.encuentro casual
hookups	n+f+pl.conexiones@n+m+pl.encuentros casuales
hooligans	n+m+pl.hooligans@n+m+pl.gamberros
hoop	n+m.aro
hooper	n+m.Hooper
hoops	n+m+pl.aros
hooray	int.hurra
hoosier	n+m.habitante de Indiana
hoosiers	n+m+pl.habitantes de Indiana
hoot	n+m.ulular@vi.ulular@n+m.bocinazo
hooters	n+f+pl.bocinas@n+m+pl.Hooters
hoots	vi.ulula@n+m+pl.ululatos
hoover	n+m.Hoover@n+f.aspiradora
hooves	n+m+pl.cascos@n+f+pl.pezuñas
hop	n+m.salto@v.saltar
hope	n+f.esperanza@v.esperar
hoped	v.esperó
hopeful	a+m.esperanzado@a+f.esperanzada@n+m.aspirante
hopefully	ad.con suerte@ad.esperamos que
hopefuls	n+m+pl.aspirantes
hopeless	a.desesperado@a+f.desesperada@a.sin esperanza
hopelessly	ad.desesperadamente
hopelessness	n+f.desesperanza
hopes	n+f.esperanzas@vt.espera
hopewell	n+m.Hopewell
hopi	n+m.hopi
hoping	v.esperando
hopkins	n+m.Hopkins
hopped	vi.saltó@vi.brincó
hopper	n+m.tolva@n+m.Hopper
hoppers	n+f+pl.tolvas@n+m+pl.saltadores
hopping	vi.saltando@a.animado@a+f.animada
hops	n+m.lúpulo@vi.salta
hor	n+m.Hor
hora	n+f.hora
horace	n+m.Horacio
horas	n+f+pl.horas
horatio	n+m.Horacio
horde	n+f.horda
hordes	n+f+pl.hordas
horizon	n+m.horizonte
horizons	n+m+pl.horizontes
horizontal	a+m.horizontal@a+f.horizontal
horizontally	ad.horizontalmente
hormonal	a.hormonal
hormone	n+f.hormona
hormones	n+f+pl.hormonas
horn	n+m.cuerno@n+f.bocina
hornblower	n+m.Hornblower
horne	n+m.Horne
horned	a.cornudo@a+f.cornuda@a.con cuernos
hornet	n+m.avispón
hornets	n+m+pl.avispones
horney	n+m.Horney
horns	n+m+pl.cuernos
horny	a+m.cachondo@a+f.cachonda
horoscope	n+m.horóscopo
horoscopes	n+m+pl.horóscopos
horowitz	n+m.Horowitz
horrendous	a+m.horrendo@a+f.horrenda
