the	art.—
pious	a.धर्मपरायण@a.पवित्र
utterance	n+f.उक्ति@n+m.कथन
undeveloped	a.अविकसित
basalt	n+m.बेसाल्ट
undisputed	a.निर्विवाद
distracting	a.विचलित करने वाला@v.ध्यान भटकाना
tonal	a.स्वरीय
urns	n+f.कलश
unfolds	v.खुलता है@v.प्रकट होता है
brocade	n+m.ज़रदोज़ी
ashtray	n+f.राखदानी
seaweed	n+f.समुद्री शैवाल
psychoanalysis	n+m.मनोविश्लेषण
hesitant	a.झिझकने वाला@a.संकोची
poco	ad.थोड़ा
prevails	v.प्रचलित है@v.विजयी होता है
microchip	n+m.माइक्रोचिप
candlelight	n+m.मोमबत्ती की रोशनी
votive	a.मन्नत का@a.संकल्प संबंधी
wafers	n+m.वेफ़र
messina	n+f.मेसिना
kors	n+m.कोर्स
schumann	n+m.शूमान
susquehanna	n+f.सस्क्वेहाना
modulo	prep.मॉड्यूलो
antler	n+m.सींग
tarts	n+f.टार्ट@n+f.छिनाल
cuthbert	n+m.कथबर्ट
nance	n+f.नैन्स
bangladeshi	n+m.बांग्लादेशी@a.बांग्लादेशी
nikolai	n+m.निकोलाई
ludhiana	n+m.लुधियाना
spankings	n+f.पिटाई
babble	v.बड़बड़ाना@n+f.बड़बड़ाहट
pretreatment	n+m.पूर्व उपचार
brittney	n+f.ब्रिटनी
jer	n+m.जेर
pessimistic	a.निराशावादी
niches	n+f.आला@n+m.विशिष्ट स्थान
tianjin	n+m.तियानजिन
winnebago	n+m.विनेबागो
quid	n+m.पाउंड
mcfadden	n+m.मैकफ़ैडन
cadiz	n+m.काडिज़
shortwave	n+f.लघुतरंग@a.शॉर्टवेव
overlooks	v.नज़रअंदाज़ करता है@v.देखता है
diversify	v.विविधता लाना
quaternary	a.चतुर्थक@n+m.चतुर्थ युग
subtracted	v.घटाया
hugging	v.गले लगाना@n+m.आलिंगन
postman	n+m.डाकिया
mcgovern	n+m.मैकगवर्न
olivetti	n+m.ओलिवेटी
hikers	n+m.पदयात्री
vivaldi	n+m.विवाल्डी
overboard	ad.जहाज़ से बाहर
goddesses	n+f.देवियाँ
cuties	n+f.प्यारी चीज़ें
faithless	a.विश्वासघाती@a.बेईमान
regained	v.पुनः प्राप्त किया
coolidge	n+m.कूलिज
ephraim	n+m.इफ्राइम
gilchrist	n+m.गिलक्रिस्ट
preheat	v.पहले से गर्म करना
bernadette	n+f.बर्नाडेट
rookies	n+m.नौसिखिए
foggy	a.धुंधला@a.कोहरेदार
shone	v.चमका
potpourri	n+m.पोटपौरी@n+f.मिश्रण
criticizing	v.आलोचना करना
leafy	a.पत्तेदार@a.हरा-भरा
passionately	ad.जोशीले ढंग से
stroking	v.सहलाना@n+m.सहलाना
uzbek	n+m.उज़्बेक@a.उज़्बेक
signatory	n+m.हस्ताक्षरकर्ता@a.हस्ताक्षरी
energized	v.ऊर्जावान बनाया@a.उत्साहित
matured	v.परिपक्व हुआ@a.परिपक्व
minimums	n+m.न्यूनतम
needlepoint	n+m.सुई का काम
deng	n+m.देंग
ehrlich	n+m.एर्लिच
firefighting	n+m.अग्निशमन
disallow	v.अस्वीकार करना
procured	v.प्राप्त किया
exch	n+m.विनिमय
excellency	n+f.महामहिम
camels	n+m.ऊँट
kilo	n+m.किलो
justifying	v.औचित्य सिद्ध करना
moisturizer	n+m.मॉइस्चराइज़र
remanded	v.वापस भेजा@a.रिमांड पर
shoebox	n+m.जूते का डिब्बा
disagrees	v.असहमत होता है
lowdown	n+m.असली जानकारी@a.नीच
trove	n+m.खज़ाना
eased	v.आसान किया@a.राहत मिली
slay	v.मारना@v.वध करना
deprive	v.वंचित करना
kremlin	n+m.क्रेमलिन
filer	n+m.फ़ाइलर
thea	n+f.थिया
apologetics	n+f.क्षमायाचना विज्ञान
lusty	a.बलवान@a.कामुक
threonine	n+m.थ्रेओनीन
encephalitis	n+f.मस्तिष्क शोथ
virtuoso	n+m.कलाप्रवीण@a.उस्ताद
buzzing	v.भनभनाना@a.गुंजायमान
dauphin	n+m.डॉफ़िन
arias	n+f.एरिया
steed	n+m.घोड़ा
cowley	n+m.काउली
paraffin	n+m.पैराफिन
unites	v.एकजुट करता है
stimulant	n+m.उत्तेजक@a.उत्तेजक
anamorphic	a.एनामॉर्फिक
subspace	n+m.उपसमुच्चय
cleats	n+m.क्लीट
realising	v.समझना@v.महसूस करना
millet	n+m.बाजरा
invert	v.उलटना@n+m.उल्टा करना
pressured	v.दबाव डाला@a.दबाव में
clarifications	n+f.स्पष्टीकरण
zionism	n+m.ज़ायनवाद
vermilion	n+m.सिंदूर@a.सिंदूरी
grinned	v.मुस्कुराया
marche	n+f.मार्चे
disjoint	a.असंयुक्त@v.अलग करना
thelma	n+f.थेल्मा
carats	n+m.कैरेट
hijacked	v.अपहरण किया@a.अपहृत
candice	n+f.कैंडिस
enlightening	a.ज्ञानवर्धक@v.प्रबुद्ध करना
endlessly	ad.अंतहीन रूप से
coworkers	n+m.सहकर्मी
hasty	a.जल्दबाज़@a.हड़बड़ी में
karla	n+f.कार्ला
dexterity	n+f.निपुणता@n+m.कौशल
puzzling	a.हैरान करने वाला@v.चकरा देना
nods	v.सिर हिलाता है@n+m.सिर हिलाना
haifa	n+f.हाइफ़ा
reincarnation	n+m.पुनर्जन्म
budweiser	n+m.बडवाइज़र
heuristics	n+f.अनुमानी विधि
sumatra	n+m.सुमात्रा
tunisian	n+m.ट्यूनीशियाई@a.ट्यूनीशियाई
hologram	n+m.होलोग्राम
nigger	n+m.नीग्रो
scrape	v.खुरचना@n+m.खरोंच
kendrick	n+m.केंड्रिक
refinishing	n+m.पुनर्परिष्करण@v.दोबारा पॉलिश करना
arresting	a.ध्यान आकर्षित करने वाला@v.गिरफ़्तार करना
bewitched	v.मोहित किया@a.जादू का
reloading	v.पुनः लोड करना@n+m.रीलोडिंग
hombre	n+m.आदमी
munch	v.चबाना@n+m.कुतरना
resumption	n+f.पुनरारंभ
irma	n+f.इरमा
intimidated	v.डराया@a.डरा हुआ
bidirectional	a.द्विदिशात्मक
traitor	n+m.गद्दार@n+m.देशद्रोही
clove	n+f.लौंग
illiterate	a.अनपढ़@n+m.निरक्षर
starfish	n+f.तारामछली
kurdistan	n+m.कुर्दिस्तान
widened	v.चौड़ा किया@a.फैला हुआ
heartbreak	n+m.दिल टूटना
preps	v.तैयारी करता है@n+f.तैयारियाँ
bordered	v.सीमा बनाई@a.सीमावर्ती
mallet	n+m.मुगदर
leech	n+f.जोंक@v.चूसना
mylar	n+m.माइलर
giver	n+m.दाता@n+m.देने वाला
discontent	n+m.असंतोष@a.असंतुष्ट
congestive	a.कंजेस्टिव@a.संकुलन संबंधी
schilling	n+m.शिलिंग
battleground	n+m.युद्धभूमि
tectonic	a.विवर्तनिक
equate	v.बराबर करना@v.समान मानना
inflatables	n+m.फुलाने योग्य वस्तुएँ
gaz	n+m.गैस
punishing	a.कठिन@v.दंड देना
seedling	n+m.पौध@n+f.अंकुर
pathologist	n+m.रोगविज्ञानी
dwellers	n+m.निवासी
mouthpiece	n+m.माउथपीस@n+m.प्रवक्ता
fukuoka	n+m.फुकुओका
parr	n+m.पार
ods	n+m.ओडीएस
welles	n+m.वेल्स
nymph	n+f.अप्सरा@n+f.परी
reassuring	a.आश्वस्त करने वाला@v.आश्वस्त करना
gujarati	n+m.गुजराती@a.गुजराती
leno	n+m.लेनो
astor	n+m.एस्टर
sapporo	n+m.सापोरो
predictability	n+f.पूर्वानुमेयता
adenocarcinoma	n+m.एडेनोकार्सिनोमा
myles	n+m.माइल्स
toning	v.स्वर देना@n+m.टोनिंग
gestational	a.गर्भकालीन
snowball	n+m.बर्फ़ का गोला@v.बढ़ता जाना
travelogues	n+m.यात्रावृत्तांत
ecotourism	n+m.पारिस्थितिकी पर्यटन
prematurely	ad.समय से पहले
frail	a.कमज़ोर@a.दुर्बल
adventurer	n+m.साहसी
orthopaedics	n+f.अस्थि चिकित्सा
crayons	n+f.क्रेयॉन
revamped	v.नया रूप दिया@a.नवीनीकृत
irradiated	v.विकिरणित किया@a.विकिरणित
awfully	ad.बहुत ही@ad.भयंकर रूप से
mayflower	n+m.मेफ़्लावर
arched	a.धनुषाकार@v.मेहराब बनाया
curfew	n+m.कर्फ़्यू
hamlin	n+m.हैमलिन
brandeis	n+m.ब्रैंडाइस
enlist	v.भर्ती करना@v.सूचीबद्ध करना
bree	n+f.ब्री
vedic	a.वैदिक
exemplified	v.उदाहरण दिया
stylistic	a.शैलीगत
corneal	a.कॉर्निया संबंधी
profane	a.अपवित्र@v.अपवित्र करना
crusher	n+m.कुचलने वाला
cornelia	n+f.कॉर्नेलिया
romney	n+m.रोमनी
macaroni	n+m.मैकरोनी
electing	v.चुनाव करना
dictation	n+f.श्रुतलेख
swank	a.शानदार@n+m.दिखावा
robber	n+m.डाकू@n+m.लुटेरा
evacuate	v.खाली करना@v.निकासी करना
matisse	n+m.मातिस
conveniences	n+f.सुविधाएँ
proactively	ad.सक्रिय रूप से
mccarty	n+m.मैककार्टी
roving	a.घुमंतू@v.घूमना
drinker	n+m.पीने वाला
softened	v.नरम किया@a.मुलायम
horney	n+m.हॉर्नी
peking	n+m.पेकिंग
progressives	n+m.प्रगतिशील लोग
linger	v.रुकना@v.देर करना
fillet	n+m.फ़िलेट@v.हड्डी निकालना
creationism	n+m.सृष्टिवाद
churn	v.मथना@n+m.मथनी
dork	n+m.बेवकूफ़
nimbus	n+m.निम्बस@n+m.प्रभामंडल
nog	n+m.नॉग
psychosis	n+f.मनोविकृति
smartest	a.सबसे होशियार
firsthand	a.प्रत्यक्ष@ad.सीधे
impart	v.प्रदान करना@v.देना
muted	a.धीमा@v.मंद किया
feats	n+m.करतब
turbidity	n+f.मैलापन
mountable	a.माउंट करने योग्य
concomitant	a.सहवर्ती@n+m.सहगामी
