ABS	n+m.abs
парикмахер	n+m.barber@n+m.hairdresser
парикмахерская	n+f.barbershop
парикмахерское дело	n+f.hairdressing
парикмахеры	n+pl.barbers
парил	v.soared@v.hovered
парировал	v.countered@v.retorted
парит	v.soars
паритет	n+m.par@n+f.parity
паритеты	n+pl.pars
парить	vi.soar@vi.hover@vi.hovering
пария	n+m.pariah
парк	n+m.park
парка	n+f.parka
паркет	n+m.parquet
паркинг	n+m.carpark
парковать	v.park
парковая зона	n+f.parkland
парковка	n+f.parking@n+f.carpark
парковщик	n+m.valet
парламент	n+m.parliament
парламентарий	n+m.parliamentarian
парламентский	a.parliamentary
парламенты	n+pl.parliaments
парлей	n+m.parlay
пармезан	n+m.parmesan
парни	n+m.dudes@n+m.lads@n+m.chaps
парной	a.steamy
парные	n+m.doubles
парный	a.paired
пароварка	n+f.steamer
пароварки	n+pl.steamers
паровоз	n+m.locomotive
паровой	a.steam@a.steamed@a.steaming@a.fallow
паровой каток	n+m.steamroller
пародии	n+pl.parodies
пародировать	vt.parody@vt.spoof@vt.parodies
пародирует	v.spoofs
пародия	n+f.parody@n+f.spoof@n+f.takeoff@n+f.travesty
пародонтальный	a.periodontal
пароль	n+m.password
парольная фраза	n+f.passphrase
паром	n+m.ferry
паромы	n+m.ferries
паротит	n+m.mumps
пароход	n+m.steamboat@n+m.steamer@n+m.steamship
пароходы	n+pl.steamers
парсер	n+m.parser@n+m.scraper
парсинг	n+m.parsing
парсит	v.parses
парсить	vt.parse
партизан	n+m.partisan@n+m.guerrilla@n+m.guerilla
партизанский	a.guerrilla@a.guerilla
партии	n+f.batches
партийность	n+f.partisanship
партийный	a.partisan
партия	n+f.party@n+f.batch
партия груза	n+f.truckload
партия товара	n+f.consignment
партнёр	n+m.partner@n+m.affiliate@n+m.associate
партнёрский	a.partnered
партнёрство	n+n.partnership@n+n.partnering
парты	n+f.desks
парус	n+m.sail
паруса	n+m.sails
парусина	n+f.canvas
парусная лодка	n+f.sailboat
парусный спорт	n+n.sailing@n+n.yachting
парфюм	n+m.perfume@n+m.perfumes
парча	n+f.brocade
парчовый	a.brocade
парша	n+f.mange
паршивый	a.crappy@a.lousy@a.shitty
пары	n+f.mates@n+m.fumes@n+pl.pairings@n+pl.pars
парящий	a.soaring@a.hovering
пасквиль	n+m.lampoon
паслён	n+m.nightshade
пасмурный	a.cloudy@a.overcast@a.sunless
паспорт	n+m.passport
паспорта	n+m.passports
пассаж	n+m.arcade
пассажир	n+m.passenger
пассажирский	a.passenger
пассажиры пригородного транспорта	n+m.commuters
пассатижи	n+f.pliers
пассив	n+m.passive
пассивно	ad.passively
пассивный	a.passive
пасся	v.grazed
паста	n+f.paste@n+f.pasta
пастбища	n+n.pastures@n+m.grasslands@n+m.leas
пастбище	n+n.pasture@n+f.grassland
пастель	n+f.pastel@n+pl.pastels
пастельные тона	n+pl.pastels
пастельный	a.pastel
пасти	vt.herd
пастись	v.graze
пастор	n+m.pastor@n+m.parson
пасторальный	a.pastoral
пасторский дом	n+m.presbytery
пасторы	n+m.pastors
пастух	n+m.shepherd@n+m.wrangler@n+m.herder
пастухи	n+m.shepherds
пастырский	a.pastoral
пасть	n+f.maw
пасующий	n+m.passer
пасха	n+f.pax
пасхальный	a.easter@a.paschal
пасьянс	n+m.solitaire
пася	v.grazing@v.herding
пасёт	vt.herds
пат	n+m.stalemate
патака	n+f.pataca
патент	n+m.patent
патентование	n+n.patenting
патентованный	a.patent
патентуя	v.patenting
патина	n+f.patina
патио	n+n.patio@n+pl.patios
патоген	n+m.pathogen
патогенез	n+m.pathogenesis
патогенность	n+f.pathogenicity
патогенный	a.pathogenic
патогены	n+m.pathogens
патока	n+f.molasses
патолог	n+m.pathologist
патологи	n+pl.pathologists
патологический	a.pathological@a.pathologic
патология	n+f.pathology@n+f.pathol
патологоанатом	n+m.pathologist
патриарх	n+m.patriarch
патриархальный	a.patriarchal
патриархат	n+m.patriarchy
патриот	n+m.patriot
патриотизм	n+m.patriotism
патриотический	a.patriotic
патриоты	n+m.patriots
патрон	n+m.cartridge@n+m.chuck@n+m.patron
патронаж	n+m.patronage
патроны	n+m.ammo
патрули	n+m.patrols
патрулировал	v.patrolled
патрулирование	n+n.patrolling
патрулировать	vt.patrol
патрулируемый	a.patrolled
патрулирует	vt.patrols@v.polices
патрулируя	v.policing@v.patrolling
патруль	n+m.patrol
патт	n+m.putt
паттер	n+m.putter
паттеры	n+pl.putters
паттить	vi.putt
патч	n+m.patch
пауза	n+f.pause@n+f.timeout@n+f.hiatus@n+f.intermission@n+f.pausing
паузы	n+pl.pauses
паук	n+m.spider
пауки	n+m.spiders
пауни	n+m.pawnee
паутина	n+f.web@n+f.gossamer
паутинный	a.webby
паутины	n+f.webs
пафос	n+m.pathos
пах	n+m.crotch@n+m.groin
пахарь	n+m.tiller
пахать	vt.plough
пахнет	vi.smells
пахнуть	vi.smell@vi.smelling@vi.smelled@v.whiff
пахотная земля	n+f.cropland
пахотный	a.arable
пахта	n+f.buttermilk
пациент	n+m.patient@n+m.inmate
пацифизм	n+m.pacifism
пацифист	n+m.pacifist
пацифистский	a.pacifist
пачка	n+f.pack@n+f.wad@n+f.tutu
пачкает	vt.stains@v.blots
пачкать	vt.stain@vt.soiled
пачкая	v.messing
пачули	n+m.patchouli
паша	n+m.pasha
пашня	n+f.arable@n+f.tillage
паштет	n+m.pate
паэлья	n+f.paella
паяние	n+n.soldering
паять	vt.solder
паяя	v.brazing
паёк	n+m.ration
певец	n+m.singer
певица	n+f.singer
певицы	n+f.singers
певцы	n+m.singers
певчая птица	n+m.warbler@n+f.songbird
певчий дрозд	n+m.mavis
педагог	n+m.educator
педагогика	n+f.pedagogy
педагогический	a.pedagogical@a.pedagogic
педали	n+f.pedals
педаль	n+f.pedal
педаль газа	n+f.accelerator
педантичный	a.meticulous@a.pedantic@a.bookish
педиатрический	a.paediatric
педиатрия	n+f.paediatrics
педик	n+m.fag@n+m.faggot@n+m.poof
педикюр	n+m.pedicure
пейджер	n+m.pager@n+m.beeper
пейджеры	n+m.pagers
пейджинг	n+m.paging
пейзаж	n+m.landscape@n+m.scenery@n+m.scape
пейнтбол	n+m.paintball
пейсер	n+m.pacer
пейсеры	n+m.pacers
пейсли	n+m.paisley
пекан	n+m.pecan
пекари	n+m.bakers
пекарни	n+f.bakeries
пекарня	n+f.bakery
пекарь	n+m.baker
пекло	n+n.inferno
пекот	n+m.pequot
пектин	n+m.pectin
пел	v.sang@v.sung
пелагический	a.pelagic
пеламида	n+f.bonito
пелена	n+f.pall
пеликан	n+m.pelican
пелёнка	n+f.diaper
пелёнки	n+f.diapers
пемза	n+f.pumice
пена	n+f.foam@n+f.scum@n+f.froth@n+f.lather
пенальти	n+m.penalty
пенджаби	n+m.punjabi
пенджабский	a.punjabi
пенетрация	n+f.penetration
пение	n+n.singing@n+n.chant@n+n.chanting
пенильный	a.penile
пенис	n+m.penis
пенистый	a.foamy
пенится	v.foams
пениться	vi.foaming@v.froth
пенициллин	n+m.penicillin
пенни	n+m.penny@n+m.pennies
пеннивейт	n+m.dwt
пенный	a.foamy
пенопласт	n+m.styrofoam
пенопластовый	a.foam
пенсионер	n+m.ret@n+m.retiree@n+m.pensioner
пенсионеры	n+m.retirees@n+m.pensioners
пенсионное обеспечение	n+n.superannuation
пенсионные счета	n+m.iras
пенсионный	a.pensionable
пенсия	n+f.retirement@n+f.pension@n+f.superannuation
пенсне	n+n.eyeglass
пенсы	n+m.pence
пентаграмма	n+f.pentagram
пентакль	n+m.pentacle
пентхаус	n+m.penthouse
пень	n+m.stump
пенька	n+f.hemp
пенящийся	a.foaming
пепел	n+m.ash@n+m.ashes@n+m.cinder
пепельница	n+f.ashtray
пепперони	n+f.pepperoni
пептид	n+m.peptide
пептидаза	n+f.peptidase
пептиды	n+m.peptides
пептический	a.peptic
первая	a+f.first
первейший	a.foremost
первенец	n+m.firstborn
первенство	n+n.precedence@n+n.primacy
первичные выборы	n+pl.primaries
первичный	a.primary@a.prime@a.primal@a.primordial
первобытный	a.primitive@a.primal@a.primeval
первое	a+n.first
первозданный	a.pristine@a.primordial
первоклассный	a.primo
первокурсник	n+m.freshman@n+m.fresher@n+m.frosh
первокурсники	n+m.freshmen
первокурсный	a.freshman
первоначально	ad.originally@ad.initially
первоначальный	a.initial
первооткрыватель	n+m.discoverer
первопроходец	n+m.pioneer@n+m.pathfinder@n+m.trailblazer
первопроходцы	n+m.pioneers@n+m.explorers
первородный	a.firstborn
первородство	n+n.birthright
первостепенный	a.paramount@a.overriding
первоцвет	n+m.primrose
первые места	n+pl.firsts
первый	a+m.first@a.maiden
пергамент	n+m.parchment@n+m.vellum
пергола	n+f.pergola
пердеть	vi.fart
пердёж	n+m.fart
переадресация	n+f.forwarding
перебежать	vi.defect
перебил козырем	v.trumped
перебои	n+m.outages@n+f.interruptions
перебор	n+n.overkill
переборка	n+f.bulkhead
перебранка	n+f.altercation@n+f.bickering
перебрасываться	v.bandy
перебросил	v.slung
перевал	n+m.pass
переваренный	a.digested
переваривает	vt.digests
переваривать	vt.digest@vt.digested
переведённый	a.transferred@a.translated@a.transl
перевезённый	v.conveyed
перевернул	v.reversed
перевес	n+m.preponderance
перевесил	v.outweighed
перевешивает	v.outweighs
перевешивать	vt.outweigh
перевод	n+m.transfer@n+m.translation@n+m.translating@n+m.reassignment@n+m.transl
переводимый	a.transferable@n+m.transferee
переводит	v.transfers@vt.translates@vt.interprets
переводить	vt.transfer@vt.translate@vt.remit
переводная картинка	n+f.decal
переводные картинки	n+f.decals
переводчик	n+m.translator@n+m.interpreter
переводчики	n+m.translators@n+m.interpreters
переводя	v.transferring
переводящий	v.translating
перевозил	v.carried
перевозит	vt.carries@vt.transports
перевозить	vt.carry@vt.ferry@vt.convey@vt.hauled
перевозить по воздуху	vt.airlift
перевозка	n+f.transportation@n+f.carrying@n+f.freight@n+f.haul@n+f.conveyance@n+f.hauling@n+f.haulage
перевозчик	n+m.carrier@n+m.transporter@n+m.hauler
переворачивать	vt.flip@vt.flipping@vt.flipped@vt.flips@vt.reverses
переворачивая	v.reversing
переворот	n+m.flip@n+m.coup@n+m.upheaval
переворот через руки	n+m.handspring
перевязка	n+f.ligation
перевязывать	vt.bandage
перевёз	v.transported
перевёл	v.transferred@v.translated@v.remitted
перевёрнутый	a.inverted@a.flipped
перегнал	v.distilled
перегнать	vt.overtake
переговорный	a.negotiating
переговорщик	n+m.negotiator
переговорщики	n+pl.negotiators@n+pl.communicators
переговоры	n+f.negotiation
перегонка	n+f.distillation
перегонные кубы	n+m.stills
перегорание	n+f.burnout
перегородка	n+f.partition@n+f.divider@n+f.baffle@n+f.bulkhead@n+f.septum
перегородки	n+f.partitions@n+m.dividers
перегородочный	a.septal
перегородчатая эмаль	n+f.cloisonne
перегородчатый	a.cloisonne
перегрев	n+m.overheating
перегревая	v.overheating
перегружать	vt.overload@vt.overloaded@vt.overloading@v.overburden
перегруженный	a.overloaded@a.congested
перегрузка	n+f.congestion@n+f.overload@n+f.overloading
