ABA	n.aba
gastroenterite	n+f.gastroenteritis
gastroenterologia	n+f.gastroenterology
gastrointestinal	a.gastrointestinal
gastronomia	n+f.catering@n+f.gastronomy
gastronômica	n+f.foodie
gastronômico	n+m.foodie
gata	n+f.cat@n+f.hottie
gatas	n+f.hotties
gateway	n+m.gateway
gateways	n+m.gateways
gatil	n+m.cattery
gatilho	n+m.trigger
gatilhos	n+m.triggers
gatinha	n+f.kitty@n+f.cutie@n+f.kitten@n+f.puss
gatinhas	n+f.pussies@n+f.kittens@n+f+pl.kitties
gatinho	n+m.pussy@n+m.cutie@n+m.kitten@n+m.pussycat
gatinhos	n+m.kittens@n+m+pl.kitties
gato	n+m.cat@n+m.hottie@n+m.mog
gato caçador	n+m.mouser
gato macho	n+m.tomcat
gato malhado	n+m.tabby
gato selvagem	n+m.wildcat
gatos	n+m.cats@n+m+pl.hunks@n+m.hotties
gatos machos	n+m.toms
gatos selvagens	n+m.wildcats
gaultéria	n+m.wintergreen
gauss	n+m.gauss
gaussiana	a+f.gaussian
gaussiano	a+m.gaussian
gaveta	n+f.drawer
gavetas	n+f.drawers
gavião	n+m.harrier
gaxeta	n+f.gasket
gaxetas	n+f.gaskets
gay	a+m.gay@a+f.gay@n+m.gay
gays	n+m+pl.gays
gaze	n+f.gauze
gazebo	n+m.gazebo
gazebos	n+m+pl.gazebos
gazela	n+f.gazelle
gazeta	n+f.gazette
gazeta geográfica	n+m.gazetteer
gaélica	a+f.gaelic
gaélico	a+m.gaelic@n+m.gaelic
gaúcho	n+m.gaucho
geada	n+f.frost
geek	n+m.geek
geeks	n+m.geeks@n+m+pl.techies
gel	n+m.gel
gelada	a+f.icy@a+f.chilled@a+f.iced@a+f.frosty
geladeira	n+f.refrigerator@n+f.fridge
geladeiras	n+f.refrigerators@n+f.fridges
gelado	a+m.icy@a+m.chilled@a+m.iced@a+m.frosty
gelar	v.ices
gelatina	n+f.gelatin@n+f.jello
gelatinizar	v.jell
geleia	n+f.jam@n+f.jelly
geleia de laranja	n+f.marmalade
geleias	n+f.jams@n+f+pl.jellies
geleira	n+f.glacier
geleiras	n+f.glaciers
gelo	n+m.ice
gelos	n+m.ices
gema	n+f.yolk
gemada	n+m.nog
gemas	n+f+pl.gems
gemas de ovo	n+f+pl.yolks
geme	v.moans@v.groans
gemendo	v.moaning@v.groaning
gemer	v.moan@v.moaned@v.groaned@v.groan
gemida	a+f.moaned
gemido	n+m.moan@n+m.moaning@n+m.whine@a+m.moaned@n+m.groan@n+m.groaning
gemidos	n+m+pl.moans@n+m+pl.groans
geminando	v.twinning
geminação	n+f.twinning
gen	n+f.gen
gene	n+m.gene
genealogia	n+f.genealogy
genealogistas	n+m+pl.genealogists
genealógica	a+f.genealogical
genealógico	a+m.genealogical
generais	n+m.generals
general	n+m.general
generalidade	n+f.generality
generalidades	n+f+pl.generalities
generalista	n+m.generalist@n+f.generalist
generalizada	a+f.generalized@a+f.generalised
generalizado	a.widespread@a+m.generalized@a+m.generalised
generalizar	v.generalize
generalização	n+f.generalization
generalizações	n+f+pl.generalizations
generalizou	v.generalised
genericamente	ad.generically
generosa	a+f.bountiful
generosamente	ad.generously@ad.handsomely@ad.lavishly
generosidade	n+f.bounty@n+f.generosity
generosidades	n+f+pl.bounties
generoso	a.generous@a+m.bountiful
genes	n+m.genes
genet	n.genet
geneticamente	ad.genetically
gengibre	n+m.ginger
gengivas	n+f.gums
genial	a+m.genial@a+f.genial
genialidade	n+f.brilliance
genitais	n+m.genitals
genital	a.genital
genitália	n+f.genitals
genitálias	n+f+pl.genitalia
genocídio	n+m.genocide
genoma	n+m.genome
genomas	n+m.genomes
gens	n+f+pl.gens
gentalha	n+f.raff
gente	n+f.folks
gentia	n+f.gentile@a+f.gentile
gentil	a+m.kind@a+f.kind@a.gentle@a+m.gracious@a+f.gracious
gentileza	n+f.kindness@n+f.gentleness
gentilmente	ad.gently@ad.kindly@ad.graciously
gentio	n+m.gentile@a+m.gentile
gentios	n+m.gentiles
genuinamente	ad.genuinely
genuína	a+f.genuine
genuíno	a+m.genuine
genérica	a+f.generic
genérico	a+m.generic
genéricos	n+m.generics
genética	a+f.genetic@n+f.genetics
genético	a+m.genetic
genótipo	n+m.genotype
genótipos	n+m.genotypes
genômica	a+f.genomic@n+f.genomics
genômico	a+m.genomic
geo	a.geo
geocaching	n+m.geocaching
geodesia	n+f.geodesy
geodésica	a+f.geodetic@a+f.geodesic
geodésico	a+m.geodetic@a+m.geodesic
geofísica	a+f.geophysical@n+f.geophysics
geofísico	a+m.geophysical
geografia	n+f.geography@n+f.geog
geografias	n+f+pl.geographies
geograficamente	ad.geographically
geográfica	a+f.geographic
geográfico	a+m.geographic@a.geo@a.geographical
geologia	n+f.geology@n+f.geol
geológica	a+f.geologic
geológico	a.geological@a+m.geologic
geomagnética	a+f.geomagnetic
geomagnético	a+m.geomagnetic
geometria	n+f.geometry@n+f.geom
geometrias	n+f+pl.geometries
geometricamente	ad.geometrically
geomorfologia	n+f.geomorphology
geométrica	a+f.geometrical
geométrico	a.geometric@a+m.geometrical
geopolítica	a+f.geopolitical@n+f.geopolitics
geopolítico	a+m.geopolitical
geoquímica	n+f.geochemistry@a+f.geochemical
geoquímico	a+m.geochemical
georgette	n+f.georgette
georgiana	a+f.georgian@n+f.georgian
georgiano	a+m.georgian@n+m.georgian
geotérmica	a+f.geothermal
geotérmico	a+m.geothermal
gera	v.generates@v.spawns
geracional	a+m.generational@a+f.generational
gerada	a+f.generated@a+f.spawned@a+f.begotten@a+f.sired
gerado	a+m.generated@a+m.spawned@v.begotten@a+m.begotten@a+m.sired
gerador	n+m.generator
geradores	n+m+pl.generators
geral	a+m.general@a+f.general@a+m.overall@a+f.overall
geralmente	ad.usually@ad.generally@ad.usu
gerando	v.generating@v.spawning
gerar	v.generate@v.spawn@v.engender
gerativa	a+f.generative
gerativo	a+m.generative
geração	n+f.generation@n+f.gen
gerações	n+f+pl.generations
gerber	n.gerber
gerbo	n+m.gerbil
gerencia	v.manages
gerenciabilidade	n+f.manageability
gerenciada	a+f.managed
gerenciado	a+m.managed
gerencial	a.managerial
gerenciamento	n+m.management
gerenciando	v.managing
gerenciar	v.manage
gerenciou	v.managed
gerenciável	a+m.manageable@a+f.manageable
gerente	n+m.manager@n+f.manager@n+m.mgr
gerentes	n+m.managers@n+f.managers
gergelim	n+m.sesame
geriatria	n+f.geriatrics
geriátrica	a+f.geriatric
geriátrico	a+m.geriatric
germe	n+m.germ
germes	n+m.germs
germinação	n+f.germination@n+f.sprouting
germânica	a+f.germanic
germânico	a+m.germanic
germânio	n+m.germanium
gerontologia	n+f.gerontology
gerou	v.generated@v.spawned@v.sired
gerânio	n+m.geranium
gesso	n+m.cast@n+m.plaster@n+m.gypsum
gesta	n+f.gest
gestacional	a+m.gestational@a+f.gestational
gestalt	n+f.gestalt
gestação	n+f.gestation
gesticula	v.gestures
gesticular	v.gesture
gesticulou	v.motioned
gesto	n+m.gesture
gestos	n+m.gestures
gestão	n+f.management@n+f.stewardship
gettysburg	n.gettysburg
geógrafas	n+f+pl.geographers
geógrafos	n+m+pl.geographers
geóloga	n+f.geologist
geólogas	n+f+pl.geologists
geólogo	n+m.geologist
geólogos	n+m+pl.geologists
ghazi	n+m.ghazi
gibbons	n.gibbons
gibão	n+m.gibbon@n+m.doublet
gibões	n+m.gibbons
gigabit	n+m.gigabit
gigabyte	n+m.gigabyte
gigabytes	n+m+pl.gigabytes
gigante	n+m.giant@a.giant
gigantes	n+m+pl.giants
gigantesca	a+f.gigantic@a+f.humongous
gigantesco	a.mammoth@a+m.gigantic@a+m.humongous
gigolô	n+m.gigolo
gillespie	n.gillespie
gillette	n.gillette
gillian	n.gillian
gim	n+m.gin
ginasta	n+m.gymnast@n+f.gymnast
ginastas	n+m+pl.gymnasts
ginecologia	n+f.gynaecology
gineta	n+m.genet
ginkgo	n+m.ginkgo
ginseng	n+m.ginseng
ginásio	n+m.gym@n+m.gymnasium
ginástica	n+f.gymnastics@a+f.gymnastic
ginástico	a+m.gymnastic
gira	v.spins@v.swivels
girador	n+m.spinner
girafa	n+f.giraffe
girafas	n+f+pl.giraffes
girando	v.spinning@v.whirling@v.pivoting@v.twirling
girando a manivela	v.cranking
girar	v.turn@v.spin@v.swivel@v.rotate@v.crank@v.pivot@v.revolves@v.rotates@v.whirl@v.revolve@v.twirl
girassol	n+m.sunflower
girassóis	n+m.sunflowers
giratória	a+f.revolving@a+f.swirling@a+f.whirling
giratório	a+m.revolving@a+m.swirling@a+m.whirling
girino	n+m.tadpole
giro	n+m.spin@n+m.giro@n+m.twirling@n+m.gyrus@n+m.twirl
giros	n+m.spins
giroscópio	n+m.gyro@n+m.gyroscope
girou	v.turned@v.spun@v.rotated@v.revolved
girou a manivela	v.cranked
git	n+m.git
giuseppe	n.giuseppe
giz	n+m.chalk
giz de cera	n+m.crayons@n+m.crayon
glaceada	a+f.glazed
glaceado	a+m.glazed
glacial	a+m.icy@a+f.icy@a+m.glacial@a+f.glacial
glaciar	n+m.glacier
glacê	n+f.glaze@n+m.icing@a+m.frosted@a+f.frosted@n+m.frosting@a+m.glace@a+f.glace
gladiador	n+m.gladiator
gladiadores	n+m+pl.gladiators
gladstone	n.gladstone
glamorosa	a+f.glamorous
glamoroso	a+m.glamorous
glamour	n+m.glamour@n+m.glam@n+m.glitz
glamourosa	a+f.glam
glamouroso	a+m.glam
glandular	a+m.glandular@a+f.glandular
glaucoma	n+m.glaucoma
glicerina	n+f.glycerine
glicerol	n+m.glycerol
glicina	n+f.glycine
glicogênio	n+m.glycogen
glicol	n+m.glycol
glicoproteína	n+f.glycoprotein
glicoproteínas	n+f+pl.glycoproteins
glicose	n+f.glucose
glicínia	n+f.wisteria
glifo	n+m.glyph
glifos	n+m+pl.glyphs
glioma	n+m.glioma
glitter	n+m.glitter
glob	n+m.glob
global	a+m.global@a+f.global
globalizada	a+f.globalized
globalizado	a+m.globalized
globalização	n+f.globalization@n+f.globalisation
globalizou	v.globalized
globalmente	ad.globally
globina	n+f.globin
globo	n+m.globe
globo ocular	n+m.eyeball
globos	n+m.globes
globos oculares	n+m+pl.eyeballs
globular	a+m.globular@a+f.globular
globulina	n+f.globulin
glorificada	a+f.glorified
glorificado	a+m.glorified
glorificar	v.glorified@v.glorify
gloriosamente	ad.gloriously
glorioso	a.glorious
glossário	n+m.glossary
glossários	n+m.glossaries
glover	n.glover
glu-glu	n+m.gobble
glucagon	n+m.glucagon
glutamato	n+m.glutamate
glutamina	n+f.glutamine
glutationa	n+f.glutathione
glutões	n+f.wolverines
glândula	n+f.gland
glândulas	n+f.glands
glória	n+f.glory
glórias	n+f+pl.glories
glúon	n+m.gluon
glúten	n+m.gluten
gnomo	n+m.gnome
gnomos	n+m+pl.gnomes
gnu	n+m.gnu
gnus	n+m.gnus
gnóstica	a+f.gnostic
gnóstico	a+m.gnostic@n+m.gnostic
goddard	n.goddard
godos	n+m+pl.goths
godzilla	n.godzilla
goela	n+f.maw
gogh	n.gogh
goiaba	n+f.guava
goiva	n+f.gouge
gol	n+m.goal
gola	n+f.collar
gola alta	n+f.turtleneck
gola franzida	n+f.ruff
golas	n+f.collars
gole	n+m.sip@n+m.dram@n+m.swig@n+m.gulp
goleira	n+f.goalie@n+f.goalkeeper@n+f.goaltender
goleiras	n+f+pl.goalies
goleiro	n+m.keeper@n+m.goalie@n+m.goalkeeper@n+m.goaltender
goleiros	n+m.keepers@n+m+pl.goalies
golem	n+m.golem
goles	n+m.sips
golfe	n+m.golf@n+m.golfing
golfinho	n+m.dolphin
golfinhos	n+m+pl.dolphins
golfista	n+m.golfer@n+f.golfer
golfistas	n+m.golfers@n+f.golfers
golfo	n+m.gulf
golpe	n+m.con@n+m.blow@n+m.strike@n+m.stroke@n+m.scam@n+m.coup@n+m.chop@n+m.hustle@n+m.jab@n+m.whack@n+m.swipe
golpe de direita	n+m.forehand
golpe de revés	n+m.backhand
golpe publicitário	n+m.stunt
golpeando	v.striking
golpear	v.strike@v.cosh@v.smite
golpeou	v.struck
golpes	n+m+pl.strokes@n+m.scams@n+m.blows@n+m+pl.coups
golpistas	n+m+pl.cons@n+m+pl.scammers
gols	n+m.goals
goma	n+f.gum
gomez	n.gomez
gomosa	a+f.gummy
gomoso	a+m.gummy
gonadotrofina	n+f.gonadotropin
gongo	n+m.gong
gonzales	n.gonzales
gonzo	a+m.gonzo@a+f.gonzo
goodwin	n.goodwin
goodyear	n.goodyear
gorda	a+f.fat
gordas	n+f.fatties
gordinha	a+f.tubby@a+f.porky
gordinho	a+m.tubby@a+m.porky
gordo	a+m.fat@a.fatty
gordos	n+m.fatties
gorducho	a.chubby
gordura	n+f.fat
gordura vegetal	n+f.shortening
gorduras	n+f.fats
gordurosa	a+f.greasy
gorduroso	a.fatty@a+m.greasy
gorgulho	n+m.weevil
gorila	n+m.gorilla
gorilas	n+m+pl.gorillas
gorjeta	n+f.tip@n+f.tipping@n+f.gratuity
gorjetas	n+f.tips
gorros	n+m.beanies
gosma	n+f.goo@n+f.slime
gosta	v.likes@v.enjoys
gosta de	v.fancies
gostando	v.liking
gostar	v.like
gosto	n+m.taste@n+m.liking@n+m.gusto
gostos	n+m+pl.tastes
gostosa	a+f.tasty@a+f.yummy
gostoso	a+m.tasty@a+m.yummy
gostou	v.liked
gota	n+f.drop@n+f.gout@n+m.glob
gotas	n+f+pl.drops@n+m+pl.blobs
gotas de chuva	n+f+pl.raindrops
goteja	v.drips
gotejamento	n+m.drip@n+m.trickle
gotejamentos	n+m+pl.drips
gotejando	v.dripping
gotejar	v.drip@v.trickle
gotham	n.gotham
gotícula	n+f.droplet
gotículas	n+f.droplets
gouda	n+m.gouda
goulash	n+m.goulash
gourde	n+f.gourde
gourmet	a.gourmet@n+m.gourmet
governa	v.rules@v.governs
governado	a.ruled@v.governed@a.governed
governador	n+m.governor
governadora	n+f.governor
governadores	n+m+pl.governors
governamental	a.governmental@a+m.gubernatorial@a+f.gubernatorial
governando	v.governing@v.ruling
governanta	n+f.housekeeper
governante	a.governing@a.ruling@n+m.ruler
governantes	n+m.rulers
governança	n+f.governance
governar	v.rule@v.govern
governo	n+m.government@n.govt@n+m.gov
governos	n+m.governments
governou	v.ruled
goza	v.cums
gozar	v.cum
graal	n+m.grail
gracejar	v.jest@v.quips
gracejo	n+m.jest@n+m.banter
gracejou	v.joked
graciosa	a+f.graceful@a+f.gracious
graciosamente	ad.gracefully@ad.graciously
gracioso	a+m.graceful@a+m.gracious
gradação	n+f.gradation
grade	n+f.grid@n+f.grille@n+f.harrow@n+f.grating@n+f.railing@n+f.grate
grade levadiça	n+f.portcullis
gradear	v.harrow
grades	n+f.grids@n+f.grilles@n+f+pl.railings@n+f+pl.grates@n+f+pl.gratings
gradiente	n+m.gradient
gradientes	n+m.gradients
graduada	n+f.graduate@a+f.graded
graduadas	n+f.grads
graduado	n+m.graduate@a+m.graded
graduados	n+m+pl.graduates@n+m.grads
gradual	a.gradual
gradualmente	ad.gradually
graduandas	n+f.undergraduates
graduando	n+m.undergraduate@a.graduating
graduandos	n+m.undergraduates
graduar	v.graduate@v.graduating
graduação	n+f.graduation@n+m.grad
graduações	n+f+pl.graduations
grafias	n+f+pl.spellings
graficamente	ad.graphically
grafite	n+m.graffiti@n+f.graphite
grafton	n.grafton
grama	n+f.grass@n+m.gram@n+f.sod
gramada	a+f.grassy
gramado	n+m.lawn@n+m.turf@a+m.grassy
gramados	n+m.lawns
gramas	n+m+pl.grams
gramatical	a+m.grammatical@a+f.grammatical
grammy	n+m.grammy@n.grammy
gramofone	n+m.gramophone
grampeada	a+f.tapped@a+f.stapled@a+f.bugged
grampeado	a+m.tapped@a+m.stapled@a+m.bugged
grampeador	n+m.stapler
grampeadores	n+m+pl.staplers
grampeando	v.wiretapping@v.bugging
grampear	v.wiretap
grampeou	v.stapled@v.bugged
grampo	n+m.staple@n+m.cleat
grampo de cabelo	n+m.hairpin
grampos	n+m+pl.staples@n+m.clamps
gramática	n+f.grammar
gramáticas	n+f+pl.grammars
gramíneas	n+f.grasses
grana	n+f.lolly
granada	n+f.garnet@n+f.grenade
granadas	n+f.grenades
grande	a+m.great@a+f.great@a+m.big@a+f.big@a+m.large@a+f.large
grande demais	a+m.oversized@a+f.oversized@a+m.oversize@a+f.oversize
grande quantidade	n+f.slew
grandemente	ad.greatly
grandes	n+m.greats@n+m+pl.grands
grandeza	n+f.greatness@n+f.grandeur
grandiosa	a+f.grand@a+f.grandiose
grandioso	a+m.grand@a+m.grandiose
grandão	n+m.biggie
granito	n+m.granite
granizar	v.hails
granizo	n+m.hail
granja	n+f.grange
granola	n+f.granola
granulada	a+f.grained@a+f.grainy@a+f.granulated
granulado	a+m.grained@a+m.grainy@a+m.granulated
granulados	n+m+pl.sprinkles
granular	a+m.granular@a+f.granular
granularidade	n+f.granularity
granulócito	n+m.granulocyte
granville	n.granville
grapefruit	n+m.grapefruit
grasnar	v.quack@v.caw
grasnido	n+m.caw
grata	a+f.thankful@a+f.indebted
gratidão	n+f.gratitude
gratificada	a+f.gratified
gratificado	a+m.gratified
gratificante	a.rewarding@a.fulfilling@a+m.gratifying@a+f.gratifying
gratificar	v.gratifying
gratificação	n+f.gratification@n+f.gratuity
gratificações	n+f+pl.gratuities
gratificou	v.gratified
grato	a.grateful@a+m.thankful@a+m.indebted
gratuita	a+f.gratuitous@a+f.wanton
gratuito	a.complimentary@a+m.gratuitous@a+m.wanton
grau	n+m.degree@n+m.grade@n+m.extent@n.deg
graus	n+m.degrees@n+m.grades
grava	v.records
gravada	a+f.recorded@a+f.engraved@a+f.taped@a+f.etched
gravada em vídeo	a+f.videotaped
gravado	a+m.recorded@a+m.engraved@a+m.taped@a+m.etched
gravado em vídeo	a+m.videotaped
gravador	n+m.recorder@n+m.burner@n+m.engraver@n+m.graver
gravadora	n+f.engraver
gravadores	n+m+pl.recorders@n+m+pl.engravers
gravando	v.recording@v.etching@v.taping
gravar	v.record@v.tape@v.etch@v.engrave
gravar em relevo	v.embossing@v.emboss
gravar em vídeo	v.videotape@v.videotapes
gravata	n+f.tie@n+f.necktie
gravata ascot	n+m.ascot
gravatas	n+f+pl.ties@n+f+pl.neckties
gravação	n+f.recording@n+f.taping
gravação em relevo	n+f.embossing
gravações	n+f+pl.recordings
grave	a.severe@a.acute@a.grave@a+m.grievous@a+f.grievous
gravemente	ad.sorely@ad.gravely
graveto	n+m.twig
gravidade	n+f.gravity@n+f.severity
gravidez	n+f.pregnancy@n+f.childbearing
gravidezes	n+f.pregnancies
gravitacional	a+m.gravitational@a+f.gravitational
gravitação	n+f.gravitation
gravou	v.recorded@v.engraved@v.taped@v.etched
gravou em relevo	v.embossed
gravou em vídeo	v.videotaped
gravura	n+f.engraving@n+f.etching@n+f.printmaking
gravuras	n+f+pl.engravings@n+f+pl.etchings
gravável	a+m.recordable@a+f.recordable@a+m.writable@a+f.writable
graxa	n+f.grease
graça	n+f.grace
graças	n+f+pl.graces
graças a deus	ad.thankfully
gre	n.gre
greer	n.greer
grega	a+f.greek@a+f.grecian
gregas	n+f.greeks
grego	a+m.greek@n+m.greek@a+m.grecian
gregoriana	a+f.gregorian
gregoriano	a+m.gregorian
gregos	n+m.greeks
grelha	n+f.grill@v.grills@n+f.grille@n+f.grilling@n+f.broiler@n+f.griddle@n+m.gridiron
grelhada	a+f.grilled@a+f.broiled@a+f.barbecued
grelhado	a+m.grilled@a+m.broiled@a+m.barbecued
grelhando	v.grilling
grelhar	v.grill@v.broil
grelhas	n+f.grills@n+f.grilles
grelhou	v.grilled@v.broiled
gremlin	n+m.gremlin
gremlins	n+m+pl.gremlins
grep	n+m.grep
greve	n+f.strike
greves	n+f+pl.strikes
grevista	n+m.striker
grevistas	n+m+pl.strikers
grid	n+m.grid
grifo	n+m.griffin@n+m.griffon
grilhão	n+m.shackle
grilhões	n+m+pl.shackles
grilo	n+m.cricket
grilos	n+m+pl.crickets
grimm	n.grimm
grinaldas	n+f.wreaths
grinch	n+m.grinch
gringa	n+f.gringo
gringo	n+m.gringo
gripe	n+f.flu@n+f.influenza
grisalha	a+f.grizzly@a+f.hoary
grisalho	a+m.grizzly@a+m.hoary
grita	v.shouts@v.screams@v.yells
gritando	a.screaming@v.screaming@v.shouting@v.yelling@v.whooping
gritante	a+m.stark@a+m.egregious@a+f.egregious
gritar	v.scream@v.shout@v.yell@v.whoops@v.holler@v.whoop@v.shriek
gritaria	n+m.shouting@n+m.yelling
grito	n+m.cry@n+m.scream@n+m.shout@n+m.yell@n+m.holler@n+m.whoop@n+m.shriek
gritos	n+m.cries@n+m.shouts@n+m.screams@n+m+pl.yells
gritou	v.cried@v.shouted@v.yelled@v.screamed@v.barked
groselha	n+f.currant
grossa	a+f.thick@a+f.coarse@a+f.chunky
grosseira	a+f.coarse@a+f.crass
grosseiramente	ad.roughly@ad.grossly@ad.rudely@ad.coarsely
grosseiro	a.rude@a+m.coarse@a+m.crass
grosseria	n+f.rudeness
grosso	a+m.thick@a+m.coarse@a+m.chunky
grotesca	a+f.grotesque
grotesco	a+m.grotesque
groupie	n+m.groupie
groupies	n+f+pl.groupies
groupware	n+m.groupware
grover	n.grover
groves	n.groves
gruda	v.sticks@v.clings
grudar	v.stick
grudenta	a+f.lumpy
grudento	a+m.lumpy
grunge	n+m.grunge
grunhe	v.grunts
grunhido	n+m.grunt
grunhidos	n+m+pl.grunts
grunhir	v.grunt
grupo	n+m.group@n+m.pool@n+m.cluster@n+m.bunch@n+m.cohort@n+m.troop
grupo de notícias	n+m.newsgroup
grupo de quatro	n+m.foursome
grupo de recreação	n+m.playgroup
grupo fechado	n+m.clique
grupo teatral	n+m.troupe
grupos	n+m.groups@n+m.cohorts@n+m.bunches
grupos de captura	n+m+pl.posses
grupos de notícias	n+m+pl.newsgroups
grupos fechados	n+m+pl.cliques
gruta	n+f.grotto
gráfica	a+f.graphic
gráfico	n+m.chart@a+m.graphic@n+m.graphic@n+m.graph@a.graphical
gráficos	n+m.graphics@n+m.charts@n+m+pl.graphs@n+m.charting
grátis	a+m.free@a+f.free@ad.gratis@a.gratis
grávida	a.pregnant@a.expecting
grânulo	n+m.granule
grânulos	n+m.pellets@n+m.granules
grão	n+m.grain
grão de poeira	n+m.mote
grão moído	n+m.grist
grão-mestre	n+m.grandmaster
grãos	n+m+pl.grains
grãos de milho	n+m+pl.grits
grés	n+m.stoneware
grívnia	n+f.hryvnia
guacamole	n+m.guacamole
guache	n+m.gouache
guangzhou	n.guangzhou
guanina	n+f.guanine
guar	n+m.guar
guarani	n+m.guarani@a+m.guarani@a+f.guarani
guarda	n+m.guard@n+f.guardrail@n+f.safekeeping
guarda chuvas	n+m.umbrellas
guarda costeira	n+f.coastguard
guarda florestal	n+m.ranger@n+m.forester
guarda-chuva	n+m.umbrella
guarda-corpo	n+m.guardrail
guarda-costas	n+m.bodyguard@n+m+pl.bodyguards
guarda-roupa	n+m.closet@n+m.wardrobe@n+m.armoire
guarda-roupas	n+m+pl.wardrobes
guarda-sol	n+m.parasol
guardada	a+f.guarded
guardado	a+m.guarded
guardanapo	n+m.napkin
guardanapos	n+m.napkins
guardando	v.guarding
guardar	v.keep@v.guard@v.stow
guardas	n+m+pl.guards@n+m+pl.wardens@n+m+pl.constables@n+m+pl.watchmen
guardas florestais	n+m+pl.rangers@n+m+pl.foresters
guardiã	n+f.guardian@n+f.custodian
guardião	n+m.guardian@n+m.keeper@n+m.custodian@n+m.warden@n+m.gatekeeper
guardiãs	n+f.guardians
guardiões	n+m.guardians@n+m.keepers@n+m+pl.gatekeepers
guarita	n+f.gatehouse
guarnecendo	v.manning
guarnecer	v.garnish
guarnição	n+f.garrison@n+f.garnish
guarnições	n+f+pl.fixings@n+f+pl.trimmings
guatemalteca	a+f.guatemalan@n+f.guatemalan
guatemalteco	a+m.guatemalan@n+m.guatemalan
guaxinim	n+m.coon@n+m.raccoon@n+m.racoon
guaxinins	n+m+pl.raccoons
gueixa	n+f.geisha
guelph	n.guelph
guelra	n+f.gill
guelras	n+f+pl.gills
guepardo	n+m.cheetah
guerra	n+f.war@n+f.warfare
guerra relâmpago	n+f.blitzkrieg
guerras	n+f.wars
guerreando	v.warring
guerreiro	n+m.warrior
guerreiros	n+m+pl.warriors
guerrilha	n+f.guerrilla@n+f.guerilla
guerrilheira	n+f.guerrilla@n+f.guerilla
guerrilheiras	n+f+pl.guerrillas
guerrilheiro	n+m.guerrilla@n+m.guerilla
guerrilheiros	n+m+pl.guerrillas@n+m+pl.partisans
gueto	n+m.ghetto
guia	n+m.guide@v.guides@n+f.tab@n+m.guidebook@n+f.leash
guia de onda	n+m.waveguide
guiado	a.guided@v.guided
guiando	v.guiding
guianense	a+m.guyanese@a+f.guyanese@n+m.guyanese@n+f.guyanese
guiar	v.guide
guias	n+m.guides@n+f.tabs
guias de onda	n+m+pl.waveguides
guias de viagem	n+m.guidebooks
guias turísticos	n+m.guidebooks
guido	n.guido
guidão	n+m.handlebar
guidões	n+m.handlebars
guilda	n+f.guild
guildas	n+f.guilds
guilhotina	n+f.guillotine
guilhotinar	v.guillotine
guinada	n+f.yaw
guinar	v.yaw
guinchando	v.screeching
guinchar	v.squeak@v.screech
guincho	n+m.winch@n+m.hoist@n+m.squeak@n+m.screeching@n+m.screech@n+m.wrecker
guinchos	n+m+pl.winches
guindaste	n+m.crane@n+m.derrick
guindastes	n+m.cranes@n+m+pl.hoists
guingão	n+m.gingham
guinness	n.guinness
guinéus	n+f+pl.guineas
guirlanda	n+f.garland@n+f.wreath
guirlandas	n+f+pl.garlands
guisado	n+m.stew
guisar	v.stew
guitarra	n+f.guitar
guitarras	n+f+pl.guitars
