Java语言	n.java
氨纶	n.spandex
氮	n.nitrogen@n.nitrogen
氮的	a.nitro
氯	n.chlorine
氯丁橡胶	n.neoprene
氯化物	n.chloride@n.chloride
水	n.water@n.aqua@n.eau@n.aqua@n.eau
水上运动	n.watercraft
水下的	a.underwater@a.underwater
水中的	a.aquatic
水产业	n.aquaculture
水产养殖	n.aquaculture
水分	n.moisture
水力	n.hydro@n.hydro
水力的	a.hydraulic@a.hydraulic@a.hydro
水化	n.hydration
水印	n.watermark@n.watermark
水合	n.hydration@n.hydration
水坝	n.dam@n.dams
水域	n.waters
水壶	n.kettle
水平	n.level@n.levels
水平地	ad.horizontally
水平的	a.horizontal
水平线	n.horizontal
水库	n.reservoir@n.reservoirs@n.reservoir@n.reservoirs
水成的	a.aqueous
水手	n.sailor@n.sailors@n.mariner@n.sailor@n.mariners@n.sailors@n.mariner
水文学	n.hydrology@n.hydrology
水文学的	a.hydrologic
水文的	a.hydrologic
水族箱	n.aquarium@n.aquarium
水族馆	n.aquarium@n.aquarium
水星	n.mercury
水晶	n.crystal@n.crystals@n.crystals
水暖工	n.plumbing
水果	n.fruit@n.fruits
水果的	a.fruity
水桶	n.bucket@n.buckets@n.bucket
水槽	n.sink@n.trough@n.sinks@n.trough
水池	n.basins@n.ponds
水泥	n.cement@n.cement
水流	n.currents
水溶液的	a.aqueous
水滴	n.drip@n.drip
水牛	n.buffalo
水獭	n.otter@n.otter
水球	n.polo
水瓶座	n.aquarius@n.aquarius
水生的	a.aquatic@a.aquatic
水疗	n.spa@n.spas@n.spas
水的	a.aquatic@a.hydro@a.aqueous@a.aqueous
水管工	n.plumbers@n.plumbers@n.plumber
水箱	n.tank@n.tanks
水绿色的	a.aqua@a.aqua
水罐	n.pitchers@n.pitcher
水肺	n.scuba@n.scuba
水肺潜水	n.scuba
水路	n.waterways@n.waterways
水道	n.waterways
水钻	n.rhinestone@n.rhinestone
水银	n.mercury
水龙头	n.tap@n.faucet@n.faucets@n.faucet@n.faucets
永	n.yong
永不过时的	a.timeless
永久	ad.forever@n.everlasting
永久地	ad.permanently@ad.permanently
永久的	a.permanent@a.standing@a.eternal@a.lasting@a.perpetual
永恒	n.eternity
永恒的	a.eternal@a.everlasting@a.perpetual@a.timeless@a.everlasting
永远	ad.ever@ad.forever
永远地	ad.permanently
汁	n.jus
求助	v.resorts@n.recourse
求助热线	n.helpline@n.helpline
求婚	v.propose@v.propose@v.proposes@v.proposing
求救信号	n.sos
求爱	v.woo
求知欲	n.curiosity
求立方	v.cube
求解器	n.solver@n.solver
汇合	n.confluence@n.confluence
汇款	v.remit
汇水面积	n.catchment
汇编	n.compilation@v.compile@v.compiling@n.compilations@v.compiling@n.compilations
汇编器	n.assembler
汇编程序	n.assembler
汇聚	n.convergence@n.convergence@v.converge
汉	n.han@n.han
汉克	n.hank
汉克斯	n.hanks
汉堡	n.hamburg@n.hamburg@n.burger
汉堡包	n.burgers@n.hamburger@n.burger@n.burgers@n.hamburger
汉娜	n.hannah@n.hanna@n.hannah@n.hanna
汉密尔顿	n.hamilton
汉弗莱	n.humphrey@n.humphrey
汉斯	n.hans@n.hans
汉族	n.han
汉普郡	n.hampshire
汉普顿	n.hampton
汉森	n.hansen@n.hanson@n.hansen@n.hanson
汉考克	n.hancock@n.hancock
汉诺威	n.hannover@n.hanover@n.hannover
汗	n.sweat@n.khan
汗水	n.sweat
江	n.river
池	n.pool
池塘	n.pond@n.ponds
池子	n.pools
污名	n.stigma
污垢	n.dirt
污染	n.pollution@n.contamination@v.contaminated@n.contamination@v.contaminated
污染源	n.pollutant@n.contaminant
污染物	n.pollutant@n.contamination@n.pollutants@n.contaminants@n.pollutant@n.contaminant
污水	n.wastewater@n.wastewater@n.sewage@n.effluent
污泥	n.sludge@n.sludge
污渍	n.stains@n.stain@n.stain@n.stains
污点	n.smear@n.blot
污物	n.filth@n.muck
污秽	n.filth
污秽的	a.filthy@a.filthy
污言秽语	n.smut
汤	n.soup@n.soups
汤加	n.tonga@n.tonga
汤匙	n.tablespoons@n.tablespoon@n.tablespoons@n.tablespoon@n.tbsp
汤姆	n.tom@n.toms
汤姆斯	n.toms
汤姆森	n.thomson
汤姆猫	n.tomcat
汤普森	n.thompson
汤森	n.townsend
汤米	n.tommy
汤顿	n.taunton
汽水	n.soda@n.soda
汽油	n.gas@n.gasoline@n.petrol@n.gasoline@n.petrol
汽笛	n.siren@n.siren@n.hooters
汽船	n.steamboat@n.steamboat
汽车	n.car@n.cars@n.auto@n.automobile@n.autos@n.automobiles@n.automobiles
汽车修理厂	n.garage
汽车司机	n.motorists
汽车旅馆	n.motel@n.motels
汽车的	a.automotive
汽车道	n.motorway
汽轮机	n.turbines@n.turbines
沃伦	n.warren
沃利	n.wally@n.wally
沃利斯	n.wallis@n.wallis
沃尔	n.wal
沃尔什	n.walsh@n.walsh
沃尔多	n.waldo
沃尔夫	n.wolfe@n.wolff
沃尔夫冈	n.wolfgang
沃尔沃	n.volvo
沃尔特	n.walter@n.walt@n.walt
沃尔特斯	n.walters
沃尔玛	n.walmart
沃尔顿	n.walton@n.walton
沃恩	n.vaughan@n.vaughn
沃森	n.watson
沃灵顿	n.warrington@n.warrington
沃特福德	n.waterford
沃特金斯	n.watkins
沃里克	n.warwick@n.warwick
沃里克郡	n.warwickshire
沃顿	n.wharton@n.wharton
沉思	n.meditation@v.contemplated@n.meditation@n.musings@v.muse@v.contemplated@v.ponder
沉思的	a.reflective
沉没的	a.sunk
沉浸	n.immersion@n.immersion
沉淀	n.precipitation@n.sediment@v.deposited@n.sediments@n.sediment
沉淀物	n.sediments
沉溺	v.indulge@v.indulge@n.addictions
沉溺的	a.addicted
沉积	n.deposition@v.deposited@n.deposition
沉积物	n.sediment@n.sediments@n.sediment@n.sediments
沉重地	ad.heavily
沉闷的	a.dull
沉降	n.settling
沉默	n.silence@v.clam
沉默的	a.silent@a.mum@a.mum@a.mute
沐浴	n.bathing
沙丘	n.dune@n.dunes@n.dune
沙利文	n.sullivan
沙发	n.sofa@n.couch@n.sofas@n.sofa@n.couch@n.sofas
沙哑的	a.husky
沙子	n.sand@n.sands@n.sands
沙拉	n.salad@n.salads
沙斯塔	n.shasta
沙滩	n.beach@n.sand@n.sands
沙漠	n.desert
沙特人	n.saudi
沙特的	a.saudi
沙盒	n.sandbox
沙砾	n.grit
沙箱	n.sandbox
沙质的	a.sandy
沙门氏菌	n.salmonella@n.salmonella
沙阿	n.shah
沙龙	n.salon@n.salons
沟槽	n.raceway
沟渠	n.trench@n.ditch@n.trench
沟通	v.communicate@v.communicating@v.communicating
没收	n.forfeiture
没有	a.no@prep.without@pron.none@prep.sans@prep.sine@prep.sans@int.nope
没有人	pron.nobody
没有什么	pron.nothing
没用的	a.trashy
沥青	n.asphalt
沮丧	n.frustration@n.disappointment
沮丧的	a.depressed@a.frustrated
河	n.river
河内	n.hanoi@n.hanoi
河口	n.bayou@n.estuary@n.bayou@n.estuary
河岸地主	n.riparian
河岸居民	n.riparian
河岸的	a.riparian@a.riparian
河段	n.reaches@n.reaches
河流	n.rivers
河畔的	a.riverside
河边	n.riverside
河马	n.hippo
河鲈	n.perch
沸腾	v.boiling@n.boil
沸腾的	a.boiling
油	n.oil@n.oils
油性的	a.oily
油漆	n.paint@n.paints
油漆匠	n.painter
油漆工	n.painter@n.painters
油炸	v.fry@v.fried@v.fry@v.fried@v.fries
油炸圈饼	n.donuts
油炸的	a.fried@a.fried
油画	n.paintings
油管	n.tubing
油罐车	n.tanker
油脂	n.grease
油腻的	a.oily
油轮	n.tanker
油门	n.accelerator@n.accelerator
治安	n.policing
治安官	n.sheriff@n.constable@n.sheriff@n.magistrate@n.constable
治安法官	n.magistrates
治愈	v.healing@v.cure@v.heal@v.cured@v.curing@v.cures@v.heal@v.cured@v.curing@v.cures@v.healed
治理	n.governance
治疗	n.treatment@n.therapy@v.treated@v.treat@n.treatments@n.cure@v.treating@v.treats@n.therapies@n.cures@v.treats@n.therapies
治疗学	n.therapeutics@n.therapeutics
治疗师	n.therapist@n.therapists@n.therapist@n.therapists
治疗的	a.therapeutic@a.remedial
沼泽	n.marsh@n.bayou@n.marsh@n.swamp@n.bog
沾染	n.contamination
沿岸贸易船	n.coasters
沿海的	a.coastal
沿海贸易船	n.coasters
沿着	prep.down@prep.along
沿轮廓绘制	v.contours
泄气的	a.discouraged
泄漏	v.leak@n.leak@n.spills@v.leaking@n.leak@n.leaks@n.leakage@v.leaking@v.leaked
泄露	n.giveaways@v.leaks@n.giveaway@n.giveaways
泄露的	a.leaked
泉	n.springs
泉水	n.fountains
泊松	n.poisson
泌尿学	n.urology@n.urology
泌尿的	a.urinary
法	n.law
法令	n.statute@n.ordinance@n.statutes@n.decree@n.ordinances
法令的	a.statutory
法兰	n.flange@n.flange
法兰克人	n.franks
法兰克福	n.frankfurt@n.frankfurt@n.frankfort
法兰绒	n.flannel
法兰绒的	a.flannel
法典	n.codex
法力	n.mana@n.mana
法医学	n.forensics
法医的	a.forensic@a.forensic
法国	n.france
法国的	a.french
法夫	n.fife
法学	n.jurisprudence@n.jurisprudence
法官	n.judge@n.judges@n.justices@n.justices
法官席	n.bench@n.benches
法定人数	n.quorum@n.quorum
法定的	a.statutory@a.lawful
法尔茅斯	n.falmouth
法庭	n.court@n.tribunal@n.courtroom@n.tribunal@n.courtroom
法庭的	a.judicial@a.forensic
法律	n.law@n.laws@n.legislation@n.lex@n.legality
法律上	ad.legally
法律学	n.jurisprudence
法律的	a.legal
法戈	n.fargo@n.fargo
法拉	n.fra
法拉利	n.ferrari@n.ferrari
法拉盛	n.flushing
法案	n.bill@n.bills
法理学	n.jurisprudence
法罗群岛	n.faroe
法老	n.pharaoh
法西斯主义	n.fascism
法西斯主义者	n.fascist
法西斯的	a.fascist
法规	n.statute@n.statutes
法语	n.french
法郎	n.franc@n.francs@n.franc@n.francs
法院	n.court@n.courts@n.courthouse
法院大楼	n.courthouse
法雷尔	n.farrell
泛化	n.generalization
泡沫	n.foam@n.bubble@n.sud@n.bubbles
泡菜	n.pickle@n.pickle
波	n.wave@n.waves
波兰	n.poland
波兰的	a.polish
波兰语	n.polish
波利	n.polly
波利尼西亚	n.polynesia@n.polynesia
波动	n.waving@n.fluctuations
波动性	n.volatility
波士顿	n.boston
波多黎各	n.puerto
波尔克	n.polk
波尔卡舞	n.polka
波尔卡舞曲	n.polka
波尔图	n.porto
波尔多	n.bordeaux
波希米亚人	n.bohemian
波希米亚的	a.bohemian
波形	n.waveform@n.waveform
波恩	n.bonn@n.bon@n.bonn
波托马克河	n.potomac@n.potomac
波拉德	n.pollard
波斯	n.persia
波斯人	n.persian@n.persian
波斯尼亚	n.bosnia
波斯尼亚人	n.bosnian@n.bosnian
波斯尼亚的	a.bosnian@a.bosnian
波斯的	a.persian@a.persian
波斯语	n.farsi
波旁威士忌	n.bourbon@n.bourbon
波旁王朝	n.bourbon
波普	n.bop
波普爵士乐	n.bop
波比	n.poppy
波洛克	n.pollock
波特	n.potter
波特兰	n.portland
波纹的	a.corrugated
波罗的海	n.baltic
波罗的海的	a.baltic
波莫纳	n.pomona@n.pomona
波诺	n.bono
波长	n.lambda@n.wavelength
波音	n.boeing@n.boeing
泥	n.mud@n.mud
泥土	n.dirt
泥沼	n.slough@n.slough
泥泞的	a.muddy@a.muddy
泥浆	n.mud@n.mud
泥炭	n.peat
泥瓦匠	n.mason
泥瓦工	n.masonry
注入	n.injection@v.injected@n.infusion@n.injections@v.inject
注册	v.register@v.registered@n.registration@n.reg@v.enrolled@v.registering@v.registering@n.registrations@n.enrolment@v.enrolling
注册主任	n.registrars
注册人	n.registrant
注册员	n.registrar
注册商标	v.trademark
注册成立	n.incorporation@n.incorporation
注册的	a.registered@a.incorporated@a.reg
注册表	n.registry@n.registries
注定	v.doom@v.doomed@v.doom@v.destined@v.doomed
注定死亡的	a.fey
注射	n.injection@n.injections@v.injected@n.injections@v.inject
注射疫苗	n.vaccination
注意	v.note@v.notice@n.notice@v.notes@n.attention@v.notices@v.noting@v.beware@v.noting@n.attn@v.heed@v.noticing
注意事项	n.precautions
注意到	v.noted@v.noticed
注明日期	v.dated
注脚	n.footer
注视	v.eye@v.watched@v.eyed@n.gaze@n.stare
注解	n.annotation@v.annotate@n.annotations
注释	n.note@n.notes@n.annotation@n.commentary@v.annotated@n.gloss@v.annotated@n.gloss@v.annotate@n.commentaries@n.annotations
注销	n.logout@v.logout@n.cancellations
泰	n.tai@n.tai
泰勒	n.taylor@n.tyler
泰国	n.thailand
泰国人	n.thai
泰国的	a.thai@a.tai
泰坦	n.titans@n.titan@n.titan
泰坦尼克号	n.titanic
泰山	n.tarzan
泰恩	n.tyne
泰晤士河	n.thames@n.thames
泰森	n.tyson@n.tyson
泰然自若的	a.poised@a.poised
泰特	n.tate
泰米尔的	a.tamil@a.tamil
泰米尔语	n.tamil@n.tamil
泰迪	n.teddy@n.teddy
泰迪熊	n.teddy@n.teddy
泰铢	n.baht@n.baht
泰隆	n.tyrone
泳衣	n.swimsuit
泳装	n.swimwear@n.swimwear
泵	n.pump@n.pumps
泵送	v.pumping@v.pumping@v.pumped
泻湖	n.lagoon
泼妇	n.bitch
泽塔	n.zeta
泽维尔	n.xavier
洋基	n.yankee
洋基队	n.yankees@n.yankees
洋基队球员	n.yankee
洋葱	n.onion@n.onion@n.onions
洋葱路由	n.tor
洒	v.sprinkle@v.sprinkle
洒水器	n.sprinkler@n.sprinkler
洒香水	v.perfume@v.perfumes
洗	v.wash@v.washing@v.washed@v.washed
洗剂	n.lotion@n.lotions
洗发水	n.shampoo@n.shampoo
洗头	v.shampoo@v.shampoo
洗涤	n.wash@n.washing@n.laundering@n.laundering
洗涤剂	n.detergent
洗澡	n.bath@v.shower@n.baths@v.bathing
洗牌	v.shuffle@v.shuffle
洗碗工	n.dishwasher@n.dishwashers
洗碗机	n.dishwashers@n.dishwasher@n.dishwasher@n.dishwashers
洗礼	n.baptism@n.christening
洗衣	n.laundry
洗衣房	n.laundry
洗衣机	n.washer@n.washer@n.washers
洗过的	a.washed@a.washed
洗钱	v.laundering@v.laundering
洗面奶	n.cleanser
洛	n.lowe
洛丽塔	n.lolita@n.lolita
洛伊丝	n.lois
洛伦	n.loren@n.loren
洛伦佐	n.lorenzo@n.lorenzo
洛佩兹	n.lopez
洛克	n.locke@n.locke
洛克希德	n.lockheed@n.lockheed
洛克菲勒	n.rockefeller@n.rockefeller
洛厄尔	n.lowell
洛拉	n.lola
洛朗	n.laurent
洛杉矶	n.la@n.los@n.angeles
洛林	n.lorraine@n.lorraine
洛根	n.logan@n.logan
洛桑	n.lausanne
洛特	n.lott
洛约拉	n.loyola@n.loyola
洛里	n.lori@n.lori
洛锡安	n.lothian@n.lothian
洛雷塔	n.loretta
洞	n.hole@n.holes@n.hollow
洞察力	n.insight@n.insights
洞穴	n.cave@n.cavern@n.caves@n.cavern
津巴布韦	n.zimbabwe
津贴	n.allowance@n.subsidies@n.allowance@n.subsidies@n.subsidy@n.allowances
洪堡	n.humboldt@n.humboldt
洪水	n.flood@n.flooding@n.flooding@n.floods
洪流	n.torrent@n.torrent
洪都拉斯	n.honduras
洲	n.continent@n.continent@n.continents
洲际的	a.intercontinental
活力	n.animation@n.vim@n.pep@n.vitality@n.vim@n.verve
活动	n.events@n.activities@n.event@n.activity@n.campaign
活动家	n.activists@n.activist@n.activists@n.activist
活动的	a.movable@a.movable
活化剂	n.activator
活塞	n.pistons@n.piston@n.pistons
活性	n.reactivity@n.reactivity
活性的	a.activated
活检	v.biopsy@n.biopsy
活泼的	a.lively@a.bouncing@a.sassy@a.perky@a.lively@a.bouncing@a.perky@a.bouncy
活的	a.live
活着的	a.living@a.alive
活组织检查	n.biopsy@n.biopsy
活结	n.slipknot@n.slipknot
活跃的	a.active
活门	n.valve
活页夹	n.binders@n.binder@n.binders
活页练习题	n.worksheets@n.worksheets
派	n.pies
派克	n.pike
派别	n.sect@n.faction@n.factions
派对	n.party
派尔	n.pyle
派拉蒙	n.paramount@n.paramount
派珀	n.piper
派生	v.derived@n.derivation@n.derivation
派生的	a.derivative@a.derivative
派系	n.faction@n.faction@n.factions
派遣	v.dispatched@v.dispatch@n.dispatch@n.dispatch@v.dispatch@n.despatch
流	n.stream@n.flows@n.streams
流产	n.abortion@v.abort@n.abortions
流体	n.fluid@n.fluids@n.fluids
流入	n.influx
流出的	a.effluent
流利的	a.fluent@a.fluent
流动	v.flow@n.flow@v.stream@v.flows@v.streaming@v.streams@v.flowing@v.flowing@v.flowed
流动性	n.mobility@n.liquidity
流动率	n.turnover
流动的	a.fluid@a.ambulatory
流域	n.basin@n.watershed@n.valleys@n.watershed@n.valleys@n.basins@n.catchment@n.watersheds
流媒体	n.streaming
流感	n.flu@n.influenza@n.influenza
流放	n.exile
流明	n.lumens@n.lumens
流星	n.meteor
流氓	n.rogue@n.rascal@n.rogue@n.rascal
流氓的	a.rogue
流水线	n.pipeline@n.pipelines
流泪	n.watering@n.watering@n.tearing
流派	n.genre@n.genres
流浪	v.rove@n.homelessness
流浪汉	n.bum@n.bum@n.hobo
流浪的	a.stray@a.wandering@a.stray
流浪者	n.rover@n.rovers@n.nomad@n.rovers@n.nomad
流畅的	a.flowing@a.fluent@a.flowing@a.fluent
流离失所的	a.displaced
流线型的	a.streamlined@a.streamlined
流血	v.bleeding@v.bleed@v.bleed
流血的	a.bleeding
流行	v.pop@n.popularity@n.prevalence@n.prevalence@n.fad
流行性感冒	n.influenza
流行病	n.pandemic@n.epidemic@n.pandemic
流行病学	n.epidemiology@n.epidemiology
流行病学的	a.epidemiological
流行的	a.popular@a.prevalent@a.epidemic@a.trendy@a.fashionable@a.vogue@a.prevalent
流行音乐	n.pop@n.pops
流通	n.currency@v.circulated@v.circulated@v.circulating
流通的	a.circulating
流逝	v.elapsed@v.elapsed
流量	n.traffic@n.flow@n.flux@n.flux
浅滩	n.ford
浅的	a.shallow@a.shallow
浅黄色的	a.buff
浆果	n.berry@n.berries@n.berries
浇头	n.topping
浇水	v.water@v.waters@v.watering@v.watering
浊音的	a.voiced@a.voiced
测光	n.photometry
测定	n.determinations@n.spotting@v.assay@n.determinations
测序	n.sequencing
测深	n.sounding
测试	n.test@v.test@n.testing@v.testing@n.tests@v.tests@v.tested
测试仪	n.tester@n.testers
测试员	n.tester@n.testers
测试版	n.beta
测量	v.measures@v.measure@n.measurement@v.measured@n.measurements@v.measuring@n.measuring@v.gauge@v.gage@v.surveyed@v.metering@n.surveying@v.gauges
测量仪	n.gage
测量员	n.surveyor@n.surveyors
测验	n.quiz@v.quiz@n.quizzes@v.quizzes@n.quizzes
浏览	v.browse@v.browsing@n.browsing
浏览器	n.browser@n.explorer@n.safari@n.browsers@n.viewers
浓密的	a.dense@a.dense
浓度	n.density@n.concentration@n.concentrations@n.thickness@n.densities
浓的	a.thick
浓缩	v.concentrate@v.condensed@v.condensed@n.enrichment
浓缩咖啡	n.espresso@n.espresso
浓缩液	n.concentrate@n.concentrate
浓缩物	n.concentrates@n.concentrates
浓缩的	a.concentrated@a.concentrated@a.enriched
浦那	n.pune@n.pune
浩劫	n.havoc@n.holocaust@n.havoc
浪涌	n.surge
浪漫	n.romance
浪漫主义者	n.romantics@n.romantics
浪漫派	n.romantics
浪漫的	a.romantic
浪漫的人	n.romantic@n.romantics
浪潮	n.tides
浪费	n.waste@v.waste@v.wasted@v.wastes@v.wasted@v.wastes@v.wasting
浪费的	a.wasted
浮出	v.surface
浮出水面	v.surfaces
浮动	n.float
浮动的	a.floating
浮夸的	a.puffy
浮标	n.floats
浮油	n.slick
浮现	v.emerged@v.emerge@v.emerges@n.emergence@v.emerged@v.emerge@v.emerges
浮肿的	a.puffy
浮雕	n.cameo
浴	n.baths
浴室	n.bath@n.bathroom@n.bathrooms@n.baths@n.baths
浴缸	n.tub@n.bathtub@n.tubs@n.bathtub
浴袍	n.robe
海	n.sea@n.seas@n.seas
海上的	a.nautical
海事的	a.maritime
海产品	n.seafood
海伦	n.helen
海伦娜	n.helena
海关	n.customs
海军	n.navy
海军上将	n.adm@n.admiral@n.adm
海军准将	n.commodore
海军士兵	n.marines
海军的	a.naval
海军陆战队	n.marines@n.marines
海军陆战队员	n.marine@n.marines
海勒	n.heller@n.heller
海员	n.sailor@n.sailors@n.mariner@n.sailor@n.mariners@n.mariner
海啸	n.tsunami@n.tsunami
海因斯	n.hines@n.hines
海因里希	n.heinrich
海地	n.haiti
海地人	n.haitian@n.haitian
海地的	a.haitian@a.haitian
海外的	a.overseas
海岸	n.coast@n.shores@n.coastline@n.shores@n.coasts
海岸的	a.coastal
海岸线	n.coastline@n.shoreline@n.coastline
海峡	n.straits@n.strait@n.straits
海市蜃楼	n.mirage
海底的	a.submarine
海得拉巴	n.hyderabad
海德	n.hyde@n.hyde
海德堡	n.heidelberg
海恩斯	n.haynes@n.haynes
海报	n.poster@n.posters
海拔	n.elevation@n.altitude@n.elevations@n.elevation@n.altitude@n.elevations
海斯	n.hays@n.hayes@n.hays
海明威	n.hemingway
海水的	a.saltwater@a.saltwater
海沃德	n.hayward
海洋	n.sea@n.ocean@n.seas@n.oceans@n.seas@n.oceans
海洋学	n.oceanography@n.oceanography
海洋的	a.marine@a.oceanic@a.oceanic
海洛因	n.heroin
海浪	n.surf
海湾	n.bay@n.gulf@n.cove@n.cove@n.inlet@n.bays
海滨	n.shore@n.waterfront@n.oceanfront@n.riviera@n.seaside@n.oceanfront@n.oceanside@n.beachfront
海滨木板道	n.boardwalk
海滨浴场	n.lido
海滨的	a.oceanfront@a.oceanfront@a.beachfront
海滩	n.beach@n.beaches@n.playa@n.playa
海牙	n.hague@n.hague
海狸	n.beaver@n.beavers@n.beavers
海王星	n.neptune@n.neptune
海登	n.hayden
海盗	n.pirates@n.viking@n.pirate@n.corsair@n.pirates@n.pirate@n.corsair@n.buccaneers
海盗船	n.corsair@n.corsair
海盗行为	n.piracy
海盗队	n.buccaneers
海神	n.neptune@n.triton
海绵	n.sponge
海耶斯	n.hayes
海蒂	n.heidi
海藻	n.algae
海角	n.cape@n.ness@n.ness
海豚	n.dolphin@n.dolphins@n.dolphin@n.dolphins
海豹	n.seal@n.seals@n.seals
海边	n.oceanside
海边的	a.seaside
海运的	a.maritime
海鲜	n.seafood
海鸥	n.gull
海龟	n.turtle@n.turtle@n.turtles
浸	v.dip@v.dip@v.dipped@v.dips@v.dipping
浸信会的	a.baptist
浸泡	n.immersion@v.soak@v.soaked@v.ret@v.steep@n.immersion@v.soak@v.soaked@v.dunk
浸润	n.infiltration
涂层	v.coat@n.coating@v.coats@n.coatings@n.coating@n.coatings
涂层的	a.coated@a.coated
涂抹	v.plaster@v.plaster@v.smear
涂料	n.paints@n.coatings@n.coatings
涂油	v.grease
涂漆的	a.painted
涂焦油	v.tar
涂覆	v.coating@v.coated@v.coating@v.coated
涂鸦	n.graffiti
涂黄油	v.butter
涅槃	n.nirvana@n.nirvana
消亡	n.extinction
消化	v.digest@n.digestion@n.digestion
消化剂	n.digestive
消化的	a.digestive
消化道的	a.gastrointestinal
消失	n.evanescence@v.disappeared@v.disappear@v.disappears@n.disappearance@n.evanescence@v.disappeared@v.disappear@v.disappears@n.disappearance@v.disappearing@v.vanished@v.vanishing
