अँधेरा कमरा	n+m.darkroom
पूज्य	a.venerable
पूडल	n+m.poodle@n+m.poodles
पून	n+m.poon
पूरक	n+m.supplements@n+m.supplement@n+m.complement@a.supplemental@a.complementary@a.supplementary@a.supplemented@n+m.suppl@n+f.supplementation@n+m.complements
पूरक करना	v.supplementing
पूरक किया	v.supplemented
पूरक देता है	v.supplements
पूरक देना	v.supplement
पूरक बना	v.complemented
पूरक होता है	v.complements
पूरक होना	v.complement@v.complementing
पूरकता	n+f.complementarity
पूरा	a.whole@a.entire
पूरा कर रहा	v.accomplishing
पूरा करता है	v.caters@v.accomplishes
पूरा करना	v.complete@v.completing@v.accomplish@v.completes@v.fulfilled@v.fulfilling@v.fulfil@v.complementing@v.fulfils
पूरा किया	v.completed@v.accomplished
पूरी	n+f.puri
पूरी तरह	ad.soundly
पूरी तरह से	ad.fully@ad.completely@ad.totally@ad.entirely@ad.thoroughly@ad.altogether
पूरी श्रेणी	n+m.gamut
पूरे काउंटी में	a.countywide
पूरे दिल से	ad.wholeheartedly
पूरे समय	ad.throughout
पूर्ण	a.full@a.complete@a.completed@a.absolute@a.sheer@a.thorough@a.fuller@a.stark@a.plenary@a.utter@a.outright@a.downright@a.perfected@a.totalled
पूर्ण करना	v.consummate
पूर्ण जाँच करना	v.overhaul
पूर्ण रूप से	ad.perfectly@ad.wholly
पूर्ण सभा	n+f.plenary@n+m.plenum
पूर्णतः	ad.purely@ad.utterly@ad.chock
पूर्णतम	a.fullest
पूर्णतया	ad.radically
पूर्णता	n+f.completion@n+f.perfection@n+f.completeness@n+f.consummation
पूर्णताएँ	n+f.completions
पूर्णतावादी	n+m.perfectionist
पूर्णांक	n+m.integer@n+m.integers
पूर्ति	n+m.fulfilment
पूर्ति करना	v.cater
पूर्व	a.previous@n+m.east@a.prior@a.former@a.earlier@n+m.orient@a.onetime@a.erstwhile@n+m.priors
पूर्व इतिहास	n+f.prehistory
पूर्व उपचार	n+m.pretreatment
पूर्व की ओर	ad.eastward
पूर्व की ओर जाने वाला	a.eastbound
पूर्व छात्र	n+m.alumni@n+m.alum@n+m.alumnus
पूर्व छात्रा	n+f.alumna
पूर्व छात्राएँ	n+f.alumnae
पूर्व निर्धारित	a.prefixed@a.foregone
पूर्व निर्धारित करता है	v.presets
पूर्व परीक्षण	n+m.pretest
पूर्व परीक्षण करना	v.pretest
पूर्व पैक	a.prepackaged
पूर्व मौसम	n+m.preseason
पूर्व मौसम का	a.preseason
पूर्व विद्यालय	n+m.preschools
पूर्व शर्त	n+f.precondition
पूर्व शर्तें	n+f.preconditions
पूर्व संध्या	n+f.eve@n+f.eves
पूर्व से	ad.easterly
पूर्व सैनिक	n+m.veterans@n+m.veteran
पूर्व-भुगतान	a.prepaid
पूर्व-रिलीज़	a.prerelease
पूर्व-विद्यमान	a.preexisting
पूर्व-विद्यालय	a.preschool
पूर्व-सिकुड़ा	a.preshrunk
पूर्वकथा	n+m.prequel
पूर्वकल्पना करना	v.presupposes
पूर्वकल्पित	a.preconceived
पूर्वक्रय	n+f.preemption
पूर्वज	n+m.ancestors@n+m.ancestor@n+m.ascendant@n+m.progenitor@n+m.forefathers@n+m.sires
पूर्वदृष्ट	v.foreseen
पूर्वधारणा	n+f.preconception
पूर्वधारणा करना	v.premised
पूर्वनिर्धारित	a.preset@a.predefined@a.predetermined
पूर्वनिर्धारित करना	v.preset
पूर्वनिर्मित	a.precast@a.prefabricated@n+m.prefab@a.prefab@v.preformed
पूर्वप्रवृत्त	a.predisposed
पूर्वप्रवृत्ति	n+f.predisposition
पूर्वमुखी	a.eastward
पूर्ववत करना	v.undo@v.revert
पूर्ववर्ती	a.preceding@n+m.precursor@a.anterior@n+m.predecessor@n+m.predecessors@n+m.precursors@n+m.antecedent@a.antecedent
पूर्ववर्ती होना	v.precede
पूर्ववृत्त	n+m.antecedents
पूर्वव्यापी	a.retrospective
पूर्वव्यापी रूप से	ad.retroactively@ad.retrospectively
पूर्वसर्ग	n+m.preposition@n+m.prepositions
पूर्वसूचना देना	v.bode
पूर्वस्कूली बच्चा	n+m.preschooler
पूर्वाग्रह	n+m.bias@n+m.prejudice@n+m.biases@n+m.prejudices
पूर्वाग्रहग्रस्त	a.prejudiced
पूर्वाग्रही	a.prejudicial
पूर्वानुमान	n+m.forecast@n+f.forecasting@n+f.prognosis
पूर्वानुमान करता है	v.forecasts
पूर्वानुमान करना	v.forecasting@v.foresee
पूर्वानुमान लगाना	v.forecast
पूर्वानुमान संबंधी	a.prognostic
पूर्वानुमानकर्ता	n+m.predictor@n+m.forecaster@n+m.forecasters
पूर्वानुमानित	a.predicted@a.foreseen
पूर्वानुमानी	a.anticipatory
पूर्वानुमेय	a.foreseeable
पूर्वानुमेयता	n+f.predictability
पूर्वापेक्षा	n+f.prerequisite
पूर्वापेक्षाएँ	n+f.prerequisites
पूर्वाभ्यास करना	v.rehearsing
पूर्वाभ्यास किया	v.rehearsed
पूर्वावलोकन	n+m.preview@n+m.previews@n+f.retrospective@n+m.retrospect
पूर्वावलोकन करता है	v.previews
पूर्वावलोकन करना	v.preview@v.previewing
पूर्वावलोकन किया	v.previewed
पूर्वावश्यक	a.prerequisite
पूर्वी	a.east@a.eastern@a.oriental@a.easterly
पूर्वोक्त	a.foregoing
पूर्वोदाहरण	n+m.precedents
पूल	n+m.pool@n+m.pools@n+m.poole
पूल किनारे का	a.poolside
पूल के किनारे	n+m.poolside
पूह	n+m.pooh
पृथक	n+m.isolates@a.segregated
पृथक करने योग्य	a.separable
पृथक वस्तु	n+m.isolate
पृथक्करण	n+m.separation
पृथ्वी	n+f.earth@n+f.globe@n+f.terra@n+f.earths
पृथ्वी का	a.terran
पृथ्वीवासी	n+m.terran
पृष्ठ	n+m.page@n+m.pages
पृष्ठ का पिछला भाग	n+m.verso
पृष्ठपोषक	n+m.backer
पृष्ठभूमि	n+m.background@n+f.backgrounds@n+f.backing@n+m.backdrop@n+m.backdrops@n+m.backgrounder
पृष्ठभूमि कथा	n+f.backstory
पृष्ठांकन	n+f.pagination
पृष्ठांकित	a.paged
पृष्ठीय	a.dorsal
पेंग	n+m.peng
पेंगुइन	n+m.penguin@n+m.penguins
पेंच	n+m.screw@n+m.screws
पेंच कसना	v.screw
पेंच लगा रहा	v.screwing
पेंच लगाना	v.screws
पेंट	n+m.paint
पेंटबॉल	n+m.paintball
पेंटब्रश	n+m.paintbrush
पेंटर	n+m.painter
पेंटहाउस	n+m.penthouse
पेंटाकल	n+m.pentacle
पेंटागन	n+m.pentagon
पेंटिंग	n+f.painting@n+f.paintings
पेंटियम	n+m.pentium
पेंटीहोज़	n+f.pantyhose
पेंटेकोस्ट	n+m.pentecost
पेंटेकोस्टल	a.pentecostal
पेंटैक्स	n+m.pentax
पेंडुलम	n+m.pendulum
पेंडेंट	n+m.pendant@n+m.pendants
पेंड्रैगन	n+m.pendragon
पेंदी	n+f.bilge
पेंशन	n+f.pension@n+f.pensions
पेंशनभोगी	n+m.pensioners@n+m.pensioner
पेंशनयोग्य	a.pensionable
पेंस	n+m.pence
पेंसाकोला	n+f.pensacola
पेंसिल	n+f.pencil@n+f.pencils
पेंसिल्वेनिया	n+m.pennsylvania
पेई	n+m.pei
पेओरिया	n+f.peoria
पेकन	n+m.pecan
पेकान	n+m.pecans
पेकिंग	n+m.peking
पेकिन	n+m.pekin
पेकोस	n+m.pecos
पेक्टिन	n+m.pectin
पेक्टोरल	n+m.pec
पेक्वॉट	n+m.pequot
पेगासस	n+m.pegasus
पेगी	n+f.peggy
पेचकस	n+m.screwdriver@n+m.screwdrivers
पेचदार	a.helical
पेचिश	n+f.dysentery
पेचीदा	a.intricate
पेज	n+f.paige
पेज करना	v.paging
पेज किया	v.paged
पेजर	n+m.pager@n+m.pagers
पेजिंग	n+f.paging
पेट	n+m.belly@n+m.stomach@n+m.tummy@n+m.abdomen@n+m.bellies@n+m.tum@n+m.maw@n+m.stomachs
पेट की मांसपेशियां	n+m.abs
पेट दर्द	n+m.colic
पेट वाला	a.bellied
पेटर	n+m.petter
पेटागोनिया	n+f.patagonia
पेटी	n+f.belt@n+f.chest@n+f.trunks@n+m.crates@n+f.casket@n+f.belting
पेटी बांधना	n+m.buckling
पेटीकोट	n+m.petticoat
पेटूनिया	n+f.petunia
पेटेंट	n+m.patent@n+m.patents
पेटेंट कराना	v.patent@v.patenting
पेटेंट प्राप्त	a.patented
पेट्रा	n+f.petra
पेट्री	n+m.petrie
पेट्रीशिया	n+f.patricia
पेट्रेल	n+m.petrel
पेट्रोरसायन	n+m.petrochemical@n+m.petrochemicals
पेट्रोरासायनिक	a.petrochemical
पेट्रोल	n+f.gasoline@n+m.petrol
पेट्रोलियम	n+m.petroleum
पेड़	n+m.tree@n+m.trees
पेड़ों की कटाई कला	n+m.topiary
पेड़ों से ढका	a.wooded
पेडीक्योर	n+m.pedicure@n+f.pedicures
पेडोमीटर	n+m.pedometer@n+m.pedometers
पेड्रो	n+m.pedro
पेन	n+m.pen@n+m.penn@n+m.payne@n+m.paine
पेनज़ेंस	n+m.penzance
पेनल्टी	n+m.penalty
पेना	n+m.pena@n+f.penna
पेनांग	n+m.penang
पेनिंगटन	n+m.pennington
पेनिसिलिन	n+m.penicillin
पेनी	n+f.penny@n+m.penney
पेनेलोप	n+f.penelope
पेनोब्स्कॉट	n+m.penobscot
पेपर	n+m.paper@n+m.papers
पेपरबैक	n+m.paperback@n+m.paperbacks@n+m.softcover
पेपरबोर्ड	n+m.paperboard
पेपरवेट	n+m.paperweight@n+m.paperweights
पेपरोनी	n+m.pepperoni
पेपिन	n+m.pepin
पेपिस	n+m.pepys
पेपैल	n+m.paypal
पेप्टाइड	n+m.peptide
पेप्टाइड्स	n+m.peptides
पेप्टिक	a.peptic
पेप्टिडेज	n+m.peptidase
पेप्सी	n+f.pepsi
पेफोन	n+m.payphone
पेम्ब्रोक	n+m.pembroke
पेय	n+m.drink@n+m.drinks@n+m.brews
पेय पदार्थ	n+m.beverage@n+m.beverages
पेरा	n+f.pera
पेरिडॉट	n+m.peridot
पेरिन	n+m.perrin
पेरियर	n+m.perrier
पेरिस	n+m.paris
पेरिस का	a.parisian
पेरिसवासी	n+m.parisian
पेरिस्कोप	n+m.periscope
पेरी	n+m.perry
पेरुजिया	n+f.perugia
पेरू	n+m.peru
पेरूवी	a.peruvian@n+m.peruvian
पेरेंटिंग	n+f.parenting
पेरेज़	n+m.perez
पेरोक्साइड	n+m.peroxide
पेरोक्सिडेज़	n+f.peroxidase
पेरोट	n+m.perot
पेर्डिडो	n+m.perdido
पेलहैम	n+m.pelham
पेला	n+f.pella
पेलिकन	n+m.pelican@n+m.pelicans
