12	n.twelve
linh hồn	n.anima@n.spirits@n.soul@n.souls
linh miêu	n.bobcat@n.lynx@n.bobcats
linh mục	n.priest@n.chaplaincy@n.priests
linh tinh	a.miscellaneous@a.misc
linh tri	a.gnostic
linh trưởng	n.primate@n.primates
linh vật	n.mascots@n.mascot
lino	n.lino
linux	n.linux
lipase	n.lipase
lipid	n.lipids@n.lipid
lipoprotein	n.lipoprotein@n.lipoproteins
lira	n.lire@n.lira
listeria	n.listeria
litas	n.litas
lithium	n.lithium
livre	n.livre
liên bang	n.confederacy@n.confederations@n.federation@n.confederation@a.federated@a.interstate@a.federal
liên bang hóa	v.federated
liên bào	a.intercellular
liên chính phủ	a.intergovernmental
liên chủng tộc	a.interracial
liên cá nhân	a.interpersonal
liên cầu	a.streptococcal
liên cầu khuẩn	n.strep@n.streptococcus
liên doanh	n.ventures
liên hiệp	v.syndicated@n.consortium@n.coalition@n.commonwealth
liên hành tinh	a.interplanetary
liên hệ	v.contact@n.contact@v.contacted@v.contacting@n.contacts
liên hợp	vt.conjugated@vt.conjugates@n.conjugation@n.adjoint
liên kết	v.linking@n.linking@vt.associating@vt.interlink@n.enlaces@a.connective@v.hyperlink@n.bonding@v.bonding@n.link@v.link@n.affiliation@n.affiliations@n.bindings@n.linkage@n.linkages@n.links@v.syndicate@v.associate@v.associates@n.syndication@v.affiliate@a.affiliated@v.affiliated@vt.linked
liên kết nóng	n.hotlink
liên lạc	vt.liaise@n.liaison
liên lạc nội bộ	n.intercom
liên lục địa	a.intercontinental
liên minh	n.coalitions@n.coalition@n.confederate@a.confederate@n.alliances@n.bloc@v.allies@v.ally@n.union@n.unions@v.allied@n.alliance
liên ngành	a.interdisciplinary
liên ngân hàng	a.interbank
liên phòng ban	a.interdepartmental
liên quan	v.relate@v.involve@v.involves@v.involving@v.pertaining@v.relates@vt.pertain@vt.pertains@n.relevancy@a.involved@a.associated@a.pertinent@a.rel@a.related@a.relevant@a.germane@n.relatedness@vt.relating
liên quan lẫn nhau	a.interrelated
liên quan đến	prep.respecting
liên quan đến nghề nghiệp	a.occupational
liên thiên hà	a.intergalactic
liên thành phố	a.intercity
liên tiếp	ad.consecutively@ad.successively@a.consecutive@a.successive
liên trường	a.intercollegiate
liên tôn	a.interfaith
liên tục	a.sustained@a.sustaining@n.continuum@ad.consistently@ad.constantly@ad.continually@ad.continuously@ad.repeatedly@a.perpetual@a.continual@a.constant@n.continua@a.continuous
liên từ	n.conjunction
liên đoàn	n.federations@n.federation
liếc	vt.glanced@vt.glances@vt.glancing
liếc mắt	vt.leer
liếc nhìn	v.glance
liếm	v.lick@v.licked@v.licking@vt.licks@n.licks@vt.rimming@vt.lapped
liếm âm đạo	n.cunnilingus
liềm	n.sickle@n.scythe
liền kề	a.adjacent@n.adjacency
liền mạch	ad.seamlessly@a.seamless
liều	n.dose
liều lĩnh	ad.recklessly@a.desperate@a.reckless
liều lượng	n.dosages@n.dose@n.doses@n.dosage
liệt	n.palsy@n.paralysis
liệt dương	n.impotence
liệt kê	v.enumerated@v.itemize@vt.enumerate@n.enumeration@v.list@v.lists
liệt kê chi tiết	vt.itemized
liệt sĩ	n.martyr@n.martyrs
liệu pháp	n.therapies@n.treatments
liệu pháp hương thơm	n.aromatherapy
liệu pháp miễn dịch	n.immunotherapy
lo lắng	v.worry@v.worries@v.worrying@a.worrying@vt.fret@n.fret@a.alarmed@vt.frets@n.anxieties@n.jitters@ad.anxiously@ad.nervously@n.anxiety@n.angst@n.trepidation@a.worried@v.worried@a.nervous@a.anxious@a.apprehensive@n.qualms
loa	n.loudspeaker@n.loudspeakers@n.speaker@n.speakers
loa ngoài	n.speakerphone
loa treble	n.tweeters@n.tweeter
loa trầm	n.woofers@n.woofer
loanh quanh	vt.putter
logarit	n.logarithm@a.logarithmic
logic	n.logic@a.logical
logistics	n.logistics
logo	n.logo@n.logos@n.logotype
lon	n.can@n.cans
london	n.london
long trọng	ad.solemnly
los	n.los
loti	n.loti
louis	n.louis
louisiana	n.louisiana
loup	n.loup
loài	n.species
loài bò sát	n.reptiles
loài người	n.humankind@n.mankind@n.humans
loãng	a.dilute
loãng xương	n.osteoporosis
loét	a.ulcerative@n.ulcer@n.ulcers
loại	v.disqualify@vt.disqualified@n.disqualification@n.ilk@n.strikeouts@n.sort@n.sorts@n.type@n.kind@n.kinds@n.types@n.varieties
loại bỏ	v.rid@v.eliminate@v.removing@v.eliminated@v.discard@v.eliminates@v.eliminating@v.removes@vt.culled@vt.culling@vt.discarding@vt.discards@vt.sidelines@v.scrap@n.elimination@n.removal
loại hình	n.typology
loại thải	vt.cull
loại trừ	v.exclude@v.excluded@v.excludes@v.eliminate@v.excluding@n.debarment@n.exclusion@n.exclusions@a.exclusionary
loạn dưỡng	n.dystrophy
loạn luân	n.incest
loạn lạc	a.promiscuous
loạn nhịp tim	n.arrhythmia
loạn sản	n.dysplasia
loạn thần	a.psychotic@n.psychosis
loạn thần kinh	n.neurosis
loạn thị	n.astigmatism
loạn trí	vt.deranged
loạng choạng	v.stagger
loạt	n.volley@n.series
loạt đạn	n.salvo
lu	n.steamroller
luciferase	n.luciferase
lucite	n.lucite
lui tới	v.frequent
lumen	n.lumen@n.lumens
lung lay	v.sway@vt.swayed
lung linh	vt.shimmering@a.shimmering
lux	n.lux
luyện kim	n.metallurgy@a.metallurgical
luyện ngục	n.purgatory
luân hồi	n.reincarnation@n.samsara
luân phiên	a.rotating@n.rotation@n.alternation
luôn luôn	ad.always@ad.invariably
luận tội	vt.impeach@vt.impeached@n.impeachment
luận văn	n.thesis
luận án	n.dissertations@n.thesis@n.dissertation@n.theses
luật	n.statute@n.statutes@n.law@n.laws
luật Hồi giáo	n.sharia
luật gia	n.jurist@n.jurists
luật học	n.jurisprudence
luật sư	n.counsels@n.barrister@n.barristers@n.counsel@n.attorney@n.attorneys@n.esq@n.lawyer@n.lawyers@n.solicitor@n.solicitors
luồn lách	v.worm
luồng	n.threads
luồng khí	n.airflow
luộc	v.boiled@vt.poached
ly	n.glass@n.glasses
ly giải	n.lysis
ly hôn	n.divorces@vt.divorces@n.divorce@v.divorce@v.divorced
ly hợp	n.clutches@n.clutch
ly kỳ	a.thrilling
ly rượu	n.goblets
ly rượu Hy Lạp	n.kylix
ly thủy tinh	n.tumbler
ly tâm	a.centrifugal
lysine	n.lysine
lysozyme	n.lysozyme
là	v.am@v.are@v.be@v.is@v.ser@vt.esse@vt.twas@vt.wert@v.iron
là của	v.belong
là nạn nhân	vt.victimized
làm	v.make@v.do@v.does@v.makes@vt.dost@vt.doth
làm buồn	vt.saddened@vt.upsets@vt.upsetting
làm buồn cười	v.amusing
làm bão hòa	v.saturated
làm bất an	vt.unsettling
làm bất lợi	vt.handicapping
làm bẩn	vt.fouled@vt.fouling@vt.tain@v.smudge@v.stain@v.soils@v.stained@v.blot@vt.soiling
làm bằng tay	a.handcrafted
làm bị thương	vt.injure@vt.injures@vt.injuring@vt.wounding@v.wound@v.wounds@v.injured@v.wounded
làm bối rối	vt.baffle@vt.baffles@vt.baffling@vt.bewildering@vt.disconcerting@vt.perplexing@v.puzzle@v.puzzles@v.confusing@v.confused
làm bừa bộn	vt.messing@v.mess
làm bực	vt.vexed@vt.peeves
làm bực bội	vt.exasperated
làm cha mẹ	n.parenting@n.parenthood
làm cho	v.render
làm choáng	vt.dazzle@n.dazzle@vt.stun
làm choáng váng	v.daze
làm chán	v.bore@vt.bores@v.bored
làm chán nản	v.depress
làm chậm	vt.retard@v.slow
làm chắc	vt.firming
làm chủ	v.mastered@v.masters
làm chứng	v.testify@v.testified@vt.testifies@vt.testifying
làm có lỗi	v.flaw
làm cùn	v.dull
làm căng	v.strain@v.tense
làm cảnh quan	vt.landscaped
làm cứng	v.hardened@vt.harden@vt.hardening
làm cửa sổ	vt.windowing
làm dày	vt.thickened@vt.thickening@vt.thickens
làm dấu thánh giá	v.sain
làm dễ	v.ease
làm dễ dàng	vt.eases
làm dịu	v.calm
làm giàu	v.enriched@v.enrich@vt.enriching@n.enrichment@vt.enriches
làm gián đoạn	v.disrupt
làm giả	vt.counterfeiting@vt.counterfeit@n.forgery@v.fake
làm giảm	vt.alleviated@vt.detract
làm giận	v.anger@v.incense
làm gốm	v.potter
làm gợn sóng	vt.ruffle
làm hoạt hình	v.animated
làm hài lòng	vt.gratifying@vt.pleases@v.please@v.pleased
làm héo	vt.blight
làm hư hại	v.damages
làm hư hỏng	vt.corrupting
làm hại	vt.harms@vt.harmed@v.damaging
làm hỏng	v.spoil@vt.botched@vt.marred@vt.blemish@vt.muff@vt.spoils@v.damage@v.corrupt@v.bungle
làm hồi hộp	vt.thrills
làm im lặng	vt.silenced@vt.silencing@v.silence
làm kem	vt.creamed
làm khiêm tốn	v.humble
làm khó chịu	v.upset@v.irritate
làm khô	v.drying@v.dried@v.dry
làm khối lập phương	vt.cubed
làm kinh ngạc	vt.amaze@vt.amazes@vt.boggling@v.amazed
làm kiệt sức	vt.exhausting@vt.exhausts@vt.saps@v.exhaust@v.exhausted
làm kính sợ	v.awe
làm kết tủa	vt.precipitate@vt.precipitated
làm loãng	vt.thinned
làm lu mờ	vt.overshadowed
làm luật	v.legislate
làm lõm	v.dent
làm lùn đi	vt.dwarfs
làm lại	v.remake@n.remake@v.remastered@vt.redo@vt.redone@vt.remade@vt.remaking@vt.rework@vt.reworked@vt.reworking@n.remakes
làm lạnh	v.chill@vt.chills@vt.refrigerate@vt.refrigerated@vt.ices@n.refrigeration@a.chilled
làm lạnh quá mức	v.supercool
làm lệch hướng	v.deflect
làm lộn xộn	v.messed@vt.cluttered@vt.muss@v.jumble@v.clutter
làm ma cô	v.pimp
làm mát	vt.cools@n.cooling
làm mê hoặc	v.charms
làm móng	n.manicures
làm móng chân	n.pedicure@n.pedicures
làm móng tay	n.manicure@vt.manicure
làm mù	vt.blinded@vt.blinding@v.blinds@v.blind
làm mất khả năng	vt.incapacitated
làm mất uy tín	vt.discredit@vt.discredited
làm mẫu	v.model@n.modelling
làm mẹ	n.motherhood
làm mềm	vt.soften@vt.softened@vt.softening@vt.softens
làm mệt	vt.tiring
làm mịn	v.smoothing@vt.smoothed@v.smooth
làm mỏng	vt.thinning
làm mới	v.refresh@v.renew@vt.refreshed@vt.refreshes@v.refreshing
làm mờ	vt.blurring@v.dim@vt.dimming
làm nghèo	vt.impoverished
làm nguội	v.cooled@v.cooling
làm ngạc nhiên	v.surprise@v.surprises@v.surprised@v.surprising
làm ngạt	vt.smother
làm ngập	v.floods
làm ngập lụt	v.swamp
làm ngọt	vt.sweetened
làm nhiễm	vt.contaminating@v.contaminate
làm nhăn	vt.creased@vt.creasing@vt.ruffles
làm nhạt nhẽo	vt.pall
làm nhỏ đi	v.dwarf
làm nhục	vt.humiliated@a.humiliating@v.humiliate
làm nâu	v.browning
làm nó	vt.doit
làm nóng	vt.heats@v.heat@v.heated
làm nóng trước	v.preheat
làm nản lòng	v.discourage@vt.discourages@vt.discouraging@vt.dismayed
làm nền tảng	vt.underpins
làm nổi	vt.buoy
làm nổi bật	v.highlighting@n.highlighting@v.highlight@v.highlighted@v.highlights
làm nổi tiếng	v.renowned
làm phim	n.filmmaking
làm phiền	v.bother@v.bothered@v.annoy@v.disturb@v.vex@vt.annoys@vt.bothering@vt.bothers@v.inconvenience@v.troubles@v.hassle@v.annoying@v.disturbing@v.troubled@v.disturbed@vt.disturbs
làm phát điên	v.madden
làm phân tâm	vt.distracting
làm phấn khích	v.thrill
làm phẳng	vt.flatten@vt.flattened@vt.flattening
làm phức tạp	vt.complicate@v.complicated
làm quan tâm	v.interest
làm quen	v.acquaint@v.familiarize
làm rõ	v.clarified@v.clarify@vt.clarifies@vt.clarifying@n.clarifications@n.clarification@vt.demystifying
làm rối	vt.tangle@vt.confuses@n.obfuscation
làm rối loạn	v.confound@vt.confounded
làm rỗng	vt.emptied@vt.emptying
làm sai	vt.wrongs@vt.wronged
làm sai lệch	vt.pervert
làm sao lãng	vt.distract
làm say mê	v.charm
làm sinh động	vt.animate
làm suy giảm	vt.degrade@vt.degrading
làm suy yếu	vt.attenuated@vt.impair@vt.undermined@vt.undermining@v.sap@v.impaired
làm sàn	vt.floored
làm sáng	v.lighten@vt.brighten@vt.lightening@vt.brightening
làm sáng tỏ	vt.elucidate
làm sâu	vt.deepen@vt.deepening
làm săn chắc	vt.toned
làm sạch	vt.cleans@vt.cleanse@vt.cleansed@n.cleansing@v.cleansing@n.cleaning
làm sọc	v.striped
làm sốc	v.shock@v.shocked
làm sống động	vt.animating
làm sợ	v.scare@vt.frighten@vt.scaring@vt.spooks@v.spook@v.scared
làm thêm	v.moonlight
làm thêm giờ	n.overtime@ad.overtime
làm thơm	v.scented
làm thất vọng	vt.dismay@v.disappointed@v.frustrated@v.disappointing@v.frustrating@v.frustrate
làm thẳng	v.straighten@vt.straightened@vt.straightening
làm thỏa mãn	v.satisfying
làm thủ công	a.handmade@v.handcrafted
làm thủng	v.puncture@v.riddle
làm tiêu đề	vt.headlining
làm tràn đầy năng lượng	vt.energize
làm tròn	v.rounding@v.rounds@v.rounded
làm trầm cảm	v.depressed
làm trầm trọng	vt.aggravating@vt.exacerbated
làm trầm trọng thêm	v.aggravate@v.exacerbate
làm trắng	v.whitening
làm trọng tài	v.referee
làm trống	vt.blanking@vt.empties@v.empty
làm tàn phế	vt.cripple@vt.crippling
làm tàn tật	vt.crippled@vt.maimed
làm tình	v.fuck
làm tóc	n.hairdressing
làm tăng	v.compound
làm tỉnh táo	vt.sobering
làm tổ	n.nesting@v.nesting@v.nested
làm tổn thương	v.hurt@vt.aggrieved
làm tức giận	vt.angered@vt.angers@vt.enraged
làm tự do	vt.freelancing@v.freelance
làm việc	v.works@v.work
làm việc chăm chỉ	vt.plied
làm việc nhóm	n.teamwork
làm việc quá sức	vt.overworked
làm việc từ xa	vt.telecommuting
làm việc vất vả	v.slog
làm vui	vt.amuse@v.delight@v.delighted
làm vườn	n.gardening
làm xa lánh	vt.alienated
làm xanh	vt.greening
làm xong	vt.undone
làm xuống cấp	vt.degrades
làm xù	vt.ruffled
làm xấu	vt.defaced
làm xấu hổ	vt.embarrass@v.shame@vt.shamed
làm xấu đi	vt.worsen
làm xỉn	vt.tarnished@v.tarnish
làm yếu	vt.nerf@vt.weaken@vt.weakening@vt.weakens
làm ô nhiễm	vt.tainted@v.taint
làm ô nhục	vt.disgrace
làm ô uế	vt.sully
làm ăn	v.fare@v.fares
làm đau	v.hurt@v.hurts@v.hurting@vt.ail@vt.galls
làm đau khổ	vt.afflicted@vt.distressing@v.distress
làm đau đớn	vt.wrenching
làm đen	vt.blackened
làm đặc	v.thicken
làm đẹp	n.beautification@v.beautify
làm đều	vt.evens
làm ơn	ad.please
làm ướt	vt.wetting@v.wet
làm ấm	vt.warms@v.warming@v.warm
làm ẩm	v.dampen@vt.dampening@vt.hydrate
làn	n.whiff
làn đường	n.carriageway@n.lane@n.lanes
làn đạn chéo	n.crossfire
làng	n.village@n.villages
làng nhỏ	n.hamlet
lành mạnh	a.healthful@a.wholesome@a.sound
lành nghề	a.skilled
lành tính	a.benign
lá	vt.leaved@n.leaf@a.foliar@n.leaves
lá chắn	n.shields
lá cây	n.foliage
lá cỏ ba lá	n.shamrock
lá kim	a.coniferous
lá kim loại	n.foils@n.foil
lá lách	n.spleen
lá phiếu	n.ballots@n.ballot
lá rộng	n.broadleaf
lá sen	n.senna
lác đác	a.sporadic
lách	vt.circumvent
lách luật	n.circumvention
lái	v.steer@vt.steers@vt.piloted@vt.steered@v.pilot@n.steering@v.steering
lái thử	v.pilots
lái tàu	n.tiller
lái xe	v.drive@v.drove@n.driving@v.drives@n.motoring@v.motoring
láng giềng	a.neighbouring
láo lếu	a.sassy
lát	v.pave@v.paved@vt.paves@n.slices@n.slice@v.paving
lát gạch	vt.tiling@vt.tiled
lát lại	vt.resurfacing@n.resurfacing
lát đá cuội	vt.cobbled
lát đường	n.paving
láu lỉnh	a.cheeky
lâm nghiệp	n.forestry
lâm sàng	a.clinical
lâu	ad.long
lâu dài	a.lasting@a.durable
lâu năm	a.perennial@a.longtime
lâu đài	n.chateaux@n.castle@n.castles@n.chateau
lâu đời	a.longstanding
lây	a.communicable@a.contagious
lây lan	n.contagion
lây nhiễm	v.infect@vt.infecting@vt.infects@a.infective
lây qua đường nước	a.waterborne
lãi suất	n.interest
lãng mạn	a.romantic@n.romance
lãng phí	v.wasting@v.wasted@a.wasteful@n.wastage@v.waste@v.wastes
lãng quên	n.oblivion
lãnh chúa	n.liege@n.overlord@n.warlord@n.warlords@n.lords@n.lord
lãnh sự	n.consul@a.consular
lãnh sự quán	n.consulates@n.consulate
lãnh thổ	n.territories@a.territorial@n.territory
lãnh tụ	n.duce
lãnh đạo	n.leader@n.leaders@n.leadership
lãnh địa	n.manor
lão hóa	v.ageing@n.aging
lão khoa	n.geriatrics@n.gerontology@a.geriatric
lén lút	v.sneak@a.sneaky
lê	n.pears
lên	v.rising@v.ascending@vt.ascend@vt.ascended@a.ascendant@prep.onto@ad.up@prep.up
lên bờ	n.landfall
lên dốc	ad.uphill@a.uphill
lên kế hoạch	v.plan@v.plans@vt.planned
lên lịch	v.schedule@v.schedules@vt.scheduled
lên lịch lại	v.reschedule@vt.rescheduling
lên men	vt.fermented@n.fermentation@n.ferment@v.ferment
lên tiếng	v.voiced@vt.voicing@v.voices
lên trên	ad.upward
lên tàu	vt.boarded@n.boarding@v.boarding
lên tới	v.amounted@vt.amounting
lên án	v.condemned@v.condemn@vt.condemning@vt.condemns@n.condemnation
lính	n.soldier@n.soldiers@n.trooper
lính bộ binh	n.musketeers
lính canh	n.sentinel
lính cứu hỏa	n.fireman@n.firemen@n.firefighter@n.firefighters
lính dân quân	n.minutemen
lính dự bị	n.reservists
lính gác	n.sentry@n.sentinels
lính thủy đánh bộ	n.marine
lính đánh thuê	n.mercenary@n.mercenaries
lít	n.litre@n.litres
lò	n.furnaces@n.oven@n.furnace
lò gạch	n.brickyard
lò hỏa táng	n.crematorium
lò luyện	n.smelter
lò mổ	n.slaughterhouse
lò nung	n.kilns@n.kiln
lò nướng	n.roaster@n.roasters@n.oven@n.ovens
lò nướng bánh mì	n.toasters
lò phản ứng	n.reactor@n.reactors
lò quay	n.rotisserie
lò sưởi	n.mantel@n.fireplace@n.fireplaces@n.hearth@n.ingle
lò vi sóng	n.microwave@n.microwaves
lò đốt	n.firebox@n.incinerator@n.incinerators
lòng	n.hearts
lòng anh hùng	n.heroism
lòng biết ơn	n.appreciation@n.gratitude
lòng bàn tay	n.palms@n.palm
lòng dũng cảm	n.courage
lòng mộ đạo	n.piety
lòng nhân từ	n.benevolence
lòng nhân đạo	n.humanity
lòng ruột	n.bowel
lòng sông	n.riverbed
lòng thương xót	n.mercy@n.mercies
lòng tin	n.trust@n.fides
lòng trung thành	n.loyalties@n.allegiance@n.loyalty
lòng trắc ẩn	n.compassion
lòng tốt	n.goodness@n.kindness
lòng từ thiện	n.charity
lòng vị tha	n.altruism
lòng yêu nước	n.patriotism
lòng đỏ trứng	n.yolk@n.yolks
lòng ống	a.luminal
lóe	n.flashing@v.flash
lóe lửa	a.sparky
lóe sáng	n.glint@v.glint@v.flashes
lóng ngóng	vt.fumble@n.fumble@vt.bumble@vt.fumbles
lót	v.lining
lót giày	n.insoles
lô	n.batches@n.batch
lô hàng	n.consignments@n.shipment@n.shipments
lô hội	n.aloe
lôgarit	n.logarithms
lôgia	n.loge
lôi	v.lug@v.drag
lôi cuốn	a.charismatic
lôi kéo	v.solicit@vt.entice
lông	n.feathers@n.hairs
lông angora	n.angora
lông cứng	n.bristles@n.bristle
lông cừu	n.fleeces@n.fleece@n.wool
lông cừu angora	n.mohair
lông mi	n.lash@n.lashes@n.eyelashes@n.eyelash
lông mu	n.pubes
lông mày	n.brows@n.eyebrow@n.eyebrows@n.brow
lông thú	n.furs@n.fur@a.furry
lông tơ	n.fuzz
lông vũ	n.plumes@n.quill@n.feather@n.plume@n.quills
lõi	n.core@n.cores
lõm	a.concave@a.recessed
lùi	a.retrograde@ad.backwards
lùi lại	vt.receding
lùm cây	n.grove
lúa miến	n.sorghum
lúa mì	n.wheat
lúa mạch	n.barley
lúa mạch đen	n.rye
lúa nước	n.paddy
lúc	n.moments
lúc yên lặng	n.lull
lúc đầu	ad.initially
lúm đồng tiền	n.dimples
lúng túng	vt.fumbling
lý do	n.grounds@n.rationale@n.reason@n.reasons@n.rationales
lý giải	v.explains
lý luận	vt.reasoned@n.reasoning@v.reasoning@a.theoretical
lý lịch	n.background@n.vitae
lý thuyết	n.theories@n.theory@a.theoretical@a.theoretic
lý trí	n.rationality
lý tưởng	a.idealistic@n.ideals@ad.ideally@a.ideal@n.ideal
lý tưởng hóa	vt.idealized
lý đen	n.cassis
lăn	v.rolling@a.rolling@v.roll@v.rolls@v.rolled@v.trundle@vt.tumbled
lăng kính	n.prism@a.prismatic@n.prisms
lăng mạ	a.abusive
lăng mộ	n.tombs@n.tomb@n.mausoleum
lĩnh vực	n.realm@n.domain@n.field@n.fields@n.realms@n.sector@n.sectors@n.sphere
lĩnh vực phụ	n.subfield
lũ	n.flood@n.spate
lũ lụt	n.deluge@n.flooding@n.floods
lơ lửng	v.hover@vt.hovered@vt.hovering
lưng	a.dorsal@n.backs@n.back
lưng gù	n.humpback
lưng lạc đà	n.camelback
lưng ngựa	n.horseback
lưu	v.save@v.saves
lưu biến học	n.rheology
lưu cache	v.cached
lưu diễn	vt.toured
lưu huỳnh	n.brimstone@n.sulphur
lưu hành	v.circulated@v.circulating
lưu kho	v.warehousing
lưu thông	vt.circulate@n.circulation
lưu trú	v.stayed@v.staying@n.sojourn
lưu trữ	v.storing@n.storing@v.archived@n.archive@v.archive@n.archiving@v.archiving@n.hosting@n.archives@n.storage@v.store@a.archival
lưu vực	n.catchments@n.basin@n.basins@n.catchment
lưu ý	a.mindful
lưu đày	vt.exiled@vt.exiles@n.exile
lưu đệm	v.caching
lưu đồ	n.flowchart
lươn	n.eel@n.eels
lương	n.pay@n.wage@n.wages@n.salary
