29	n.xxix
مالڈاویا	n+f.moldavia
مالڈون	n+m.maldon
مالڈوناڈو	n+m.maldonado
مالڈووا	n+f.moldova
مالک	n+m.owner@n+m.lord@n+m.boss@n+m.bosses@n+m.proprietor@n+m.possessor
مالک تھا	v.owned
مالک مکان	n+m.landlords
مالک ہونا	v.own@v.owning@v.possessing
مالک ہے	v.owns
مالکان	n+m.owners@n+m.proprietors
مالکن	n+f.mistress
مالی	a.financial@n+m.mali@n+m.gardener@n+m.gardeners@a.pecuniary
مالی اعانت کی	v.financed
مالی امداد دی	v.funded
مالی امداد دینا	v.subsidised
مالی امداد یافتہ	a.funded@a.financed
مالی طور پر	ad.financially
مالی مدد دیتا ہے	v.finances
مالی مدد کر رہا ہے	v.financing
مالی مدد کرنا	v.finance
مالی معاونت	n+f.financing
مالیات	n+f.finance@n+m.finances
مالیاتی	a.financial@a.fiscal@a.monetary
مالیاتی طور پر	ad.fiscally
مالیبو	n+m.malibu
مالیکیول	n+m.molecules@n+m.molecule
ماما	n+f.mama
مامبو	n+m.mambo
مامور	a.deployed
ماموں	n+m.uncle@n+m.uncles
مان گئے	int.touche
مانا	n+f.mana
مانا جانے والا	a.regarded
ماناگوا	n.managua
مانتا ہے	v.believes
ماند	n+f.den
ماند کرنا	v.overshadowed
مانسون	n+m.monsoon
مانع حمل	n+f.contraception@a.contraceptive@n+m.contraceptive
مانع حمل ادویات	n+m.contraceptives
ماننا	v.comply
ماننے والا	n+m.believer
مانٹا	n+f.manta
مانٹوا	n.mantua
مانچسٹر	n+m.manchester
مانچو	n+m.manchu
مانگا	n+m.manga
مانگا ہوا	a.demanded
مانگتا ہے	v.asks@vt.requisitions
مانگنا	v.exact@v.requiring@v.requisition
مانی	n+m.mani
مانیٹر	n+m.monitor
مانیٹرز	n+m.monitors
مانیٹوبا	n+m.manitoba
مانے	n+m.manet
ماوئی	n+m.maui
ماورا ہونا	v.transcending
ماوراء النفسیات کے ماہر	n+m.psychics
ماورائی	a.transcendental@a.transcendent
ماورائی نفسیات	n+f.parapsychology
ماورائے زمین	n+m.extraterrestrial
ماورائے فطرت	a.paranormal
ماورو	n+m.mauro
ماوری	n+m.maori@a.maori
ماوریسیو	n+m.mauricio
ماورین	n+f.maureen
ماپا	v.scaled
ماپا گیا	a.measured
ماپوٹو	n+m.maputo
ماچس کا ڈبہ	n+m.tinderbox
ماچس کی ڈبی	n+f.matchbox
ماچس کی ڈبیا	n+f.matchbook
ماڈ	n+m.mod@n+f.maude
ماڈل	n+m.model
ماڈلز	n+m.models
ماڈلنگ	n+f.modelling
ماڈولیٹ کرنا	v.modulating
ماڈولیٹر	n+m.modulator@n+m.modulators
ماڈیول	n+m.module
ماڈیولر	a.modular
ماڈیولریٹی	n+f.modularity
ماڈیولز	n+m.modules
ماڈیولس	n+m.modulus
ماڈیولو	prep.modulo
ماڈیولی	n+m.moduli
ماکو شارک	n+m.mako
ماں	n+f.mother@n+f.mommy@n+f.mummy@n+f.mater@n+f.mamma@n+f.mums@n+f.mam@n+f.mommies
ماں جیسا برتاؤ	n+f.mothering
ماں کا	a.maternity@a.maternal
ماں ہونا	n+f.motherhood
ماہ	n+m.mos
ماہ جونگ	n+m.mahjong
ماہ عسل	n+f.honeymoon
ماہانہ	a.monthly
ماہر	n+m.expert@a.expert@n+m.specialist@n+m.ace@a.specialized@n+m.geek@a.accomplished@a.skilled@a.proficient@a.specialised@n+m.pundit@n+m.maven@a.adept@n+m.adept@a.practised@n+m.connoisseur@a.versed@n+m.connoisseurs@a.skilful@a.deft
ماہر آثار قدیمہ	n+m.archaeologist
ماہر ارضیات	n+m.geologist
ماہر اسٹائل	n+m.stylist
ماہر اعصاب	n+m.neurologist
ماہر الہیات	n+m.theologian
ماہر امراض جلد	n+m.dermatologists
ماہر امراض قلب	n+m.cardiologist
ماہر امراض چشم	n+m.ophthalmologist
ماہر انساب	n+m.genealogists
ماہر بشریات	n+m.anthropologist
ماہر بصارت	n+m.optometrist
ماہر جلد	n+m.dermatologist
ماہر حکمت عملی	n+m.strategists
ماہر حیاتیات	n+m.biologist
ماہر ذہن	n+m.mastermind
ماہر زچگی	n+m.obstetricians
ماہر سرطان	n+m.oncologist
ماہر سماجیات	n+m.sociologists
ماہر شعاعیات	n+m.radiologist@n+m.radiologists
ماہر طبیعیات	n+m.physicist
ماہر طعام	n+m.gourmet
ماہر غذائیات	n+m.dietitian@n+m.nutritionist
ماہر فلکیات	n+m.astronomer
ماہر فن	n+m.virtuoso
ماہر قانون	n+m.jurist
ماہر لسانیات	n+m.linguist
ماہر معاشیات	n+m.economist
ماہر نفسیات	n+m.shrink@n+m.psychologist@n+m.psychiatrist@n+m.psychiatrists@n+m.shrinks
ماہر کاریگر	n+m.journeyman
ماہرانہ	a.masterful@ad.ably
ماہرانہ طور پر	ad.expertly
ماہرین	n+m.experts@n+m.specialists@n+m.practitioners@n+m.pros@n+m.aces@n+m.pundits
ماہرین آثار قدیمہ	n+m.archaeologists
ماہرین ارضیات	n+m.geologists
ماہرین الہیات	n+m.theologians
ماہرین امراض	n+m.pathologists
ماہرین امراض قلب	n+m.cardiologists
ماہرین امراض چشم	n+m.ophthalmologists
ماہرین بشریات	n+m.anthropologists
ماہرین تعلیم	n+m.academics
ماہرین حیاتیات	n+m.biologists
ماہرین سرطان	n+m.oncologists
ماہرین شماریات	n+m.statisticians
ماہرین طبیعیات	n+m.physicists
ماہرین غذائیت	n+m.dietitians
ماہرین فلکیات	n+m.astronomers
ماہرین لسانیات	n+m.linguists
ماہرین معاشیات	n+m.economists
ماہرین نفسیات	n+m.psychologists
ماہلر	n+m.mahler
ماہواری	n+f.menstruation
ماہواری سے پہلے	a.premenstrual
ماہواری کا	a.menstrual
ماہی خور عقاب	n+m.ospreys
ماہی گیر	n+m.anglers
مایا	n+f.maya@a.mayan@n+m.mayan@n+f.maia
مایو	n+m.mayo
مایورکا	n+f.majorca
مایوس	a.desperate@a.disappointed@a.frustrated@a.discouraged@a.hopeless@a.disillusioned@a.downbeat@a.bummed
مایوس کرنا	v.disappoint@vt.dismay
مایوس کن	a.frustrating@a.disappointing@a.pessimistic
مایوس کن بات	n+f.downer
مایوس کن باتیں	n+f.downers
مایوس کیا	v.disappointed
مایوس ہونا	v.despair
مایوسی	n+f.frustration@n+f.disappointment@n+f.despair@n+f.desperation@n+f.dismay@n+f.bummer@n+f.disillusionment
مایوسی سے	ad.hopelessly
مایوسی پسندی	n+m.pessimism
مایوسیاں	n+f.frustrations@n+f.disappointments
مایوسین	n+m.myosin
مایونیز	n+f.mayo@n+f.mayonnaise
مایوٹ	n+m.mayotte
مباحثہ	n+m.discussion
مبارک	a.blessed@n+m.mubarak@a.auspicious
مبارک ہو	int.congrats@int.hurrah
مبارکباد	n+m.greetings@int.congratulations@n+f.congratulations@n+f.congratulation
مبارکباد دی	v.congratulated
مبارکباد دیتا ہے	vt.congratulates
مبارکباد دینا	v.congratulate@v.congratulating
مباشرت	n+f.intercourse
مبالغہ	n+f.exaggeration@n+f.hyperbole
مبالغہ آرائی	n+f.hype
مبالغہ آرائی کرنا	v.exaggerating
مبالغہ آمیز	a.exaggerated@a.hyperbolic@a.hyped@a.extravagant
مبالغہ کرنا	v.overstated@vt.hoke@vt.exaggerate
مبالغہ کیا	v.exaggerated
مبتلا	a.afflicted
مبتلا کرنا	v.afflicted
مبصر	n+m.observer
مبصرین	n+m.observers@n+m.commentators
مبلغ	n+m.preacher@n+m.evangelists
مبلغین	n+m.missionaries@n+m.preachers
مبنی	a.based
مبنی ہونا	v.predicated
مبہم	a.obscure@a.vague@a.ambiguous
مبہم طور پر	ad.vaguely
مبہم پن	n+m.vagueness
مبہمیت	n+f.opacity
مبینہ	a.alleged@a.purported
مبینہ طور پر	ad.allegedly@ad.reportedly@ad.supposedly@ad.purportedly
متاثر	a.moved@a.inspired@a.infected@a.impressed@a.influenced@a.touched@a.impacted@a.infested
متاثر کرتا ہے	v.affects@v.infects
متاثر کرنا	v.impact@v.affect@v.affecting@v.inspire@v.inspiring@v.impress@v.infect@v.infecting@v.impressing@v.impresses
متاثر کن	a.impressive
متاثر کن طور پر	ad.impressively
متاثر کیا	v.affected@v.inspired@v.infected@v.impressed@v.influenced@v.impaired@v.swayed
متاثرہ	a.affected@n+m.victim@a.stricken
متاثرین	n+m.victims@n+m.sufferers
متبادل	n+m.alternative@a.alternative@a.alternate@n+m.alternatives@n+m.substitute@a.alt@n+m.subs@n+m.substitutes@n+f.substitutions@n+m.surrogate@a.staggered@n+m.alternates
متبادل حل	n+m.workarounds
متبادل طور پر	ad.alternatively
متبادل کرنا	v.substitutes@v.substituting
متبنیٰ	n+m.adoptee
متجسس	a.curious@a.intrigued@a.inquiring
متجسس کرنا	v.intrigued
متحد	a.unified
متحد کرنا	v.uniting@v.unifying@v.unites@vt.unify
متحد ہونا	v.unite
متحدہ	a.united
متحرک	a.active@a.moving@a.dynamic@a.animated@a.vibrant@a.stimulated@a.dynamical
متحرک بنانا	v.animating
متحرک ساز	n+m.animator
متحرک سازی کار	n+m.animators
متحرک طور پر	ad.dynamically
متحرک کرنا	v.stimulated@n+f.mobilization@v.triggering@v.mobilize@vt.actuate@v.mobilizing@v.mobilise
متحرک کنندہ	n+m.activators
متحرک کیا	v.mobilized
متحمل ہوتا ہے	vt.incurs
متحمل ہونا	v.affords
متذبذب	a.undecided@a.oscillating@a.ambivalent
مترا ٹوپی	n+m.mitre
مترادف	n+m.syn@n+m.synonym@a.synonymous
مترادفات	n+m.synonyms
مترادفات کی کتابیں	n+m.thesauri
مترجم	n+m.translator
مترجمین	n+m.translators@n+m.interpreters
متروک	a.deprecated@a.obsolete@a.forsaken@a.derelict
متروک کرنا	v.obsoleted
متروک ہونا	n+f.obsolescence
متصادم ہوتا ہے	v.conflicts
متصل	a.conjugated@n+m.adjoint
متصل ہونا	v.abutting
متضاد	a.inconsistent@a.conflicting@a.contrasting@a.contradictory@a.contrasted@n+m.opposites@a.paradoxical
متضاد الفاظ	n+m.antonyms
متضاد الفاظ کا مجموعہ	n+m.oxymoron
متضاد طور پر	ad.paradoxically
متعارف کراتا ہے	v.introduces
متعارف کرانا	v.introduce@v.introducing@vt.acquaint
متعارف کرایا	v.introduced
متعدد	a.several@a.various@a.multiple@a.numerous@a.manifold
متعدی	a.infectious@a.catching@a.contagious@a.communicable@a.transitive@a.infective
متعصب	a.fanatical@a.prejudiced@n+m.bigot
متعلق	v.concerned
متعلق فعل	n+m.adverb
متعلق ہونا	v.concern@v.pertaining
متعلق ہے	v.concerns
متعلقات	n+m.correlates
متعلقہ	a.related@a.respective@a.relevant@a.corresponding@a.pertinent@a.relational@a.kindred@n+m.correlate@a.germane
متعین	a.defined
متعین کرنا	v.specifying@v.designating
متعین کنندہ	n+m.specifier
متغایر الجین	a.heterozygous
متغیر	n+m.variable@a.variable@n+m.var@a.variant@a.mutant@a.volatile@n+m.vars@a.mercurial
متغیرات	n+m.variables
متفاوت طور پر	ad.differentially
متفرق	a.miscellaneous@a.misc@a.heterogeneous@a.sundry
متفرقات	n+f.miscellany@n+f.sundries@n+f.varia@n+f.miscellanea
متفق	a.concurring@a.coincident
متفق نہ ہونا	v.disagree
متفق ہوا	v.agreed@v.concurred
متفق ہوتا ہے	v.agrees@vi.concurs
متفق ہونا	v.agree@v.assent@v.concur@v.concurring
متفقہ	a.agreed@a.unanimous
متفقہ طور پر	ad.unanimously
متقابل نقطہ	n+m.counterpoint
متقارب	a.convergent
متقی	a.pious
متلاشی	n+m.seeker@n+m.seekers
متلون مزاج	a.capricious@a.fickle
متلی	n+f.nausea
متلی دینے والا	a.sickening
متماثل	a.symmetric
متن	n+m.text@n+m.texts
متنازعہ	a.controversial@a.disputed@a.contested@a.contentious
متناسب	a.proportional@a.proportionate@a.proportioned
متناہی	a.finite
متنبہ	a.warned
متنبہ کرنا	v.caution
متنوع	a.diverse@a.diversified
متنوع بنانا	v.diversifying
متنوع کرنا	v.diversify
متنوع کیا	v.diversified
متنی	a.textual
متواتر	a.periodic
متوازن	a.balanced@a.symmetrical
متوازن رکھنا	vt.poise
متوازن کرنا	v.offset
متوازی	a.parallel@n+m.parallel
متوازی کیا	v.paralleled
متوازیت	n+m.parallelism
متوجہ کرنا	v.attracting
متوجہ کیا	v.attracted
متوسط طبقہ	n+m.bourgeois@n+f.bourgeoisie
متوقع	a.expected@a.prospective@a.predicted@a.projected@a.anticipated@a.foreseeable@a.presumptive
متوقع طور پر	ad.predictably
متوقع وقت	n+m.eta
متکبر	a.arrogant
متیاس	n+m.mathias
مثال	n+f.example@n+f.instance@n+m.ideal@n+f.paradigm@n+f.precedent@n+f.proverb@n+f.epitome
مثال دینا	v.illustrating@v.exemplified@vt.exemplify
مثال پیش کرنا	v.exemplifies
مثالی	a.ideal@a.optimal@a.exemplary@a.illustrative@a.quintessential@a.proverbial
مثالی بنایا	v.idealized
مثالی دنیا	n+f.utopia
مثالی طور پر	ad.ideally
مثالیت پسند	a.idealistic@n+m.idealist
مثالیت پسندی	n+m.idealism
مثالیں	n+f.examples@n+f.instances@n+f.paradigms@n+f.precedents
مثانہ	n+f.bladder
مثانے کی سوزش	n+f.cystitis
مثبت	a.plus@a.positive@a.affirmative@n+m.positives
مثبت آئن	n+m.cations
مثبت طور پر	ad.positively
مثبتیت	n+f.positivity
مثلث	n+m.triangle@n+m.triangles
مثلث بندی	n+f.triangulation
مثلث چھت	n+m.gable
مثلثی	a.triangular
مثلثیات	n+f.trig@n+f.trigonometry
مثلثیاتی	a.trigonometric
مجار	a.magyar@n+m.magyar
مجاز	a.authorized@a.accredited@a.authorised
مجازی	a.figurative
مجازی طور پر	ad.figuratively
مجالس	n+m.councils@n+f.assemblies
مجبور	a.obliged@a.compelled
مجبور کرتا ہے	v.forces@v.compels
مجبور کرنا	v.force@v.compelling@v.forcing@v.compelled@v.compel@v.constrain@vt.oblige@vt.dragoon@vt.coerce@v.obligate@v.constrains
مجبور کرنے والا	a.compelling
مجبور کیا	v.forced@v.constrained@v.coerced
مجبوراً	ad.perforce
مجبوری	a.enforced@n+f.compulsion
مجبوری والا	a.compulsive
مجرم	n+m.criminal@a.guilty@n+m.offender@n+m.criminals@a.delinquent@n+m.delinquent@n+m.convict@n+m.culprit@n+m.perpetrator@n+m.felon@n+m.felons@n+m.culprits
مجرم ٹھہرانا	v.convict@vt.convicts
مجرم ٹھہرایا	v.convicted
مجرمانہ	a.criminal@a.offending
مجرمانہ طور پر	ad.criminally
مجرمانہ فطرت	n+f.criminality
مجرمین	n+m.offenders@n+m.perpetrators
مجسم	a.embodied@a.incarnate
مجسم کرتا ہے	vt.embodies
مجسم کرنا	vt.embody@v.embodying
مجسم کیا	v.personified
مجسمہ	n+m.sculpture@n+m.statue
مجسمہ بنانا	vt.sculpt
مجسمہ ساز	n+m.sculptor@n+m.sculptors
مجسمہ سازی	n+f.sculpture@n+f.sculptures@n+f.sculpting@n+f.statuary
مجسمہ سازی کا	a.sculptural
مجسمے	n+m.statues@n+m.statuary@n+m.mannequins
مجسٹریٹ	n+m.magistrate@n+m.magistrates
مجلس	n+m.forum@n+f.council
مجموعہ	n+m.collection@n+m.sum@n+m.compilation@n+m.combo@n+m.composite@n+m.aggregate@n+m.ensemble@n+f.corpus@n+m.anthology@n+m.assortment@n+m.conglomerate@n+f.assemblage
مجموعہ کار	n+m.oeuvre
مجموعی	a.overall@a.cumulative@a.aggregated@a.summative
مجموعی آمدنی	n+f.grosses
مجموعی طور پر	ad.overall
مجموعی نظر	a.synoptic
مجموعی کمائی	v.grossing
مجموعیت	n+f.totality
مجموعے	n+m.collections@n+m.combinations@n+f.compilations@n+m.aggregates@n+f.anthologies@n+f.combos@n+m.ensembles@n+f.assemblages@n+m.assortments
مجوزہ	a.proposed
مجوسی	n+m.magi
مجھے	pron.me
مجھے دو	v.gimme
مجھے کرنے دو	int.lemme
مجہول	a.passive
محاذ جنگ	n+f.battlefront
محاذیں	n+f.fronts
محارم سے زنا	n+m.incest
محاسبہ	n+f.accountancy
محاصرہ	n+f.siege
محاصرہ کیا	v.besieged
محافظ	n+m.guard@a.protective@n+m.escort@n+m.guards@n+m.protector@n+m.keeper@n+m.defender@n+m.protectors@n+m.defenders@a.preservative@n+m.conservator@n+m.bodyguards
محافظ مادہ	n+m.preservative
محافظین	n+m.escorts
محاوروں کی کتاب	n+f.phrasebook
محاورہ	n+m.idiom
محاورے	n+m.idioms
محب	n+m.lover
محب وطن	a.patriotic@n+m.patriots
محبت	n+f.love@n+f.affection@n+m.amor@n+f.courting@n+f.fondness
محبت سے	ad.lovingly
محبت کا اظہار	n+f.lovemaking
محبت کا دور	n+f.courtship
محبت کرنے والا	a.loving
محبتیں	n+m.loves@n+f.affections
محبوب	n+m.beloved@n+m.sweetheart@n+m.sweethearts
محبین	n+m.lovers
محتاط	a.careful@a.discreet@a.prudential@a.cautious@a.wary@a.observant
محترم	a.esteemed
محترمہ	n+f.mrs
محتسب	n+m.ombudsman
محدب	a.convex
محدود	a.limited@a.restricted@a.finite@a.confined@a.bounded@a.constrained@a.inhibited@a.restrained@a.delimited@a.parochial
محدود طور پر	ad.finitely
محدود کرتا ہے	v.limits
محدود کرنا	v.limit@v.limiting@v.restrict@v.restricting@v.restricts@v.confines@vt.confine@v.confining
محدود کرنے والا	a.limiting@a.constraining
محراب	n+f.arc@n+m.arch@n+m.vault
محراب بنانا	v.arching
محراب دار راستہ	n+m.archway
محراب دار راہداری	n+f.arcades
محرابی	a.arched
محرابیں	n+f.arches
محروم	a.deprived@a.bereft
محروم کرنا	v.deprived@v.deprive@v.depriving@v.divest
محرومی	n+f.deprivation@n+f.debarment
محرک	n+m.catalyst@n+f.stimulation@a.stimulating@n+m.stimulus@a.motive@a.motivating@n+m.agonist@n+m.stimulant@n+m.stimulator
محرک آلہ	n+m.actuator
محرک جنسی	a.aphrodisiac
محرک جنسی دوا	n+m.aphrodisiac
محرک شدہ	a.triggered
محرک ہوا	v.triggered
محرکات	n+m.triggers@n+m.stimuli@n+f.motivations@n+m.stimulants
محسن	n+m.benefactor
محسوب	a.computed
محسوس	a.tangible
محسوس کر رہا ہے	v.feeling
محسوس کرتا ہے	v.feels@v.senses
محسوس کردہ	a.perceived
محسوس کرنا	v.feel@v.sense@v.sensing@v.noticing@v.sensed@v.perceiving@v.perceives
محسوس کیا	v.felt@v.noticed
محصور علاقے	n+m.enclaves
محصول	n+m.taxation@n+f.tariff@n+f.levy@n+f.excise@n+f.tolls@n+f.levies
محصولات	n+m.revenues@n+m.tariffs
محض	ad.merely@ad.solely@a.mere
محظوظ کرنا	vt.amuse
محظوظ کیا	v.amused
محفل	n+f.gig
محفلیں	n+f.gigs
محفوظ	a.reserved@a.safe@a.secure@a.protected@a.saved@a.secured@a.immune@a.preserved@a.conserved@a.sheltered@a.guarded@a.shielded@a.encapsulated@a.encased@a.hedged
محفوظ خانہ دار	n+m.archivist
محفوظ رکھتا ہے	v.reserves
محفوظ رکھنا	v.preserve@v.safeguards@v.wards
محفوظ شدہ	a.cached@a.archived@a.archival
محفوظ طریقے سے	ad.safely@ad.securely
محفوظ علاقہ	n+m.preserve
محفوظ کرتا ہے	v.saves
محفوظ کرنا	v.save@v.archive@v.secure@v.reserve@v.securing@v.preserving@v.archiving@n+f.archiving@v.preserves@v.conserve@v.secures@v.conserving@v.reserving@vt.refrigerate@v.enshrined
محفوظ کیا	v.reserved@v.secured@v.preserved@v.conserved
محفوظات	n+m.archive@n+m.archives
محفوظات کار	n+m.archivists
محقق	n+m.researcher
محققین	n+m.researchers
محل	n+m.palace@n+m.chateau@n+m.palazzo@n+m.palais
محلات	n+m.palaces@n+m.chateaux
محلاتی	a.palatine
محلل	n+m.solvents
محلول	n+m.solution
محلہ	n+f.parish@n+m.neighbourhood@n+m.barrio
محلے	n+f.parishes@n+m.neighbourhoods
محمد	n+m.muhammad@n+m.mohammad@n+m.mohamed
محمول	n+m.predicate@n+m.predicates
محنت	n+f.labour@n+f.diligence@n+m.travail@n+f.toil@n+f.exertion@n+f.slog
محنت سے	ad.diligently@ad.painstakingly
محنت طلب	a.arduous
محنت کرتا ہے	v.labours
محنت کرنا	v.drudge@vi.toil@v.slog
محنتی	n+m.hustler@a.diligent@a.hardworking@n+m.workhorse@a.industrious@a.laborious@a.painstaking
محنتیں	n+f.labours
محو	a.engrossed
محو توجہ	a.riveted
محور	n+m.axis@n+m.axes@n+m.pivot@n+m.fulcrum
محور عصبی	n+m.axons
محوری	a.axial
محکمہ	n+m.department@n+m.dept
محکمہ جاتی	a.departmental
محکوم	a.condemned
محیط	n+f.perimeter@n+m.circumference
مخاطب	a.addressed@n+m.addressee
مخالف	a.anti@a.opposite@a.adverse@a.opposed@a.contrary@n+m.opponent@a.opposing@prep.opp@n+m.antagonist@a.contr@a.contrarian
مخالف جنس پرست	a.heterosexual@n+m.heterosexual
مخالف جنس پسند	a.hetero
مخالف رائے والا	n+m.contrarian
مخالفانہ	a.adversarial
مخالفت	n+f.opposition@n+f.defiance
مخالفت کرنا	v.oppose@v.opposing@v.opposes
مخالفت کی	v.opposed
مخالفین	n+m.opponents@n+m.adversaries
مخبر	n+m.fink@n+m.informant@n+m.informer@n+m.informants@n+m.supergrass@n+m.snitch
مخبری کرنا	v.fink
مختار کار	n+m.majordomo
مختص	a.allocated@n+m.allocation
مختص حصے	n+f.allotments
مختص شدہ	a.appropriated
مختص کرتا ہے	vt.allocates
مختص کرنا	v.appropriate@v.allocate@v.appropriated@v.allocating@v.earmarked@v.appropriating
مختص کیا	v.allocated@v.allotted
مختصات	n+f.appropriations
مختصر	a.short@a.brief@a.shorter@n+f.briefs@a.concise@a.abridged@a.shortened@a.abbreviated@a.potted@a.succinct@a.terse
مختصر جیکٹ	n+f.reefer
مختصر راہ	n+f.shortcut
مختصر فہرست	n+f.shortlist
مختصر فہرست بنانا	v.shortlist
