24	n.xxiv
junta	n.junta
jurang	n.gorge@n.abyss@n.gulch@n.ravine@n.chasm@n.chine
juri	n.jury@n.jurors@n.juror@n.juries@n.adjudicator
jurnal	n.journal@n.journals
jurnalis	n.journalists@n.journalist
jurnalis foto	n.photojournalist
jurnalisme	n.journalism
jurnalistik	a.journalistic
juru bicara	n.spokesman@n.spokesperson@n.mouthpiece@n.mouthpieces@n.spokespersons@n.spokesmen
juru bicara wanita	n.spokeswoman
juru gambar	n.drafter
juru kamera	n.cameraman
juru kampanye	n.campaigners@n.campaigner
juru ketik	n.typist@n.typists
juru lelang	n.auctioneer@n.auctioneers
juru sita	n.bailiff
juru taksir	n.valuers
juru tulis	n.clerk@n.scribe@n.scribes
jurusan	n.major@n.majors
jus	n.juice@n.juices@n.jus
jus kental	n.smoothie
juta	n.million
jutaan	n.millions@a.multimillion
jutawan	n.millionaire@n.millionaires
kHz	n.khz
kWh	n.kwh
kabar	n.tidings
kabar angin	n.hearsay
kabaret	n.cabaret
kabbalah	n.kabbalah
kabel	n.cable@n.wire@n.cables@n.cord@n.wires
kabin	n.cabin@n.cabins@n.cabanas
kabin kapal	n.stateroom
kabin mewah	n.staterooms
kabinet	n.cabinet@n.cabinets
kabriolet	n.cabriolet
kabuki	n.kabuki
kabupaten	n.county@n.district@n.counties@n.regency
kabur	a.fuzzy@n.blur@a.blurred@a.hazy@a.blurry@a.woolly@n.blurs@v.flees
kabut	n.fog@n.mist@n.haze@n.mists
kabut asap	n.smog
kabut laut	n.haar
kaca	n.glass@n.glazing@a.vitreous
kaca depan	n.windshield@n.windscreen
kaca jendela	n.panes
kaca pembesar	n.magnifier@n.magnifiers
kacamata	n.glasses@n.eyeglasses@n.spectacles@n.eyeglass
kacamata bifokal	n.bifocal
kacamata hitam	n.sunglasses@n.sunglass
kacamata pelindung	n.goggles@n.goggle
kacang	n.nuts@n.bean@n.beans@n.nut@a.nutty
kacang hazel	n.hazelnut
kacang kacangan	n.legumes@n.legume
kacang lentil	n.lentil
kacang mentega	n.butternut
kacang mete	n.cashew
kacang pecan	n.pecans
kacang polong	n.peas@n.pea
kacang tanah	n.peanut@n.peanuts
kacau	a.fucked@a.screwed@a.chaotic@a.disordered@a.garbled@a.snafu
kadal	n.lizard@n.lizards
kadal air	n.newt
kadang-kadang	ad.sometimes
kadaster	n.cadastre
kadaver	n.cadaver
kader	n.cadre@n.cadres
kadet	n.cadet@n.cadets
kadi	n.caddies
kadipaten	n.duchy
kadmium	n.cadmium
kafe	n.cafe@n.cafes
kafein	n.caffeine
kafetaria	n.cafeteria
kafir	n.heathen@a.heathen@n.pagans@n.infidel@n.infidels
kaget	ad.aback
kagum	v.marvel@a.amazed@a.admiring@a.awed
kain	n.fabric@n.cloth@n.fabrics@n.cloths
kain belacu	n.calico
kain chamois	n.chamois
kain chino	n.chino
kain damask	n.damask
kain georgette	n.georgette
kain gingham	n.gingham
kain gorden	n.drapery
kain kafan	n.shroud
kain kempa	n.felt
kain kotak kotak	n.tartans
kain krepes	n.crepes
kain lap	n.rag@n.rags
kain pelapis	n.upholstery
kain penutup	n.pall
kain ripstop	n.ripstop
kain sprei	n.sheeting
kain tipis	n.organza@n.gauze
kain toile	n.toile
kain voile	n.voile
kain wol	n.woollen
kaisar	n.emperor@n.emperors@n.czar
kaisar Jepang	n.mikado
kait	n.hook@n.hooks@n.latches
kaitan pengaman	n.carabiner
kakak perempuan	n.sis
kakao	n.cocoa@n.cacao
kakatua	n.cockatoo
kakek	n.grandfather@n.grandpa@n.geezer
kakek nenek	n.grandparents@n.grandparent
kaki	n.feet@n.foot@n.legs@n.leg@n.gam
kaki babi	n.trotter@n.trotters
kaki bukit	n.foothills@n.foothill
kaki depan	n.forefoot
kaki katak	n.flippers
kaki tangan	n.stooges@n.accomplice@n.henchmen
kaktus	n.cactus@n.cacti
kaku	a.rigid@a.stiff@a.prim@a.pedantic@a.inflexible@a.gauche
kala	n.tenses
kalah	v.lose@v.losing@a.beaten
kalah jumlah	a.outnumbered
kalajengking	n.scorpion@n.scorpions
kalap	a.frenzied
kalau	conj.if
kalau tidak	conj.otherwise
kaldera	n.caldera
kaldu	n.broth@n.bouillon
kale	n.kale
kaleidoskop	n.kaleidoscope
kalender	n.calendar@n.calendars@n.calender
kaleng	n.can@n.tin@n.cans@n.tins@n.canisters
kalengan	a.canned@a.tinned
kali	n.times
kalian	pron.yous
kaliber	n.calibre
kalibrasi	n.calibration@n.calibrations@n.calibrating
kalibrator	n.calibrator
kaligrafi	n.calligraphy
kaliks	n.calyx
kalimantan	n.borneo
kalimat	n.sentence@n.sentences
kalimat bersyarat	n.conditionals
kalimat inti	n.punchline
kalimat perintah	n.imperatives
kaliper	n.caliper@n.calipers
kalium	n.potassium
kalkulator	n.calculator@n.calculators
kalkulus	n.calculus@n.calculi
kalkun	n.turkey@n.turkeys
kalori	n.cal@n.calories@n.calorie@a.caloric
kalorimeter	n.calorimeter
kalsit	n.calcite
kalsium	n.calcium
kalung	n.necklace@n.necklaces
kalung bunga	n.leis
kalung pendek	n.choker@n.chokers
kalut	a.distraught
kamar	n.room@n.rooms@n.chamber
kamar bayi	n.nursery
kamar gelap	n.darkroom
kamar kecil	n.restrooms@n.lav
kamar mandi	n.bathroom@n.bathrooms@n.lavatory@n.washroom
kamar mayat	n.mortuary@n.morgue
kamar tamu	n.guestrooms
kamar tidur	n.bedroom@n.bedrooms@n.bdrm
kamar tidur wanita	n.boudoir
kambing	n.goat@n.goats
kambing gunung	n.chamois@n.ibex
kambing hitam	n.scapegoat
kambuh	v.relapse@v.recur@v.relapsed@a.relapsed
kamelia	n.camellia
kameo	n.cameo@n.cameos
kamera	n.camera@n.cameras@n.cam@n.cams
kamera digital	n.digicam@n.digicams
kameraman	n.cameraman
kami	pron.we@pron.us@pron.our@n.kami
kamikaze	n.kamikaze
kamisol	n.camisole@n.camisoles
kamomil	n.chamomile
kamp	n.camp@n.camps
kamp kerja paksa	n.gulag
kampanye	n.campaign@n.campaigns@n.crusades@n.canvassing
kampung halaman	n.hometown
kampus	n.college@n.campus@n.campuses
kamu	pron.you@pron.yer
kamuflase	n.camouflage
kamus	n.dictionary@n.dictionaries@n.dict
kamus geografis	n.gazetteer
kana	n.kana
kanal	n.channel@n.canal@n.canals@n.moat
kanan	a.right
kancing	n.studs
kandang	n.stable@n.cage@n.enclosure@n.coop@n.corral@n.mew
kandang anjing	n.kennel@n.kennels@n.doghouse
kandang babi	n.sty
kandang burung	n.aviary
kandang kelinci	n.hutch@n.hutches
kandang kuda	n.stables
kandang merpati	n.dovecot
kandela	n.candela
kandelaber	n.candelabra
kandidat	n.candidate@n.candidates@n.nominees
kandung kemih	n.bladder
kanguru	n.kangaroo@n.roo@n.kangaroos
kanibal	n.cannibal@n.cannibals
kanibalisme	n.cannibalism
kanji	n.kanji
kanker	n.cancer@n.cancers@a.cancerous@n.canker
kanker ganas	n.malignancy
kano	n.canoe@n.canoeing@n.canoes
kanola	n.canola
kanon	n.canon@n.canons
kanonik	a.canonical
kanopi	n.canopy@n.canopies@n.marquees
kanselir	n.chancellor@n.chancery@n.chancellors
kantata	n.cantata
kantilever	n.cantilever
kantin	n.canteen@n.cantina@n.commissary
kanton	n.canton
kantong	n.pouch@n.sac@n.pouches
kantong kacang	n.beanbag
kantong kecil	n.sachets@n.sachet
kantong surat	n.mailbag
kantor	n.office@n.offices
kantor pusat	n.headquarters
kantuk	n.drowsiness@n.sleepiness
kantung	n.sacs
kantung buah zakar	n.scrotum
kantung empedu	n.gallbladder
kantung udara	n.airbag@n.airbags
kanvas	n.canvas@n.canvases
kaos dalam	n.singlet
kap	n.hood
kap mesin	n.cowl
kapak	n.axe
kapak kecil	n.hatchet
kapak perang	n.tomahawk
kapal	n.ship@n.ships@n.boat@n.vessel@n.vessels@n.liners
kapal bantalan udara	n.hovercraft
kapal barang	n.freighter
kapal batu bara	n.colliers
kapal dagang	n.argosy
kapal karam	n.shipwreck@n.shipwrecks
kapal keruk	n.dredge
kapal korvet	n.corvettes
kapal layar	n.schooner@n.sloop
kapal layar besar	n.galleon
kapal pemburu paus	n.whaler
kapal perang	n.battleship@n.warships@n.warship@n.battleships
kapal perang besar	n.dreadnought
kapal perompak	n.privateer
kapal perusak	n.destroyer@n.destroyers
kapal pesiar	n.yacht@n.liner@n.cruiser@n.yachts@n.cruisers
kapal pukat	n.trawler
kapal selam	n.submarine@n.subs@n.submarines@n.submersible
kapal sungai	n.riverboat
kapal tanker	n.tankers
kapal trawl	n.trawler
kapal tunda	n.tugs
kapal uap	n.steamboat@n.steamer@n.steamers@n.steamship
kapal udara	n.airship
kapan	ad.when
kapan pun	conj.whenever
kapan saja	ad.anytime
kapas pembersih	n.swab@n.swabs
kapasitansi	n.capacitance
kapasitas	n.capacity@n.capacities
kapasitif	a.capacitive
kapasitor	n.capacitor@n.capacitors
kapel	n.chapel@n.chapels
kapiler	n.capillary@a.capillary@n.capillaries
kapitalis	n.capitalist@n.capitalists
kapitalisasi	n.capitalization@n.capitalisation
kapitalisme	n.capitalism
kaplet	n.caplets
kappa	n.kappa
kapsid	n.capsid
kapsul	n.capsules@n.capsule
kapten	n.captain@n.captains@n.skipper@n.capt
kapten kapal	n.skippers
kapucino	n.cappuccino
kapulaga	n.cardamom
kapur	n.lime@n.chalk@a.cretaceous
kapur putih	n.whitewash
karabin	n.carbine
karaf	n.decanter
karakter	n.character@n.characters@n.char@n.chr@n.chars@n.personas
karakterisasi	n.characterization@n.characterisation@n.characterizations
karakteristik	n.characteristics@n.characteristic@a.characteristic
karamel	n.caramel@n.toffee
karamel mentega	n.butterscotch
karang	n.coral@n.reef@n.corals
karang gigi	n.tartar
karangan bunga	n.garland@n.bouquets@n.wreath@n.wreaths@n.garlands
karantina	n.quarantine
karaoke	n.karaoke
karat	n.rust@n.carat@n.karat@n.carats@n.karats
karate	n.karate
karavan	n.caravan@n.caravans
karbida	n.carbide
karbohidrat	n.carbohydrate@n.carbs@n.carbohydrates
karbon	n.carbon
karbonat	n.carbonate@a.carbonic@n.carbonates
karbonil	n.carbonyl
kardigan	n.cardigan@n.cardigans
kardinal	n.cardinal@n.cardinals
kardinalitas	n.cardinality
kardio	n.cardio
kardiologi	n.cardiology
kardiomiopati	n.cardiomyopathy
kardiopulmoner	a.cardiopulmonary
kardiovaskular	a.cardiovascular
kardus	n.cardboard
karena	conj.for@conj.because@prep.due@conj.cos@prep.owing@n.coz@conj.inasmuch
karena itu	conj.therefore
karet	n.rubber@n.elastic@n.caret@n.rubbers
kargo	n.cargo@n.freight
kari	n.curry@n.curries
karibu	n.caribou
karier	n.career@n.careers
karies	n.caries
karikatur	n.caricature@n.caricatures
karina	n.karina
karisma	n.charisma
karismatik	a.charismatic
karla	n.karla
karma	n.karma@a.karmic
karnaval	n.carnival@n.carnivals
karnivora	n.carnivore@a.carnivorous@n.carnivores
karoten	n.carotene
karotenoid	n.carotenoids
karotis	a.carotid
karpal	a.carpal
karpet	n.carpet@n.rugs@n.rug@n.carpets@n.carpeting
karsinogen	n.carcinogens@n.carcinogen
karsinogenesis	n.carcinogenesis
karsinogenik	a.carcinogenic
karsinogenisitas	n.carcinogenicity
karsinoma	n.carcinoma@n.carcinomas
karst	n.karst
kartel	n.cartel@n.cartels
kartesian	a.cartesian
kartografi	n.cartography
kartografis	a.cartographic
karton	n.carton@n.cartons@n.ctn@n.paperboard
kartrid	n.cartridge@n.cartridges
kartu	n.card@n.cards@n.carte@n.fiche@n.cartes
kartu as	n.aces
kartu bank	n.bankcard
kartu belajar	n.flashcard
kartu dua	n.deuces
kartu joker	n.jokers
kartu kilat	n.flashcards
kartu liar	n.wildcards
kartu pos	n.postcards@n.postcard
kartu skor	n.scorecard@n.scorecards
kartu telepon	n.phonecards
kartu truf	n.trump@n.trumps
kartun	n.cartoon@n.cartoons
kartunis	n.cartoonist@n.cartoonists
kartusy	n.cartouche
karung	n.sack@n.sacks
karung goni	n.hessian
karya	n.works@n.opus@n.oeuvre
karya agung	n.masterworks
karya kreatif	n.creatives
karya seni	n.artwork@n.artworks@n.oeuvres
karyawan	n.staff@n.employees@n.employee@n.staffers
kas	n.coffers
kas negara	n.treasuries
kasa	n.gauze
kasar	a.rough@a.crude@a.rugged@a.rude@a.abusive@a.coarse@a.abrasive@a.brute@a.earthy@a.crusty@a.crass@a.surly@a.grainy@a.scratchy@a.gruff
kasau	n.rafters@n.rafter
kasein	n.casein
kaset	n.tape@n.cassette@n.tapes@n.cassettes
kaset audio	n.audiotape
kaset video	n.videotapes@n.videocassette
kasey	n.kasey
kasia	n.cassia
kasih agape	n.agape
kasih sayang	n.compassion@n.affection@n.affections@n.fondness
kasihan	n.pity@a.pitiful
kasino	n.casino@n.casinos
kasir	n.cashiers@n.cashier@n.tellers
kasis	n.cassis
kasmir	n.cashmere
kassel	n.kassel
kasta	n.caste@n.castes
kasta paling rendah	n.untouchable
kasta terendah	n.untouchables
kastanye	n.chestnut@n.chestnuts
kastil	n.castle@n.castles
kastor	n.castor
kastrasi	n.castration
kasual	a.casual
kasur	n.mattress@n.mattresses
kasur lipat	n.futons
kasus	n.case@n.cases
kata	n.word@n.words
kata benda	n.noun@n.nouns
kata bilangan	n.quantifier
kata depan	n.preposition@n.prepositions
kata ganti	n.pronouns@n.pronoun
kata kata	n.mots
kata kerja	n.verb@n.verbs
kata kerja bentuk	n.participle
kata keterangan	n.adverb@n.adverbs
kata kotor	n.obscenity
kata kunci	n.keywords@n.keyword@n.buzzwords@n.buzzword
kata pengantar	n.preface@n.foreword
kata per kata	ad.verbatim
kata per menit	n.wpm
kata populer	n.buzzword
kata sandi	n.password@n.passwords
kata serumpun	n.cognate
kata sifat	n.adj@n.adjective@n.adjectives
kata-kata	n.wording
kata-kata kotor	n.profanity
katabolisme	n.catabolism
katak	n.frog@n.frogs
katak lembu	n.bullfrog
katakombe	n.catacombs
katalase	n.catalase
katalis	n.catalyst@n.catalysts
katalisis	n.catalysis
katalitik	a.catalytic
katalog	n.catalogue@n.catalogues
katamaran	n.catamaran
katanya	ad.ostensibly
katarak	n.cataract@n.cataracts
katedral	n.cathedral@n.minster@n.cathedrals@n.duomo
kategori	n.categories@n.category
kategoris	a.categorical
kategorisasi	n.categorization@n.categorisation
katekismus	n.catechism
katering	n.catering@n.caterers
kateter	n.catheter@n.catheters
kation	n.cation@n.cations
kationik	a.cationic
katoda	n.cathode
katrol	n.pulley@n.hoist@n.pulleys
katun	n.cotton
katup	n.valve@n.valves
kaudal	a.caudal
kaukus	n.caucus@n.caucuses
kaum buruh	n.proletariat
kaum moderat	n.moderates
kaum progresif	n.progressives
kaum proletar	n.proletarian
kaum reaksioner	n.reactionary
kaum tengah	n.centrist
kaus	n.tees
kaus kaki	n.socks@n.sock@n.hosiery
kaus lengan panjang	n.sweatshirt
kaus tangan	n.mitten
kausal	a.causal
kausalitas	n.causation@n.causality
kausatif	a.causative
kaustik	a.caustic
kava	n.kava
kavaleri	n.cavalry@n.cav
kaviar	n.caviar
kavling	n.plats
kawah	n.crater@n.cauldron@n.craters
kawan	n.sidekick@n.comrades@n.comrade@n.fella
kawan kawan	n.fellas
kawanan	n.herd@n.flock@n.herds@n.covey@n.flocks@n.hordes@n.swarms@n.droves
kawanan ikan	n.shoal
kawasan metropolitan	n.metroplex
kawasan pelabuhan	n.docklands
kawat	n.wire
kawat bra	n.underwire
kawat gigi	n.braces
kawat jebakan	n.tripwire
kawin	v.mate@n.mating@v.mating@v.mated
kaya	a.rich@a.wealthy@a.affluent
kayak	n.kayak@n.kayaks
kayu	n.wood@a.wooden@n.timber@n.lumber
kayu bakar	n.firewood@n.kindling
kayu balsa	n.balsa
kayu beech	n.beechwood
kayu besi	n.ironwood
kayu cedar	n.cedar
kayu ek	n.oak
kayu gelondongan	n.log@n.timbers
kayu hanyut	n.driftwood
kayu hati	n.heartwood
kayu hitam	n.ebony@n.blackwood
kayu keras	n.hardwood@n.hardwoods
kayu lapis	n.plywood
kayu lunak	n.softwood
kayu manis	n.cinnamon@n.cassia
kayu mati	n.deadwood
kayu mawar	n.rosewood
kayu pinus	n.pinewood@n.boxwood
kayu poon	n.poon
ke	prep.to@prep.onto
ke arah angin	ad.windward
ke arah barat	a.westbound
ke arah laut	ad.seaward
ke arah timur	a.eastward@a.eastbound
ke arah utara	a.northward@a.northbound
ke atas	ad.upward@ad.upwards@ad.uphill
ke barat	ad.westward
ke bawah	a.downward@ad.downward@ad.downwards
ke belakang	ad.backward@ad.backwards
ke dalam	prep.into@a.inward@ad.inward@ad.inwards
ke depan	ad.forwards@ad.onward
ke hilir	ad.downstream
ke hulu	ad.upstream
ke laut	ad.overboard
ke luar	a.outward@ad.outwards
ke mana	ad.whither
ke pantai	ad.ashore@ad.inshore
ke pedalaman	ad.inland
ke samping	ad.aside@ad.sideways@ad.laterally
ke sana	ad.thither
ke selatan	a.southerly@ad.southward@a.southward
ke sini	ad.hither
ke timur	ad.eastward
ke utara	ad.upstate@ad.northward@a.northerly
ke-n	a.nth
keabadian	n.eternity@n.immortality@n.permanence@n.perpetuity
keacakan	n.randomness
keadaan	n.state@n.circumstances@n.circumstance
keadaan darurat	n.emergencies
keadaan monoton	n.monotony
keadilan	n.justice@n.fairness
keagamaan	a.religious@a.denominational
keagresifan	n.aggressiveness
keagungan	n.majesty@n.magnificence
keahlian	n.expertise@n.forte@n.craftsmanship@n.feats@n.prowess@n.knack@n.specialities@n.wizardry
keahlian berkuda	n.horsemanship
keahlian kerja	n.workmanship
keajaiban	n.wonder@n.miracle@n.marvel@n.wonders@n.miracles@n.marvels
keakraban	n.familiarity@n.camaraderie
kealamiahan	n.spontaneity
keamanan	n.security@n.safety
keandalan	n.reliability@n.dependability
keanehan	n.oddities@n.whim@n.weirdness@n.kink@n.quirks@n.quirk@n.peculiarities@n.oddity@n.whimsy@n.strangeness@n.craziness
keanekaragaman hayati	n.biodiversity
keanggotaan	n.membership@n.memberships
keanggunan	n.elegance@n.graces
keangkuhan	n.arrogance
kearifan	n.discernment
keasaman	n.acidity
keaslian	n.authenticity
keasyikan	n.preoccupation
keaton	n.keaton
kebab	n.kebab
kebahagiaan	n.happiness@n.bliss@n.felicity@n.contentment@n.kef
kebaikan	n.goodness@n.merits@n.kindness@n.favours
kebajikan	n.virtue@n.virtues
kebakaran	n.fires
kebakaran hutan	n.wildfire@n.wildfires
kebaktian	a.devotional@n.devotions
kebal	a.immune@a.immunized
kebalikan	n.reverse@n.opposite@n.contrary@n.inverse@n.converse@n.reverses@n.opposites@n.antithesis
kebanggaan	n.pride@n.boasts@n.prides
kebangkitan	n.revival@n.resurrection@n.awakening@n.awakenings@n.resurgence
kebangkrutan	n.bankruptcy@n.bankruptcies@n.insolvency
kebangsaan	n.nationalities
kebanjiran	v.flooded@v.swamped
kebanyakan	n.profusion
kebanyakan kata	n.verbosity
kebapakan	a.paternal@n.fatherhood
kebaruan	n.novelty
kebas	n.numbness
kebasaan	n.alkalinity
kebasahan	n.wetness
kebebasan	n.freedom@n.liberty@n.liberties@n.freedoms@n.leeway
kebejatan	n.depravity@n.debauchery
kebenaran	n.truth@n.truths@n.righteousness@n.correctness@n.verity@n.veracity@n.truthfulness
kebencian	n.hate@n.hatred@n.resentment@n.loathing@n.abomination@n.enmity
kebendaan	n.materiality
keberadaan	n.being@n.existence@n.whereabouts@n.esse
keberadaan di mana mana	n.ubiquity
keberadaban	n.civility
keberangkatan	n.departure@n.departures
keberanian	n.courage@n.guts@n.bravery@n.pluck@n.prowess@n.audacity@n.fortitude@n.spunk@n.moxie@n.boldness@n.valour
keberanian pura pura	n.bravado
keberatan	v.mind@n.objection@n.objections@v.objected@v.objecting
keberatan kecil	n.quibble
keberhasilan	n.success
keberlakuan	n.enforceability
keberlanjutan	n.sustainability
keberpihakan	n.partisanship
kebersihan	n.hygiene@n.cleanliness@a.janitorial
keberterimaan	n.acceptability@n.admissibility
kebertetanggaan	n.adjacency
keberuntungan	n.luck@n.fortune@n.bonanza@n.hap
kebetulan	n.coincidence@ad.incidentally@n.fluke@n.serendipity@a.coincident@a.coincidental@ad.perchance@n.coincidences
kebetulan bermakna	n.synchronicity
kebiasaan	n.customs@n.habits@n.habit@a.habitual@n.rut@n.mediocrity
kebiasaan aneh	n.quirk
kebiasaan menunda	n.procrastination
kebidanan	n.midwifery@a.obstetric
kebijakan	n.policy@n.policies
kebijaksanaan	n.wisdom@n.discretion@n.tact
kebimbangan	n.indecision
kebinasaan	n.perdition
kebinatangan	a.bestial
kebingungan	n.confusion@n.daze@a.bewildered@a.stumped@n.quandary@n.disorientation@n.obfuscation
kebiruan	a.bluish
kebisingan	n.noise@n.din@n.noises
kebocoran	n.leak@n.leaks@n.leakage@n.spillage
kebodohan	n.stupidity@n.folly@n.follies@n.silliness@n.foolishness@n.idiocy
kebohongan	n.lies@n.lie@n.falsehood@n.fabrications
kebosanan	n.boredom@n.monotony
kebotakan	n.baldness@n.alopecia
kebrutalan	n.brutality
kebugaran	n.fitness
kebulatan suara	n.unanimity
kebun	n.garden@n.grove@n.groves
kebun anggur	n.vineyard@n.vineyards
kebun anggur tertutup	n.clos
kebun binatang	n.zoo@n.zoos
kebun binatang kecil	n.menagerie
kebun buah	n.orchard@n.orchards
kebuntuan	n.deadlock@n.standoff@n.impasse@n.stalemate
keburukan	n.vices@n.badness@n.infamy@n.ugliness
keburukan moral	n.immorality
kebutaan	n.blindness
kebutuhan	n.need@n.needs@n.necessity@n.necessities
kecabulan	n.obscenity@n.indecency
kecacatan	n.disability@n.disabilities
kecaman	n.outcry@n.censure@n.diatribe
kecaman pedas	n.vitriol
kecamatan	n.districts
kecambah	n.sprouts@n.sprout
kecanduan	n.addiction@a.addicted@n.addictions
kecanggihan	n.sophistication
kecantikan	n.beauty@n.beauties
kecap	n.ketchup
kecapi	n.lute@n.lyre
kecebong	n.tadpole
kecekatan	n.dexterity
kecelakaan	n.accident@n.crash@n.accidents@n.crashes@n.mishap@n.mishaps
kecelakaan kapal	n.shipwrecks
kecemasan	n.anxiety@n.angst@n.dismay@n.anxieties@n.preoccupation@n.consternation@n.trepidation
kecemburuan	n.jealousy
kecemerlangan	n.brilliance
kecenderungan	n.tendency@n.leaning@n.tendencies@n.inclination@n.propensity@n.penchant@n.predisposition@n.leanings@n.inclinations
kecepatan	n.speed@n.pace@n.velocity@n.speeds@n.velocities@n.pacing@n.rapidity@n.quickness
